,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.50519764,0.0383182,0.4365008,0.038620576,0.5183685,0.07300215,0.45361695,0.07566397
Q1_Q3_0.25,0.48564833,0.041440748,0.38901073,0.041527603,0.4921121,0.06714958,0.39726996,0.07732497
Q1_Q4_0.25,0.55974704,0.014591836,0.4135595,0.019025499,0.55390537,0.044860493,0.41580385,0.0397801
Q2_Q3_0.25,0.4862446,0.017289704,0.4602367,0.018682396,0.49363098,0.025356928,0.46849284,0.029833991
Q2_Q4_0.25,0.57069445,0.047704954,0.50041586,0.054049887,0.57569253,0.062817454,0.5108923,0.055549406
Q3_Q4_0.25,0.58441633,0.057257105,0.49216753,0.0625411,0.5681991,0.015105805,0.46989197,0.023091564
Q1_0.25,0.45276117,0.07750726,0.33912724,0.06427737,0.43001503,0.07448513,0.32096234,0.07432741
Q2_0.25,0.50265515,0.011395648,0.4995926,0.011130367,0.50285333,0.024456318,0.5002581,0.024340335
Q3_0.25,0.48190355,0.042021293,0.42917854,0.046666604,0.51268864,0.10570821,0.46919936,0.110771745
Q4_0.25,0.7047137,0.055817872,0.5738408,0.07687835,0.7203684,0.13557935,0.6158152,0.1782038
Q1_Q2_0.5,0.5632399,0.026362529,0.49517235,0.031091386,0.5609991,0.028338619,0.49352947,0.03309513
Q1_Q3_0.5,0.49955955,0.008493215,0.40277457,0.008090647,0.49030694,0.023765597,0.3943508,0.028019605
Q1_Q4_0.5,0.58152115,0.0166512,0.4444186,0.02276393,0.5893596,0.021500858,0.45592293,0.03191919
Q2_Q3_0.5,0.46434388,0.0149290515,0.43674463,0.0132420715,0.46755606,0.016758345,0.4403563,0.020793507
Q2_Q4_0.5,0.5531508,0.027563974,0.4784139,0.029249625,0.53133345,0.057041604,0.45830384,0.06475953
Q3_Q4_0.5,0.5848748,0.04339027,0.48159117,0.053312246,0.560616,0.046041686,0.45506334,0.042756915
Q1_0.5,0.48323828,0.08299572,0.36171484,0.0763909,0.47333074,0.09267928,0.35502917,0.09483829
Q2_0.5,0.480929,0.017456345,0.477498,0.016761491,0.48013726,0.015349179,0.47663355,0.014256616
Q3_0.5,0.46532983,0.022388171,0.4102899,0.020422995,0.47092223,0.033012774,0.41817698,0.042655166
Q4_0.5,0.71262443,0.024568656,0.58218545,0.035709467,0.674084,0.06018314,0.5295549,0.07305421
Q1_Q2_0.75,0.6277445,0.02560334,0.57332236,0.032100886,0.62389183,0.033341076,0.56899416,0.03885133
Q1_Q3_0.75,0.5724548,0.045735806,0.47908536,0.05338969,0.57624686,0.05068085,0.48546004,0.056720156
Q1_Q4_0.75,0.6168586,0.006344883,0.48765698,0.0070416364,0.5921025,0.016018922,0.45954466,0.014381661
Q2_Q3_0.75,0.51766664,0.026549011,0.4910891,0.027537597,0.5124687,0.021559091,0.486188,0.02368219
Q2_Q4_0.75,0.63275033,0.02501941,0.5768081,0.03171044,0.6274646,0.026679652,0.5711905,0.031852722
Q3_Q4_0.75,0.69732404,0.023711925,0.62368566,0.033082213,0.6988107,0.02501688,0.6265261,0.033235192
Q1_0.75,0.563261,0.1356017,0.45601958,0.15730241,0.5686708,0.13776396,0.46511707,0.16268791
Q2_0.75,0.48762617,0.01664386,0.48395538,0.016322805,0.48357445,0.0128596015,0.48006502,0.012118709
Q3_0.75,0.5214223,0.03546471,0.4658782,0.036941633,0.524509,0.050555617,0.47237954,0.059879802
Q4_0.75,0.7856981,0.022206757,0.6922215,0.03537894,0.77307445,0.08066122,0.6775822,0.11755392
Q1_Q2_1.0,0.65870166,0.011159164,0.6114022,0.014885305,0.66370225,0.028650275,0.61867607,0.03194345
Q1_Q3_1.0,0.63516825,0.02403978,0.55426085,0.031907257,0.6298432,0.04988221,0.55043566,0.05747296
Q1_Q4_1.0,0.629597,0.019224223,0.50291175,0.022569908,0.61856997,0.03134745,0.4905303,0.03970029
Q2_Q3_1.0,0.57688504,0.004513707,0.5554141,0.004692016,0.58034754,0.009173448,0.55990446,0.0072379247
Q2_Q4_1.0,0.647258,0.02318978,0.5957639,0.029283527,0.6486064,0.01707255,0.59702635,0.022174317
Q3_Q4_1.0,0.74501055,0.0127470065,0.6937779,0.019220734,0.7407744,0.005206242,0.6883133,0.011507878
Q1_1.0,0.72498995,0.023998031,0.6492354,0.03293919,0.7289978,0.019047085,0.65624607,0.025095548
Q2_1.0,0.50716096,0.012296266,0.5032912,0.012433125,0.51021546,0.01206472,0.506435,0.012340423
Q3_1.0,0.59541357,0.04845656,0.55018187,0.057776976,0.5960554,0.061941653,0.55370474,0.07194331
Q4_1.0,0.7982706,0.06955521,0.7172798,0.11048036,0.8057944,0.0663635,0.7275166,0.10432641
