,train_ML_f1_mean,train_ML_f1_std,test_ML_f1_mean,test_ML_f1_std
Q1_Q2_0.25,0.9311069322923643,0.01932149247434002,0.860421342508561,0.012318202173277993
Q1_Q3_0.25,0.9418954799476813,0.025548254126123406,0.8948000871910329,0.014585961836009964
Q1_Q4_0.25,0.9230172566005568,0.02115956233305728,0.8488822245865169,0.014415833886279619
Q2_Q3_0.25,0.9623662359018953,0.015391754230425547,0.9386042405878239,0.013608001643408339
Q2_Q4_0.25,0.9456214213935127,0.014540043920059339,0.874055006275363,0.016873597792971557
Q3_Q4_0.25,0.9437173389085004,0.020274114681957816,0.8832287734213754,0.011533728925096702
Q1_0.25,0.9331883526216227,0.022538552440173262,0.8950771877612069,0.013802022261300985
Q2_0.25,0.966163333144358,0.008461183165745349,0.9436378033385289,0.015210810204271242
Q3_0.25,0.9674479196963711,0.011616112608222328,0.949274476383604,0.007710447198621136
Q4_0.25,0.9477541843864226,0.01219964498294129,0.9057096430789995,0.011128161661415783
Q1_Q2_0.5,0.8650282776926798,0.013822599481779814,0.7386441904541835,0.01552001808610301
Q1_Q3_0.5,0.8925397429423736,0.024477129810141312,0.8044760330302168,0.020069512615521416
Q1_Q4_0.5,0.8974811270477592,0.025057462455559145,0.7627966127262887,0.02032122697058626
Q2_Q3_0.5,0.9549791658201965,0.013716827220190433,0.9102783127967389,0.009224392593318285
Q2_Q4_0.5,0.9145061322523702,0.023236550932388318,0.8086770907235449,0.019789420773137677
Q3_Q4_0.5,0.863001878357206,0.02515840632435623,0.7609939361472803,0.03340792611951245
Q1_0.5,0.8823729134296059,0.02427311245634077,0.7948938000985738,0.021305724693015046
Q2_0.5,0.963973321595472,0.010194110898153247,0.927073157978004,0.016001797595334558
Q3_0.5,0.9577034501272881,0.006813001302102781,0.937657994014564,0.01056429445093806
Q4_0.5,0.9081900177972269,0.019953175743678667,0.808193393869359,0.01752232958885873
Q1_Q2_0.75,0.7852768622512756,0.01801615516908741,0.5171206192212822,0.02579386242622368
Q1_Q3_0.75,0.837204058039335,0.01387927618000828,0.6949585014775137,0.01355097768818759
Q1_Q4_0.75,0.874174885323286,0.02747332572442306,0.6977988947561646,0.023103065274962382
Q2_Q3_0.75,0.9482517287357186,0.013404631664976128,0.882397684647254,0.018910899981201185
Q2_Q4_0.75,0.8582441267366148,0.024151147074720585,0.7036094346808579,0.03290445057633933
Q3_Q4_0.75,0.752389140515428,0.02033112216693927,0.5617318847196754,0.0238365793632519
Q1_0.75,0.837958079108206,0.01515806540029917,0.6820403478269803,0.024318920930475267
Q2_0.75,0.9596411659264467,0.015465831525169412,0.8874114463308261,0.01778605126124646
Q3_0.75,0.9440847677733772,0.013976387815802052,0.9195200693735053,0.01198944028869071
Q4_0.75,0.8719861789933112,0.024788647983682115,0.7215282513226215,0.022307673165780986
Q1_Q2_1.0,0.6827839156045881,0.056200576824341125,0.3568926100957694,0.005555551599308148
Q1_Q3_1.0,0.7835253932110512,0.018857558646947277,0.5432403904833942,0.024812839761603884
Q1_Q4_1.0,0.8954226649963803,0.031948993367938695,0.6075765519865381,0.038640181461055155
Q2_Q3_1.0,0.9370575235243136,0.016119551155515475,0.8495793921622932,0.018808482358103708
Q2_Q4_1.0,0.7053815801834897,0.06723484542703816,0.5346219090517222,0.020416556163449878
Q3_Q4_1.0,0.6028730238739511,0.018310255548378583,0.3167143825818965,0.016155116827059994
Q1_1.0,0.7822088470528621,0.013901014477496974,0.5594983863265724,0.0347194881526474
Q2_1.0,0.9516456921759072,0.015275184443849775,0.8579623752353799,0.007101495122493861
Q3_1.0,0.9339996343554782,0.010162235220882708,0.899161891511819,0.00844284525219616
Q4_1.0,0.7307440995633915,0.04083312683854603,0.5739272959885271,0.0365622524795638
