,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.09922524,0.00032243028,0.05240956,0.000200651,0.09923787,0.001407435,0.052548964,0.0008083971
Q1_Q3_0.25,0.09789739,0.0005493925,0.050831974,0.00032649346,0.09748379,0.0020097906,0.050722905,0.00093624176
Q1_Q4_0.25,0.1360511,0.0007612684,0.076307766,0.00041081745,0.13588138,0.0021581922,0.076391175,0.0012093121
Q2_Q3_0.25,0.0663615,0.0022734809,0.03582884,0.00034100004,0.066062845,0.0050625224,0.03598355,0.00044530205
Q2_Q4_0.25,0.20129363,0.11190906,0.058074392,0.0013703448,0.109410845,0.00262024,0.05684812,0.0017312688
Q3_Q4_0.25,0.109121844,0.003414507,0.054072402,0.00079739385,0.10837939,0.0038155504,0.054198105,0.0019239113
Q1_0.25,0.12141327,0.0011082994,0.06594322,0.00089293934,0.12171547,0.004448125,0.06611703,0.0029868118
Q2_0.25,0.063168064,0.0005754065,0.03544394,0.00024029436,0.06332378,0.0014830765,0.03554248,0.00087275996
Q3_0.25,0.059760213,0.0029511328,0.030627474,0.00032476796,0.058010213,0.008920342,0.03043502,0.001193759
Q4_0.25,0.14217812,0.0022025337,0.07381658,0.0006186979,0.14483643,0.013263692,0.07434128,0.0023668602
Q1_Q2_0.5,0.11438308,0.00084113755,0.060859464,0.00024285686,0.11460309,0.0016519943,0.060951125,0.0007966314
Q1_Q3_0.5,0.106712535,0.00031713815,0.057019074,7.302071e-05,0.109162465,0.0034386357,0.057196278,0.00067524525
Q1_Q4_0.5,0.15414652,0.002876421,0.090063736,0.00027648406,0.15423697,0.005273692,0.08998473,0.0014873534
Q2_Q3_0.5,0.07250018,0.0011253338,0.041547146,0.00027155163,0.07340287,0.003230786,0.04152181,0.00038027152
Q2_Q4_0.5,0.12709302,0.0035643415,0.06321736,0.00021859267,0.1272229,0.011132723,0.06327898,0.0008422245
Q3_Q4_0.5,0.124007,0.0017736778,0.063100755,0.00055392046,0.122517884,0.0020932716,0.06288272,0.0011728229
Q1_0.5,0.13236117,0.0007796055,0.07327642,0.0004297437,0.13186833,0.0025061765,0.073295146,0.0017835395
Q2_0.5,0.066412754,0.0006855961,0.037643544,0.00029222935,0.06681315,0.0021000751,0.03770368,0.0007980865
Q3_0.5,0.057751816,0.00054321694,0.032203596,0.00035053917,0.058624066,0.0030322068,0.032126687,0.00037149352
Q4_0.5,0.23877962,0.09332643,0.08530079,0.0013828612,0.20518807,0.10286337,0.08511098,0.0027711336
Q1_Q2_0.75,0.13854678,0.0034133939,0.07313995,0.00049788615,0.14936826,0.02694332,0.07374601,0.0017031607
Q1_Q3_0.75,0.12664267,0.0020562755,0.06696488,0.0006170039,0.1282562,0.006567612,0.06705203,0.001023492
Q1_Q4_0.75,0.1945482,0.026546603,0.10408781,0.0009546636,0.19201724,0.034323934,0.104640685,0.00091800396
Q2_Q3_0.75,0.09250437,0.010836007,0.05029423,0.0013041057,0.09037892,0.0062276428,0.05003665,0.0011374305
Q2_Q4_0.75,0.15577798,0.011825914,0.07176642,0.00063244655,0.14529112,0.006293682,0.0717594,0.00079993595
Q3_Q4_0.75,0.16229181,0.0059778206,0.07795809,0.0008910868,0.17318317,0.044881206,0.07812435,0.0015755274
Q1_0.75,0.14583555,0.002139732,0.08201519,0.0005107727,0.14418231,0.0031830696,0.08233469,0.0022780898
Q2_0.75,0.082706355,0.022809554,0.0414635,0.0011989266,0.07664819,0.008436015,0.04153544,0.0009692186
Q3_0.75,0.062640086,0.001335264,0.034351464,0.00035126664,0.062463187,0.004341399,0.034181945,0.0003815233
Q4_0.75,0.20121893,0.06249766,0.11210717,0.032284044,0.20226097,0.063195124,0.112836674,0.033840716
Q1_Q2_1.0,0.26357242,0.039841566,0.17323482,0.019943308,0.26638678,0.043653324,0.17379197,0.019700255
Q1_Q3_1.0,0.14499688,0.0053865863,0.07705374,0.0007994392,0.14841305,0.0071562463,0.07721396,0.001055305
Q1_Q4_1.0,0.18186879,0.0022532938,0.11997346,0.0032457754,0.18226656,0.002642447,0.12031553,0.0022963935
Q2_Q3_1.0,0.12024647,0.009631889,0.064639196,0.0024757572,0.118995786,0.009099024,0.06556277,0.0024805185
Q2_Q4_1.0,3.9827862,5.315662,1.2964158,1.7230089,4.2723546,6.3933806,1.3287742,1.9156687
Q3_Q4_1.0,4374.8945,8747.793,1441.9412,2882.9438,17069.408,34136.887,4359.418,8717.928
Q1_1.0,0.16040334,0.00076990254,0.09302116,0.0005670433,0.16049434,0.0031464072,0.09331107,0.0021490962
Q2_1.0,0.087448224,0.016509539,0.04555442,0.001519608,0.08418067,0.005083993,0.04573729,0.00095895806
Q3_1.0,0.065929905,0.0011880076,0.036580183,0.00034004907,0.06592956,0.00387706,0.036435917,0.00041748091
Q4_1.0,inf,,5.6124793e+21,inf,inf,,2.901636e+22,inf
