,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,12.38515 ± 0.295,12.10056 ± 0.345,12.51577 ± 0.305,12.51185 ± 0.312,12.31938 ± 0.310,12.38243 ± 0.327,12.50842 ± 0.302,12.50519 ± 0.301,12.48008 ± 0.300,12.68664 ± 0.291,15.47925 ± 0.302,15.48808 ± 0.300,61182.44363 ± 3535.853,12.48987 ± 0.295
0.2,13.59113 ± 0.357,12.04930 ± 0.324,14.02655 ± 0.291,13.93859 ± 0.292,13.79778 ± 0.267,13.91924 ± 0.273,14.01947 ± 0.281,14.04886 ± 0.283,14.01528 ± 0.296,13.69417 ± 0.656,15.49003 ± 0.322,15.48489 ± 0.316,60420.23067 ± 3319.965,14.03341 ± 0.237
0.3,12.35131 ± 0.284,12.09100 ± 0.347,12.41643 ± 0.290,12.42327 ± 0.294,12.44013 ± 0.329,12.37113 ± 0.300,12.39860 ± 0.301,12.43285 ± 0.276,12.42348 ± 0.290,12.73225 ± 0.289,15.53331 ± 0.307,15.51368 ± 0.321,62520.29654 ± 2296.536,12.41166 ± 0.285
0.4,14.04071 ± 0.276,11.69961 ± 0.281,14.88689 ± 0.311,14.90824 ± 0.324,14.88665 ± 0.311,14.89333 ± 0.310,14.91880 ± 0.348,14.90548 ± 0.321,14.89841 ± 0.333,15.31488 ± 0.390,15.49169 ± 0.322,15.49029 ± 0.335,59599.97404 ± 2027.043,14.90096 ± 0.298
0.5,12.44520 ± 0.320,12.13152 ± 0.342,12.55753 ± 0.298,12.51659 ± 0.316,12.29947 ± 0.281,12.46254 ± 0.287,12.49054 ± 0.323,12.55595 ± 0.293,12.54473 ± 0.293,12.73090 ± 0.249,15.47471 ± 0.293,15.47972 ± 0.311,62263.41724 ± 4681.305,12.55040 ± 0.299
0.6,12.39768 ± 0.336,12.03432 ± 0.294,12.70826 ± 0.291,12.72126 ± 0.308,12.70686 ± 0.272,12.68808 ± 0.305,12.69761 ± 0.282,12.63161 ± 0.279,12.70915 ± 0.286,12.99755 ± 0.281,15.44660 ± 0.303,15.45284 ± 0.302,44437.29291 ± 2517.040,12.69168 ± 0.320
0.7,14.17280 ± 0.282,10.98009 ± 0.281,15.30271 ± 0.306,15.32663 ± 0.330,15.29277 ± 0.309,15.30427 ± 0.307,15.28862 ± 0.336,15.31650 ± 0.315,15.30203 ± 0.303,15.47169 ± 0.328,15.47170 ± 0.332,15.46353 ± 0.330,42594.93723 ± 1348.693,15.31275 ± 0.342
0.8,12.34608 ± 0.305,11.98146 ± 0.350,12.86658 ± 0.319,12.86709 ± 0.319,12.79677 ± 0.293,12.86928 ± 0.288,12.85395 ± 0.290,12.68356 ± 0.281,12.84377 ± 0.338,12.82118 ± 0.286,15.46876 ± 0.325,15.47233 ± 0.327,39104.21668 ± 3178.659,12.86284 ± 0.330
