,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,8.98282 ± 0.178,8.97294 ± 0.180,8.98329 ± 0.186,8.97672 ± 0.187,8.96810 ± 0.178,8.98090 ± 0.183,8.97936 ± 0.183,8.98392 ± 0.190,8.98091 ± 0.182,11.93809 ± 0.252,15.11706 ± 0.356,15.27177 ± 0.316,14.97246 ± 0.360,8.97326 ± 0.187
0.2,10.33798 ± 0.407,9.35764 ± 0.196,9.11873 ± 0.182,9.87106 ± 0.279,9.10991 ± 0.179,9.12019 ± 0.171,9.24361 ± 0.191,9.45517 ± 0.258,9.15752 ± 0.221,13.32947 ± 0.805,15.35616 ± 0.293,15.31289 ± 0.243,14.78779 ± 0.317,9.53440 ± 0.186
0.3,8.95155 ± 0.169,8.97031 ± 0.177,8.96502 ± 0.178,8.96441 ± 0.182,8.96926 ± 0.178,8.96874 ± 0.178,8.96737 ± 0.176,8.96154 ± 0.178,8.96641 ± 0.176,11.96548 ± 0.272,15.33124 ± 0.315,15.28063 ± 0.343,14.96293 ± 0.334,8.96539 ± 0.178
0.4,11.68725 ± 0.328,9.51999 ± 0.218,10.27386 ± 0.192,11.61573 ± 0.275,10.27651 ± 0.197,10.37569 ± 0.168,10.84697 ± 0.825,11.02511 ± 0.352,10.56890 ± 0.447,15.13090 ± 0.381,15.32870 ± 0.289,15.31834 ± 0.355,14.40620 ± 0.276,11.33335 ± 0.260
0.5,8.97775 ± 0.197,8.98034 ± 0.181,8.98243 ± 0.181,8.97472 ± 0.182,8.97799 ± 0.179,8.98097 ± 0.178,8.97571 ± 0.175,8.98431 ± 0.185,8.97714 ± 0.176,11.97221 ± 0.263,15.25569 ± 0.264,15.18496 ± 0.421,15.05153 ± 0.341,8.97075 ± 0.175
0.6,8.95870 ± 0.180,8.97968 ± 0.178,8.99559 ± 0.189,8.99173 ± 0.193,8.99885 ± 0.191,8.99784 ± 0.191,8.98703 ± 0.180,8.99258 ± 0.190,8.98484 ± 0.180,11.98526 ± 0.269,15.28533 ± 0.289,15.29878 ± 0.211,15.10389 ± 0.275,8.98445 ± 0.189
0.7,12.32666 ± 0.262,8.74519 ± 0.235,11.93988 ± 0.190,12.81195 ± 0.346,11.94888 ± 0.192,11.98242 ± 0.209,11.89756 ± 0.970,13.08136 ± 0.195,12.00222 ± 0.266,15.41097 ± 0.295,15.36291 ± 0.320,15.33544 ± 0.281,13.89499 ± 0.419,13.42758 ± 0.467
0.8,8.95078 ± 0.174,8.96642 ± 0.177,8.97583 ± 0.178,8.97779 ± 0.177,8.97572 ± 0.177,8.97736 ± 0.177,8.97587 ± 0.180,8.97514 ± 0.178,8.97512 ± 0.178,11.97013 ± 0.274,15.36409 ± 0.287,15.32609 ± 0.324,14.99725 ± 0.325,8.90507 ± 0.198
