,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,13.95239,11.28895,11.56640,11.44945,10.97248,11.23983,11.26003,11.77045,10.92297,12.48913,11.47752,11.69177,16.58609,11.89929
Q1_Q3_0.25,13.95564,12.04549,11.89670,11.58439,11.45274,11.52118,11.51258,11.94486,11.33701,12.91623,11.93193,11.68265,16.63574,12.13518
Q1_Q4_0.25,14.06686,13.13894,12.17796,11.36130,11.34567,11.50959,11.68165,12.32949,11.01900,13.25856,11.95922,11.79456,16.60863,12.44116
Q2_Q3_0.25,12.31446,12.47589,10.63357,10.75561,10.59322,10.53338,10.76204,10.62584,10.56812,12.37800,11.34885,11.16148,16.62178,10.87854
Q2_Q4_0.25,12.74729,13.82178,11.64894,11.26453,10.85247,11.00046,11.21012,11.62012,10.80422,12.86078,11.48669,11.44571,16.63881,11.87624
Q3_Q4_0.25,11.97360,13.94273,11.60264,11.37692,10.99496,11.07599,11.28652,11.63635,10.91687,12.63858,11.64301,11.85042,16.65015,11.77193
Q1_0.25,13.43828,10.55421,11.48256,11.09443,10.97166,11.02597,11.07925,11.50261,10.84388,12.42334,11.56833,11.27232,16.61480,11.62798
Q2_0.25,12.01125,11.25365,10.45703,10.47845,10.36048,10.36753,10.54355,10.41730,10.47608,12.24489,11.05473,11.11203,16.61745,10.63999
Q3_0.25,11.23837,12.23621,10.71226,10.62870,10.59562,10.58340,10.66363,10.73787,10.55971,12.51286,11.35177,11.04516,16.62536,10.81479
Q4_0.25,11.40238,13.35485,11.43343,10.99424,10.83118,10.90864,11.10021,11.41367,10.70935,12.85342,11.61603,11.71697,16.65491,11.48544
Q1_Q2_0.5,15.19422,11.45878,13.07887,13.13750,11.99654,12.47315,12.37684,13.14568,11.86935,12.99378,13.09523,12.76974,16.63576,13.42406
Q1_Q3_0.5,14.88459,12.69826,12.68841,12.62305,11.99661,12.39726,12.25722,12.88527,11.78116,13.22874,12.80603,12.19440,16.61268,12.91425
Q1_Q4_0.5,15.51615,14.74447,13.84010,13.16062,13.24728,13.31902,13.37279,14.08522,12.92994,14.30187,14.08028,13.90562,16.65352,14.15845
Q2_Q3_0.5,13.13906,13.07826,10.67672,11.15649,10.80950,10.95695,11.14796,10.85301,11.01775,12.30237,11.24313,11.27388,16.60986,11.10240
Q2_Q4_0.5,13.59794,14.95469,12.19514,11.89070,11.67543,11.84468,11.86609,12.40240,11.49850,13.11270,12.27934,12.50468,16.64297,12.62140
Q3_Q4_0.5,12.50233,15.50185,12.54986,12.45466,11.47713,11.72086,11.92686,12.77133,11.65749,13.11933,12.69874,12.74439,16.65943,12.94934
Q1_0.5,14.71259,10.62026,12.42174,12.09582,11.68303,11.93105,11.76512,12.46049,11.51520,12.62075,12.25498,11.93950,16.63759,12.69672
Q2_0.5,12.82598,11.66821,10.55608,10.62154,10.40203,10.41078,10.61945,10.67554,10.42495,12.33082,11.31760,11.02844,16.61718,10.86794
Q3_0.5,11.62562,12.77683,10.81096,10.93427,10.62306,10.61550,10.72750,10.88622,10.68992,12.32322,11.42496,11.31152,16.64303,11.00938
Q4_0.5,11.99777,14.57044,11.89270,11.81969,11.01166,11.21822,11.46134,12.00012,11.04529,12.86903,12.25759,12.14587,16.68362,12.11558
Q1_Q2_0.75,15.90766,11.48770,14.54722,14.69607,13.61111,14.02624,13.90612,14.73897,13.80128,13.45979,14.68299,14.99528,16.63905,14.84938
Q1_Q3_0.75,15.74331,13.19499,13.95287,14.54107,13.71594,13.66656,13.34390,14.12651,13.51611,13.85878,14.28623,14.28256,16.62724,14.27084
Q1_Q4_0.75,16.32561,15.22955,15.23550,15.16408,15.17569,15.31209,15.10615,15.49395,14.70861,15.56046,15.68462,15.38194,16.69996,15.59216
Q2_Q3_0.75,13.41920,13.60237,10.83426,12.01086,11.32009,11.64524,12.04462,11.23151,11.18917,12.71448,11.57919,11.85008,16.61436,11.44694
Q2_Q4_0.75,14.24735,15.80070,12.89003,13.33422,12.29949,12.47174,12.66805,13.41234,12.20421,13.95444,13.43713,13.71301,16.67823,13.63163
Q3_Q4_0.75,12.95889,16.23499,13.57040,14.26319,12.63175,12.65506,12.97869,13.83574,12.84373,14.13597,14.31648,14.18484,16.66643,14.10970
Q1_0.75,15.54751,10.33901,13.92329,13.81104,12.44915,13.06073,12.88233,14.04895,12.46824,13.32210,14.71085,13.81595,16.64969,14.18863
Q2_0.75,13.07319,11.85923,10.52542,10.84528,10.37502,10.46641,10.87316,10.80731,10.59990,12.35196,11.53859,11.63905,16.62697,11.04899
Q3_0.75,12.04366,13.45622,10.96955,11.27263,10.81627,10.74058,10.86430,11.06237,11.07260,12.43338,11.53093,11.58763,16.62394,11.20642
Q4_0.75,12.66237,15.69484,12.31740,12.36530,11.32538,11.64717,11.69805,12.65917,11.18693,13.30111,13.63215,13.63560,16.63704,12.93713
Q1_Q2_1.0,15.99271,11.36614,15.75366,15.92575,15.82945,16.04230,15.28188,15.94841,15.55271,15.46455,16.07045,16.07232,16.63640,16.00888
Q1_Q3_1.0,16.23334,13.58309,14.89386,15.62350,15.14305,14.81640,14.71466,15.08189,14.87980,14.36640,15.48021,15.10521,16.64764,15.21916
Q1_Q4_1.0,16.39486,15.50387,15.83808,15.88910,15.90692,15.96398,15.85172,15.97162,15.92570,15.85541,16.26316,16.19952,16.66068,16.39353
Q2_Q3_1.0,13.76074,13.71722,10.70489,13.02041,11.64533,12.48972,13.20443,11.19536,11.71890,13.06986,12.42385,12.23504,16.60454,11.78585
Q2_Q4_1.0,14.66916,15.93311,12.94338,14.22868,13.80643,14.28186,13.58092,13.81984,13.21696,14.67587,15.16788,15.00766,16.67885,14.65833
Q3_Q4_1.0,13.33564,15.54966,15.37592,15.88684,15.54160,15.25004,15.29822,15.40254,15.30297,16.07552,16.20362,16.32930,16.66338,16.09893
Q1_1.0,15.47996,10.33728,14.78366,15.66126,15.01405,14.98594,14.66599,14.97535,14.63489,14.26869,15.65628,15.35562,16.62674,15.08518
Q2_1.0,13.44069,12.04860,10.44723,11.22922,10.76237,10.83932,10.96738,10.84945,10.96235,12.36497,11.90207,11.91160,16.63068,11.09779
