,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,15.38813,13.04031,13.79610,13.48031,13.31876,13.75031,13.41932,13.92163,12.99242,14.28064,14.61821,14.58042,58028.97035,13.95820
Q1_Q3_0.25,15.42244,13.41115,14.01977,13.59962,13.44171,13.64692,13.72017,13.88034,13.33636,14.48222,14.87780,14.72022,57104.08472,14.08881
Q1_Q4_0.25,15.51126,14.70468,14.37415,13.59761,13.62411,13.90120,13.98305,14.48295,13.33411,15.19892,15.13967,15.13961,57402.52389,14.51629
Q2_Q3_0.25,13.64464,13.62187,12.69096,12.85078,12.75052,12.89209,12.82974,12.61785,12.79181,14.04124,14.43035,14.50982,58648.17317,12.88020
Q2_Q4_0.25,14.07358,14.80586,13.80458,13.40831,13.03569,13.26219,13.47033,13.84430,13.03502,14.75503,14.91812,14.97401,58723.54942,13.85392
Q3_Q4_0.25,13.57118,15.21678,13.89647,13.21234,13.00099,13.00759,13.50007,13.79904,12.90009,14.48566,15.18140,14.97928,60018.31479,13.92305
Q1_0.25,15.06314,12.54207,13.74920,13.33633,13.16024,13.28614,13.37553,13.74779,13.09598,14.26845,14.44798,14.34358,59640.32760,13.77963
Q2_0.25,13.36739,12.75634,12.70802,12.72062,12.74728,12.78391,12.82261,12.72094,12.62386,14.05769,14.03961,14.11601,62893.50803,12.77430
Q3_0.25,13.00805,13.71626,12.76798,12.70069,12.67351,12.73547,12.72602,12.81438,12.80923,14.25427,14.23005,14.14718,61492.86675,12.81360
Q4_0.25,13.39303,14.74063,13.51697,13.12996,13.01858,12.97076,13.26800,13.67480,12.87062,14.86471,14.94452,15.09483,61527.72953,13.59365
Q1_Q2_0.5,16.45890,12.90966,14.69200,14.77001,14.00272,14.33884,14.12755,14.74744,13.76076,14.47532,15.65610,15.37046,48517.31495,14.92272
Q1_Q3_0.5,16.19790,13.72865,14.71275,14.51080,13.78775,14.02846,14.15708,14.95608,13.71895,14.83745,15.53189,15.10757,48988.95115,14.76020
Q1_Q4_0.5,16.92486,16.10837,15.89614,15.12009,14.83874,15.05091,15.05074,16.21410,14.82623,16.07567,16.25769,16.22545,49212.78909,16.03958
Q2_Q3_0.5,14.17261,14.32050,12.71973,13.29857,13.22697,13.28796,13.18916,12.78827,12.99139,14.03862,14.88142,14.78846,55240.03214,13.03803
Q2_Q4_0.5,14.71325,16.32937,14.90400,14.15089,13.59686,13.79542,14.16239,15.21194,13.38155,15.27375,15.73985,15.97806,52793.05817,15.10251
Q3_Q4_0.5,13.85254,16.34587,14.84771,14.58953,13.37050,13.58951,14.14554,14.98014,13.66142,15.30677,15.69875,15.82306,54695.16308,15.07303
Q1_0.5,16.17153,12.76010,14.43414,14.12801,13.68971,14.02687,13.86497,14.49603,13.43655,14.49339,15.14446,15.04478,55493.87084,14.57816
Q2_0.5,13.98919,12.99945,12.65336,12.77962,12.70952,12.80064,12.87302,12.73566,12.63456,14.08294,14.59959,14.37571,58864.39497,12.84369
Q3_0.5,13.12701,13.77990,12.82027,12.96804,12.63110,12.88010,12.79923,12.77847,12.83086,14.14655,14.49739,14.54396,59394.27856,12.94411
Q4_0.5,13.62642,16.01664,14.47239,13.80930,13.16844,13.23638,13.81292,14.65981,13.10458,15.17907,15.53644,15.77055,60038.38720,14.64866
Q1_Q2_0.75,17.08264,12.82580,15.85055,15.85896,15.13660,15.41783,15.55228,16.05247,15.53939,15.16752,16.33027,16.52005,41958.95453,15.86932
Q1_Q3_0.75,16.75944,14.15500,15.44453,15.89115,14.88683,14.89043,15.06547,15.81715,14.90343,15.38999,16.17057,16.19852,41453.93258,15.61757
Q1_Q4_0.75,17.55909,17.02351,16.58467,16.27008,16.12174,16.10588,16.24299,16.98023,16.22696,16.74334,16.68978,16.71784,41451.33051,16.67749
Q2_Q3_0.75,14.36198,14.61503,12.88793,13.86440,13.20431,13.84451,13.96215,12.98665,13.45205,14.33951,15.01599,14.91641,48468.28401,13.13415
Q2_Q4_0.75,15.38644,17.02403,15.73668,15.54934,14.31820,14.19804,15.28558,16.38992,14.24486,16.13809,16.44344,16.49818,45419.57493,15.91102
Q3_Q4_0.75,14.19377,17.03250,15.80337,15.97659,14.75093,14.47407,15.23618,16.23556,15.09427,16.07801,16.48430,16.42431,48220.07939,16.00646
Q1_0.75,16.93154,12.50690,15.75109,15.67503,14.29813,15.12987,15.10817,15.83780,14.51835,15.25394,16.31986,16.11477,49342.69179,15.65338
Q2_0.75,14.25061,13.04422,12.72967,13.13588,13.20766,13.30581,13.07816,12.85318,12.83307,14.15862,14.63273,14.49721,55832.49647,12.96464
Q3_0.75,13.35668,14.35562,12.82429,13.39756,12.89662,13.12348,12.94937,12.83880,13.12181,14.21435,14.67682,14.79483,55844.72633,12.90283
Q4_0.75,14.23063,17.14264,15.61412,14.72390,13.63231,14.16021,14.89458,15.84133,13.57557,15.65498,16.44277,16.60286,57541.53934,15.76364
Q1_Q2_1.0,17.39115,12.44706,16.65322,16.61302,16.62628,16.54834,16.40770,16.76254,16.44774,16.49417,16.49304,16.51611,31562.19013,16.67061
Q1_Q3_1.0,17.19101,14.50137,16.27673,16.44534,16.13420,16.15579,16.08071,16.44993,16.22371,16.02439,16.36884,16.28526,30861.81572,16.32178
