,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.97430,0.97575,0.93803,0.95428,0.95550,0.95282,0.95553,0.94486,0.95280,0.93389,0.90247,0.91220,0.98111,0.94333
Q1_Q3_0.25,0.96625,0.94203,0.94468,0.93930,0.94340,0.94198,0.94332,0.93268,0.93667,0.91791,0.90824,0.90851,0.98511,0.93538
Q1_Q4_0.25,0.93935,0.94846,0.92581,0.94338,0.94198,0.92970,0.94082,0.93657,0.93801,0.90141,0.88488,0.86852,0.98924,0.93257
Q2_Q3_0.25,0.97303,0.96066,0.95685,0.95690,0.94874,0.95135,0.94736,0.94872,0.95005,0.92851,0.91074,0.92045,0.97710,0.95684
Q2_Q4_0.25,0.96214,0.95552,0.95131,0.94879,0.94867,0.94732,0.94989,0.94719,0.94997,0.92566,0.90817,0.90809,0.97977,0.94867
Q3_Q4_0.25,0.97036,0.94597,0.94317,0.93391,0.94194,0.94332,0.93772,0.93370,0.93369,0.91489,0.88791,0.88235,0.97702,0.94458
Q1_0.25,0.94700,0.96226,0.95542,0.96622,0.95821,0.95819,0.95816,0.95550,0.95819,0.92720,0.92835,0.91612,0.98249,0.95405
Q2_0.25,0.96360,0.96482,0.95547,0.95280,0.95811,0.95685,0.95408,0.94994,0.95408,0.92178,0.91907,0.91778,0.96207,0.95954
Q3_0.25,0.95946,0.94869,0.95823,0.95683,0.94873,0.95412,0.96224,0.95144,0.95411,0.93254,0.91507,0.92045,0.97287,0.96092
Q4_0.25,0.96079,0.94979,0.95120,0.94601,0.94329,0.94871,0.94594,0.94585,0.94197,0.92560,0.91212,0.91509,0.97563,0.94988
Q1_Q2_0.5,0.96902,0.97714,0.89663,0.92832,0.93655,0.92701,0.93500,0.92019,0.94197,0.90962,0.89143,0.90252,0.97976,0.89224
Q1_Q3_0.5,0.96347,0.97178,0.93926,0.93256,0.93792,0.93891,0.94201,0.93521,0.93371,0.91363,0.90544,0.90304,0.98377,0.93790
Q1_Q4_0.5,0.94971,0.95386,0.90956,0.94163,0.93214,0.92944,0.93772,0.91848,0.93221,0.90185,0.85757,0.85597,0.98108,0.92370
Q2_Q3_0.5,0.97440,0.96225,0.95009,0.94069,0.94481,0.81792,0.94989,0.94047,0.94601,0.92991,0.91201,0.90674,0.97421,0.96353
Q2_Q4_0.5,0.97311,0.95280,0.93074,0.95696,0.94197,0.82465,0.94324,0.93507,0.93374,0.91068,0.87867,0.86295,0.98247,0.93642
Q3_Q4_0.5,0.97562,0.93772,0.93225,0.92437,0.93358,0.93388,0.92818,0.92560,0.91437,0.89545,0.85325,0.85174,0.97709,0.93497
Q1_0.5,0.96358,0.97166,0.92706,0.95543,0.95558,0.71775,0.94601,0.93648,0.93914,0.89979,0.91087,0.89879,0.97831,0.92570
Q2_0.5,0.97041,0.97848,0.95272,0.94740,0.95415,0.95961,0.95827,0.94471,0.95007,0.92593,0.90678,0.92321,0.98242,0.95268
Q3_0.5,0.97041,0.93630,0.95283,0.95547,0.94199,0.95137,0.94042,0.93784,0.94448,0.92003,0.89435,0.89323,0.97824,0.95153
Q4_0.5,0.95675,0.92542,0.93213,0.93912,0.94611,0.93901,0.94343,0.94057,0.94334,0.90496,0.87147,0.87538,0.97147,0.92946
Q1_Q2_0.75,0.96621,0.98373,0.88325,0.90558,0.90255,0.88912,0.90678,0.89063,0.92194,0.90227,0.87458,0.87572,0.98253,0.89468
Q1_Q3_0.75,0.96775,0.95944,0.88942,0.87819,0.91639,0.90551,0.90644,0.88760,0.91382,0.90491,0.85311,0.86219,0.98380,0.89894
