,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.92448 ± 0.004,0.94759 ± 0.004,0.95027 ± 0.003,0.94739 ± 0.002,0.95041 ± 0.002,0.93898 ± 0.002,0.97539 ± 0.003,0.92980 ± 0.007,0.80556 ± 0.072,0.80749 ± 0.088,0.58451 ± 0.052,0.90893 ± 0.004
0.2,0.88531 ± 0.007,0.89687 ± 0.006,0.90836 ± 0.004,0.89757 ± 0.007,0.90488 ± 0.006,0.88922 ± 0.007,0.93654 ± 0.003,0.87655 ± 0.011,0.73298 ± 0.064,0.77663 ± 0.033,0.57040 ± 0.044,0.87218 ± 0.011
0.3,0.80898 ± 0.005,0.81488 ± 0.005,0.81859 ± 0.003,0.80421 ± 0.002,0.85118 ± 0.005,0.80812 ± 0.003,0.88432 ± 0.006,0.80475 ± 0.014,0.66115 ± 0.027,0.66031 ± 0.036,0.58989 ± 0.028,0.79211 ± 0.005
0.4,0.75688 ± 0.008,0.77186 ± 0.010,0.79407 ± 0.009,0.77664 ± 0.008,0.80735 ± 0.006,0.77523 ± 0.007,0.84368 ± 0.008,0.77457 ± 0.015,0.58871 ± 0.013,0.59051 ± 0.006,0.59130 ± 0.020,0.74740 ± 0.005
0.5,0.72600 ± 0.009,0.76077 ± 0.007,0.74979 ± 0.020,0.73254 ± 0.008,0.76953 ± 0.030,0.71170 ± 0.006,0.77467 ± 0.003,0.75450 ± 0.040,0.60345 ± 0.033,0.59529 ± 0.028,0.64270 ± 0.010,0.71580 ± 0.008
0.6,0.65392 ± 0.008,0.67322 ± 0.009,0.68096 ± 0.006,0.66691 ± 0.010,0.69235 ± 0.008,0.65536 ± 0.005,0.70841 ± 0.015,0.64845 ± 0.017,0.57934 ± 0.054,0.60548 ± 0.014,0.51525 ± 0.022,0.65521 ± 0.012
0.7,0.66178 ± 0.005,0.68155 ± 0.012,0.67917 ± 0.010,0.67902 ± 0.009,0.69016 ± 0.010,0.67228 ± 0.007,0.67542 ± 0.010,0.67242 ± 0.005,0.64053 ± 0.013,0.63308 ± 0.010,0.53223 ± 0.022,0.63958 ± 0.011
0.8,0.52698 ± 0.009,0.54385 ± 0.009,0.51581 ± 0.015,0.50823 ± 0.006,0.53051 ± 0.021,0.53351 ± 0.008,0.52279 ± 0.019,0.50901 ± 0.024,0.45961 ± 0.051,0.49051 ± 0.017,0.48927 ± 0.044,0.54733 ± 0.009
0.9,0.53088 ± 0.012,0.54462 ± 0.011,0.52775 ± 0.010,0.54331 ± 0.011,0.48774 ± 0.021,0.53778 ± 0.014,0.50836 ± 0.018,0.44439 ± 0.074,0.52300 ± 0.040,0.48989 ± 0.066,0.49504 ± 0.035,0.52794 ± 0.041
