,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.3,0.48723 ± 0.003,0.31422 ± 0.006,0.13405 ± 0.002,0.09195 ± 0.002,0.08783 ± 0.002,298.10910 ± 595.885,0.09274 ± 0.001,0.12168 ± 0.002,0.11979 ± 0.028,0.13150 ± 0.002,0.11041 ± 0.001,0.11178 ± 0.001,0.14652 ± 0.001,0.16774 ± 0.001
0.5,0.48911 ± 0.002,0.31151 ± 0.004,0.13035 ± 0.001,0.12161 ± 0.003,0.10319 ± 0.002,0.14684 ± 0.010,0.10282 ± 0.002,0.12518 ± 0.001,0.09507 ± 0.007,0.14275 ± 0.006,0.11261 ± 0.002,0.11358 ± 0.002,0.14431 ± 0.001,0.16460 ± 0.002
0.7,0.48864 ± 0.001,0.31203 ± 0.003,0.12986 ± 0.002,0.15522 ± 0.004,0.12381 ± 0.003,0.18608 ± 0.025,0.12072 ± 0.003,0.12872 ± 0.001,0.12623 ± 0.008,0.20045 ± 0.012,0.20986 ± 0.182,0.12119 ± 0.003,0.14544 ± 0.001,0.16378 ± 0.001
