,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.82081 ± 0.020,0.76236 ± 0.055,0.82630 ± 0.045,0.81168 ± 0.050,0.83092 ± 0.047,0.71740 ± 0.240,0.81912 ± 0.012,0.82594 ± 0.038,0.82427 ± 0.041,0.80113 ± 0.046,0.83019 ± 0.031,0.82213 ± 0.017,0.34616 ± 0.033,0.83112 ± 0.031
0.2,0.77216 ± 0.071,0.73224 ± 0.061,0.79485 ± 0.014,0.82370 ± 0.010,0.80266 ± 0.030,0.79796 ± 0.033,0.78015 ± 0.018,0.79232 ± 0.012,0.80724 ± 0.023,0.77061 ± 0.080,0.80512 ± 0.032,0.78814 ± 0.043,0.34616 ± 0.033,0.77781 ± 0.018
0.3,0.74335 ± 0.076,0.68044 ± 0.052,0.79744 ± 0.034,0.81213 ± 0.046,0.82644 ± 0.036,0.81698 ± 0.032,0.81715 ± 0.035,0.81151 ± 0.018,0.81184 ± 0.039,0.77164 ± 0.078,0.79662 ± 0.040,0.79705 ± 0.041,0.30940 ± 0.037,0.77093 ± 0.027
0.4,0.73044 ± 0.067,0.63181 ± 0.066,0.75922 ± 0.057,0.78706 ± 0.022,0.80143 ± 0.027,0.78987 ± 0.027,0.81352 ± 0.029,0.78739 ± 0.023,0.80686 ± 0.034,0.69223 ± 0.065,0.73641 ± 0.058,0.73883 ± 0.074,0.35050 ± 0.031,0.75458 ± 0.060
0.5,0.63149 ± 0.063,0.60264 ± 0.049,0.75417 ± 0.068,0.80140 ± 0.058,0.82632 ± 0.040,0.77128 ± 0.072,0.80920 ± 0.049,0.76535 ± 0.055,0.82622 ± 0.036,0.70874 ± 0.047,0.79196 ± 0.041,0.76648 ± 0.046,0.31098 ± 0.038,0.73464 ± 0.076
0.6,0.66886 ± 0.074,0.39181 ± 0.047,0.71369 ± 0.083,0.72264 ± 0.075,0.77777 ± 0.025,0.76497 ± 0.027,0.78243 ± 0.054,0.75628 ± 0.043,0.79965 ± 0.048,0.64868 ± 0.101,0.78418 ± 0.010,0.78536 ± 0.046,0.30940 ± 0.037,0.71102 ± 0.080
0.7,0.62501 ± 0.119,0.61905 ± 0.093,0.72045 ± 0.034,0.71140 ± 0.088,0.74413 ± 0.046,0.67754 ± 0.042,0.77319 ± 0.077,0.71991 ± 0.029,0.79015 ± 0.059,0.62430 ± 0.097,0.73322 ± 0.059,0.71110 ± 0.078,0.34616 ± 0.033,0.72951 ± 0.049
0.8,0.55441 ± 0.136,0.38196 ± 0.072,0.64995 ± 0.070,0.69408 ± 0.039,0.65985 ± 0.098,0.62149 ± 0.049,0.73359 ± 0.069,0.66763 ± 0.040,0.64394 ± 0.035,0.46250 ± 0.093,0.59624 ± 0.085,0.66208 ± 0.142,0.31590 ± 0.040,0.63292 ± 0.090
0.9,0.48112 ± 0.046,0.34616 ± 0.033,0.70362 ± 0.081,0.59506 ± 0.034,0.63052 ± 0.036,0.40422 ± 0.132,0.58382 ± 0.089,0.67721 ± 0.085,0.54647 ± 0.096,0.43042 ± 0.086,0.36099 ± 0.077,0.51983 ± 0.094,0.34616 ± 0.033,0.64032 ± 0.173
