,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.71068,0.80661,0.80012,0.81333,0.81208,0.81772,0.81301,0.80415,0.80012,0.76465,0.78072,0.78067,0.58924,0.80265
Q1_Q3_0.25,0.71935,0.77942,0.80538,0.81942,0.81472,0.81307,0.81659,0.80809,0.80538,0.76359,0.77880,0.77597,0.56146,0.80230
Q1_Q4_0.25,0.70556,0.75052,0.77633,0.80824,0.79734,0.80862,0.80371,0.77717,0.77633,0.74728,0.75043,0.76310,0.55992,0.76707
Q2_Q3_0.25,0.79392,0.81553,0.81267,0.81508,0.81065,0.80950,0.81032,0.81161,0.81560,0.76728,0.77147,0.76922,0.61451,0.81295
Q2_Q4_0.25,0.80324,0.75770,0.79076,0.81207,0.81077,0.80745,0.80707,0.79020,0.79628,0.75486,0.75533,0.75312,0.59539,0.78622
Q3_Q4_0.25,0.78761,0.76485,0.79256,0.80327,0.80632,0.80240,0.80884,0.79637,0.79901,0.76035,0.75925,0.75638,0.61871,0.79363
Q1_0.25,0.72912,0.80211,0.80729,0.81670,0.81158,0.81359,0.81717,0.81188,0.80729,0.75822,0.78207,0.77980,0.57816,0.79856
Q2_0.25,0.79911,0.82239,0.80718,0.81153,0.81284,0.81267,0.81162,0.81011,0.81359,0.76500,0.77692,0.77913,0.62399,0.81116
Q3_0.25,0.78981,0.78849,0.81274,0.81323,0.81357,0.81350,0.81456,0.80876,0.81575,0.76329,0.77431,0.77400,0.63448,0.81066
Q4_0.25,0.80170,0.76546,0.79626,0.80959,0.81447,0.81449,0.81361,0.79920,0.79883,0.74812,0.75652,0.75945,0.63080,0.79307
Q1_Q2_0.5,0.69572,0.80975,0.79265,0.80605,0.81096,0.80276,0.80819,0.79988,0.81257,0.75677,0.78019,0.78830,0.59769,0.77723
Q1_Q3_0.5,0.68437,0.78793,0.79941,0.80453,0.80827,0.79261,0.81802,0.80159,0.81762,0.75071,0.77922,0.77781,0.57528,0.78437
Q1_Q4_0.5,0.64112,0.71711,0.74487,0.78936,0.79022,0.78154,0.77848,0.75802,0.80618,0.72662,0.74254,0.73672,0.57313,0.73342
Q2_Q3_0.5,0.77946,0.80023,0.80664,0.80736,0.80319,0.80406,0.80865,0.80324,0.80940,0.76804,0.76208,0.77150,0.61045,0.81012
Q2_Q4_0.5,0.81162,0.70953,0.74764,0.79699,0.79446,0.78902,0.78229,0.75259,0.74764,0.72483,0.72222,0.72758,0.60867,0.74717
Q3_Q4_0.5,0.80736,0.64525,0.75971,0.79720,0.79337,0.79621,0.79068,0.76368,0.78237,0.67108,0.72169,0.71986,0.63153,0.75013
Q1_0.5,0.71167,0.80283,0.82148,0.81764,0.81668,0.81575,0.81496,0.80956,0.81814,0.75598,0.79017,0.78922,0.56629,0.79064
Q2_0.5,0.80368,0.80732,0.80661,0.81000,0.81084,0.80822,0.81293,0.80692,0.81238,0.76538,0.77872,0.77177,0.62142,0.80904
Q3_0.5,0.78646,0.77962,0.81684,0.81141,0.80872,0.81107,0.81220,0.81315,0.81031,0.76729,0.76915,0.76930,0.64367,0.81226
Q4_0.5,0.80281,0.69294,0.75566,0.79429,0.80936,0.80388,0.79046,0.76454,0.75566,0.71781,0.73289,0.72502,0.62536,0.75686
Q1_Q2_0.75,0.68756,0.81819,0.74265,0.78342,0.77611,0.75836,0.81227,0.77974,0.82005,0.72949,0.76465,0.77010,0.62441,0.71183
Q1_Q3_0.75,0.66017,0.77862,0.76484,0.77223,0.79174,0.75743,0.80464,0.78646,0.81029,0.74009,0.77821,0.76867,0.60412,0.72191
Q1_Q4_0.75,0.60573,0.66496,0.65141,0.69954,0.72440,0.68012,0.74889,0.68523,0.74419,0.68520,0.69807,0.69368,0.57943,0.63353
Q2_Q3_0.75,0.77275,0.80902,0.80648,0.81191,0.80138,0.79337,0.79941,0.80792,0.80397,0.77285,0.77237,0.77392,0.61665,0.80504
