,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.94064,0.86835,0.84919,0.86563,0.86235,0.86339,0.86404,0.85618,0.84919,0.82700,0.82251,0.83029,0.99883,0.84992
Q1_Q3_0.25,0.93214,0.84946,0.84361,0.86257,0.86681,0.86696,0.86537,0.85155,0.84361,0.82177,0.82572,0.82606,1.00000,0.84658
Q1_Q4_0.25,0.93851,0.84515,0.83590,0.85590,0.85510,0.85920,0.85984,0.83225,0.83590,0.80759,0.81119,0.81193,0.99912,0.83167
Q2_Q3_0.25,0.87194,0.86393,0.86160,0.87153,0.86286,0.86097,0.85676,0.86527,0.86595,0.82548,0.82459,0.82187,0.99707,0.85954
Q2_Q4_0.25,0.86252,0.83878,0.84724,0.86039,0.86214,0.86438,0.85794,0.85394,0.85235,0.81689,0.81298,0.81446,0.99497,0.85052
Q3_Q4_0.25,0.85000,0.84906,0.85888,0.86817,0.85783,0.86158,0.86680,0.85962,0.86197,0.81616,0.81868,0.81114,0.99588,0.84876
Q1_0.25,0.91921,0.86388,0.84684,0.86256,0.86411,0.85848,0.86117,0.86254,0.84684,0.82599,0.82868,0.83294,0.99941,0.84988
Q2_0.25,0.85824,0.86923,0.86641,0.86583,0.86692,0.86652,0.86850,0.86600,0.87046,0.82693,0.82565,0.83047,1.00000,0.86089
Q3_0.25,0.86294,0.85692,0.86912,0.86910,0.86673,0.86420,0.86090,0.86941,0.86607,0.82271,0.82944,0.83040,1.00000,0.85868
Q4_0.25,0.85151,0.84364,0.85498,0.86033,0.86235,0.86253,0.86178,0.85411,0.85773,0.81619,0.81651,0.81846,0.99705,0.84821
Q1_Q2_0.5,0.95455,0.87826,0.83267,0.86000,0.86361,0.85923,0.85160,0.85785,0.86615,0.81338,0.82866,0.83206,0.99767,0.83172
Q1_Q3_0.5,0.95131,0.87248,0.84420,0.85300,0.85547,0.84633,0.85148,0.84112,0.85172,0.79778,0.81901,0.82360,0.99912,0.83382
Q1_Q4_0.5,0.94932,0.84376,0.82034,0.83795,0.83732,0.83229,0.83211,0.81828,0.84526,0.76465,0.80345,0.79604,0.99794,0.80757
Q2_Q3_0.5,0.88959,0.87205,0.86191,0.85804,0.85965,0.86066,0.85105,0.85977,0.85722,0.81688,0.81866,0.82120,0.99942,0.85769
Q2_Q4_0.5,0.87917,0.85291,0.82521,0.83580,0.84494,0.84985,0.83590,0.82719,0.82521,0.78174,0.76423,0.77580,0.99883,0.81353
Q3_Q4_0.5,0.87298,0.82771,0.82108,0.83616,0.84340,0.83889,0.83233,0.82554,0.83529,0.73748,0.78153,0.78273,0.99971,0.81338
Q1_0.5,0.94305,0.88054,0.84422,0.85896,0.86869,0.85475,0.85780,0.84322,0.86430,0.80970,0.83407,0.83166,0.99970,0.84313
Q2_0.5,0.86965,0.87142,0.86354,0.86063,0.86397,0.86251,0.86166,0.86363,0.86714,0.82747,0.83156,0.81678,0.99881,0.86219
Q3_0.5,0.87177,0.85103,0.85958,0.86361,0.85943,0.85676,0.85467,0.85693,0.86018,0.82185,0.82237,0.82551,0.99824,0.85910
Q4_0.5,0.85404,0.83007,0.82305,0.84992,0.85296,0.85158,0.84783,0.82865,0.82305,0.77822,0.78675,0.79019,0.99971,0.81487
Q1_Q2_0.75,0.94178,0.89849,0.79534,0.82042,0.83421,0.83726,0.83715,0.83762,0.84821,0.78592,0.81635,0.82223,0.99795,0.80799
Q1_Q3_0.75,0.94180,0.89260,0.82142,0.81726,0.84576,0.84167,0.83160,0.83248,0.84374,0.78574,0.81711,0.81503,0.99765,0.80334
Q1_Q4_0.75,0.93958,0.83311,0.75275,0.76490,0.80049,0.77486,0.80351,0.76156,0.80166,0.70974,0.73426,0.73747,0.99854,0.77384
Q2_Q3_0.75,0.89611,0.89764,0.86057,0.85138,0.85846,0.84925,0.85360,0.86176,0.85017,0.82309,0.81820,0.81849,0.99912,0.84774
Q2_Q4_0.75,0.88498,0.86357,0.80127,0.81833,0.82889,0.83638,0.82680,0.79426,0.81164,0.72271,0.73832,0.74397,0.99854,0.78315
