,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
0.1,0.22121540408730525,0.0014713917429939368,0.17757631968824658,0.0009751130578398729,0.22103644001840245,0.010592796478271946,0.17737582546835026,0.007162642122434392
0.2,0.222764897552394,0.0024040713483906564,0.1784602697470611,0.0021449568649470683,0.22182019357316846,0.007707978615476952,0.17862637875574636,0.006611672074567618
0.3,0.22421550243275004,0.002414305811118333,0.1776551304799267,0.001434439832807829,0.22140821855053355,0.005744251020933659,0.17542396366903293,0.006116608935849445
0.4,0.2365713400807281,0.001130956667667312,0.18437213403849653,0.000774895119169764,0.2320351975623228,0.005650920006003838,0.18285934331447212,0.004627470672058657
0.5,0.24995278603993282,0.00773559033449704,0.19044786197753416,0.0030834710143126443,0.24797199246664348,0.00403682994977247,0.1886544671961176,0.0031029794440317346
0.6,0.24504751108805398,0.007091697837226204,0.19128899509714944,0.004245436119197634,0.2439419816064275,0.011673056440657201,0.19060714611758048,0.009147701470085784
0.7,0.2682160874938554,0.0036377002443599587,0.20438455572589617,0.005603550418474095,0.2645473683308019,0.008844964916854365,0.20135254253383,0.009263128255933718
0.8,0.27087337803271183,0.007224788032834556,0.20568459137690626,0.00501483643190184,0.26915954554966354,0.009912147588360388,0.2046318240538695,0.006758283467635646
0.9,0.28119280437289323,0.013142009324205116,0.2071936179768136,0.011063820800175088,0.2792191175689677,0.015443281365907965,0.20705999212620943,0.012356993938444019
