,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.38336,0.53649,0.55703,0.55110,0.54692,0.54582,0.54396,0.54879,0.54791,0.51661,0.18297,0.20487,0.12461,0.54357
Q1_Q3_0.25,0.35881,0.53552,0.51706,0.50027,0.52290,0.52440,0.51919,0.50079,0.52468,0.50134,0.19379,0.21176,0.12225,0.51194
Q1_Q4_0.25,0.34934,0.47267,0.46728,0.46689,0.47999,0.47963,0.43617,0.47854,0.45323,0.43771,0.16790,0.16782,0.12054,0.47082
Q2_Q3_0.25,0.50645,0.50356,0.57508,0.54877,0.57044,0.56865,0.56687,0.56976,0.56945,0.54568,0.22932,0.22065,0.12363,0.55714
Q2_Q4_0.25,0.42668,0.39388,0.45753,0.46236,0.48015,0.47966,0.48334,0.46090,0.48499,0.41375,0.16172,0.15786,0.11966,0.44899
Q3_Q4_0.25,0.45139,0.41090,0.45336,0.46056,0.48033,0.48554,0.47969,0.46544,0.48657,0.40330,0.17378,0.16250,0.12216,0.45609
Q1_0.25,0.42733,0.55418,0.52937,0.53754,0.53647,0.53463,0.53661,0.52509,0.51809,0.51416,0.20776,0.21746,0.11905,0.53516
Q2_0.25,0.53690,0.52844,0.57095,0.55747,0.55976,0.56070,0.55791,0.57245,0.56095,0.52703,0.20613,0.23173,0.11939,0.56345
Q3_0.25,0.53084,0.54879,0.57268,0.56039,0.56722,0.56709,0.56963,0.56854,0.57155,0.54037,0.22147,0.21863,0.11772,0.56615
Q4_0.25,0.47900,0.40165,0.43783,0.48690,0.48710,0.48567,0.47902,0.47498,0.48624,0.44291,0.16438,0.18997,0.11662,0.45553
Q1_Q2_0.5,0.29909,0.49620,0.49795,0.47448,0.50611,0.50785,0.39223,0.48748,0.48976,0.45792,0.15947,0.17818,0.13073,0.48620
Q1_Q3_0.5,0.26602,0.52198,0.48821,0.47947,0.48650,0.48960,0.47665,0.48386,0.46027,0.44564,0.17865,0.18790,0.12571,0.48405
Q1_Q4_0.5,0.18300,0.31658,0.29034,0.29152,0.35798,0.33798,0.30756,0.30989,0.30383,0.26717,0.10321,0.09378,0.12146,0.31566
Q2_Q3_0.5,0.43055,0.45723,0.56817,0.53009,0.53947,0.54081,0.53927,0.56560,0.54115,0.47895,0.21617,0.21847,0.12409,0.54848
Q2_Q4_0.5,0.31027,0.24373,0.33775,0.31842,0.37105,0.36150,0.36586,0.33290,0.36023,0.31175,0.11501,0.10937,0.11977,0.32991
Q3_Q4_0.5,0.35780,0.25593,0.34170,0.34403,0.38459,0.38295,0.39888,0.38170,0.37551,0.27960,0.09514,0.09838,0.11883,0.33504
Q1_0.5,0.35259,0.54742,0.49837,0.51414,0.50734,0.49185,0.49113,0.47177,0.49012,0.47303,0.19289,0.24298,0.12164,0.49322
Q2_0.5,0.51884,0.51524,0.57303,0.55832,0.56083,0.56268,0.56378,0.57485,0.56468,0.53671,0.21965,0.20720,0.12265,0.56337
Q3_0.5,0.48829,0.49876,0.57275,0.55744,0.55452,0.55603,0.55741,0.55808,0.56065,0.52254,0.22615,0.19595,0.12061,0.55346
Q4_0.5,0.39003,0.33492,0.34596,0.35723,0.37654,0.37646,0.37836,0.35262,0.38478,0.32742,0.10780,0.11479,0.11700,0.33271
Q1_Q2_0.75,0.19757,0.52415,0.42982,0.38460,0.44735,0.42247,0.39765,0.42166,0.41839,0.40171,0.13755,0.12054,0.14611,0.40838
Q1_Q3_0.75,0.20466,0.50569,0.42389,0.36535,0.41866,0.40396,0.36105,0.39927,0.38078,0.41422,0.17994,0.17703,0.13052,0.41996
Q1_Q4_0.75,0.14599,0.18252,0.15670,0.13987,0.17129,0.17940,0.16138,0.15701,0.14901,0.14804,0.05740,0.05078,0.12117,0.11476
Q2_Q3_0.75,0.39686,0.43296,0.56786,0.50790,0.52495,0.52318,0.52644,0.56368,0.51972,0.49838,0.20224,0.21988,0.13443,0.53229
Q2_Q4_0.75,0.26318,0.19398,0.24676,0.22913,0.26134,0.24997,0.25804,0.24987,0.26774,0.21894,0.06463,0.07938,0.12287,0.21726
Q3_Q4_0.75,0.27923,0.17786,0.26978,0.20738,0.26853,0.27189,0.26486,0.26484,0.26505,0.21015,0.05469,0.05326,0.12593,0.22248
Q1_0.75,0.28818,0.57885,0.40186,0.39106,0.42771,0.41728,0.33161,0.41706,0.34199,0.39462,0.16940,0.18847,0.13053,0.40456
Q2_0.75,0.47853,0.49383,0.57174,0.53691,0.55483,0.54892,0.55588,0.56007,0.54728,0.52822,0.23201,0.24144,0.12718,0.55008
Q3_0.75,0.44827,0.45227,0.56893,0.55058,0.55337,0.55236,0.55267,0.56890,0.55920,0.51507,0.20222,0.22558,0.12318,0.54462
Q4_0.75,0.33110,0.30552,0.28120,0.28318,0.28966,0.26248,0.28996,0.28242,0.29159,0.24586,0.05874,0.05253,0.12300,0.27681
Q1_Q2_1.0,0.15344,0.53112,0.21755,0.20059,0.19320,0.19488,0.18902,0.22498,0.17015,0.17840,0.06417,0.13576,0.21000,0.16937
Q1_Q3_1.0,0.14590,0.47417,0.22616,0.20659,0.18886,0.19141,0.20457,0.28155,0.17431,0.20708,0.05734,0.14391,0.17009,0.21279
Q1_Q4_1.0,0.13075,0.12699,0.04796,0.05310,0.05273,0.04796,0.04796,0.06334,0.05370,0.06685,0.04796,0.04797,0.10895,0.07208
Q2_Q3_1.0,0.35697,0.46831,0.57041,0.50160,0.45844,0.46419,0.50129,0.54728,0.44945,0.46961,0.18567,0.18370,0.13893,0.52207
Q2_Q4_1.0,0.20902,0.15564,0.15085,0.12318,0.14613,0.15589,0.15322,0.15071,0.14246,0.13577,0.05242,0.05705,0.13193,0.12577
Q3_Q4_1.0,0.23163,0.16107,0.15297,0.13488,0.13516,0.14949,0.14422,0.14737,0.14095,0.10588,0.04968,0.05124,0.14288,0.11507
Q1_1.0,0.28635,0.55664,0.22860,0.21715,0.20387,0.23247,0.23222,0.29312,0.22575,0.22257,0.06516,0.18150,0.13319,0.22551
Q2_1.0,0.44388,0.47790,0.57792,0.52614,0.54684,0.53968,0.53988,0.56861,0.53929,0.51332,0.21765,0.22318,0.12746,0.54464
Q3_1.0,0.43246,0.44489,0.56510,0.54323,0.54844,0.54563,0.54541,0.55948,0.54850,0.51807,0.20201,0.23201,0.12191,0.54249
Q4_1.0,0.29911,0.24783,0.15282,0.13673,0.15337,0.15290,0.15295,0.15357,0.15453,0.14027,0.06191,0.05782,0.13270,0.14283
