,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.72366,0.66339,0.68854,0.68823,0.67732,0.72065,0.68472,0.69056,0.68102,0.68435,0.68154,0.68102,71806.09446,0.70225
Q1_Q3_0.25,0.72316,0.66627,0.68499,0.67760,0.66724,0.58863,0.68283,0.67575,0.68191,0.68006,0.68550,0.68297,72022.77846,0.69271
Q1_Q4_0.25,0.73812,0.70489,0.71093,0.68784,0.67796,0.69414,0.69324,0.70651,0.68345,0.70455,0.68663,0.69013,71360.19216,0.70639
Q2_Q3_0.25,0.71037,0.67205,0.65568,0.66387,0.67562,0.84037,0.66222,0.66827,0.67015,0.67983,0.68293,0.67719,73853.16020,0.66410
Q2_Q4_0.25,0.69183,0.71879,0.69304,0.67828,0.68806,0.69374,0.67909,0.68549,0.67546,0.68718,0.67663,0.68033,71212.49176,0.69019
Q3_Q4_0.25,0.70544,0.73142,0.68984,0.68205,0.69639,0.79510,0.69059,0.68635,0.68040,0.68965,0.67757,0.68336,75248.38113,0.70522
Q1_0.25,0.71165,0.65460,0.67926,0.66722,0.66918,0.79418,0.67763,0.67916,0.67459,0.67414,0.67786,0.67201,79992.66132,0.68519
Q2_0.25,0.68763,0.66285,0.66286,0.66853,0.66370,0.79474,0.66502,0.66116,0.66341,0.67785,0.67707,0.67750,78980.06359,0.66555
Q3_0.25,0.68777,0.67475,0.66230,0.65995,0.66023,0.80196,0.66206,0.66079,0.66183,0.67885,0.68159,0.67524,73883.17504,0.65779
Q4_0.25,0.67849,0.71536,0.70958,0.69540,0.69692,0.84771,0.69071,0.69481,0.68822,0.69518,0.67954,0.67789,73089.17691,0.70495
Q1_Q2_0.5,0.76543,0.65939,0.70142,0.70068,0.68605,0.66238,0.68990,0.69449,0.69011,0.68965,0.69627,0.69079,56245.70800,0.72632
Q1_Q3_0.5,0.75462,0.67304,0.69062,0.68981,0.68195,0.74804,0.68092,0.68443,0.67528,0.68565,0.69662,0.69171,57061.33510,0.70666
Q1_Q4_0.5,0.76627,0.75547,0.75384,0.74300,0.72459,0.76923,0.73732,0.74899,0.71867,0.74145,0.71968,0.71406,59305.42964,0.76694
Q2_Q3_0.5,0.72818,0.68683,0.66688,0.67462,0.67925,0.78641,0.68238,0.67928,0.69035,0.69077,0.68749,0.69128,56399.36986,0.68011
Q2_Q4_0.5,0.73145,0.75302,0.71842,0.72259,0.70561,0.75079,0.71432,0.72625,0.70790,0.71899,0.69403,0.69391,56549.36552,0.71763
Q3_Q4_0.5,0.71291,0.75491,0.72348,0.72036,0.69761,0.75693,0.71105,0.71543,0.70044,0.72733,0.71492,0.72963,56009.72983,0.74017
Q1_0.5,0.73748,0.64978,0.69979,0.69617,0.67098,0.77876,0.68650,0.68351,0.67847,0.68983,0.68524,0.68652,68686.85436,0.70808
Q2_0.5,0.71059,0.67149,0.66390,0.67391,0.66558,0.80708,0.66650,0.66075,0.66495,0.67912,0.67946,0.67556,69307.52730,0.66821
Q3_0.5,0.68891,0.69394,0.65979,0.67804,0.67211,0.76529,0.66547,0.66781,0.66943,0.68430,0.68265,0.68958,69038.08500,0.67211
Q4_0.5,0.69628,0.75472,0.72710,0.71029,0.71042,0.81923,0.70816,0.72547,0.68913,0.71468,0.69286,0.68908,69912.78118,0.73777
Q1_Q2_0.75,0.78512,0.65920,0.74165,0.75913,0.71925,0.80598,0.72243,0.73211,0.72160,0.71844,0.76139,0.73595,46719.77111,0.75405
Q1_Q3_0.75,0.77543,0.69280,0.70807,0.72279,0.70635,0.80206,0.70846,0.69660,0.71052,0.69606,0.72717,0.71187,48821.30027,0.73217
Q1_Q4_0.75,0.78762,0.76725,0.75306,0.76179,0.74491,0.78377,0.74191,0.75459,0.73428,0.76766,0.77902,0.78995,46706.47957,0.77936
Q2_Q3_0.75,0.74382,0.69104,0.67222,0.67466,0.68781,0.68581,0.68978,0.68701,0.70043,0.68608,0.68912,0.68679,47965.46338,0.69348
Q2_Q4_0.75,0.74334,0.78454,0.73502,0.73126,0.72616,0.76119,0.72598,0.73294,0.72382,0.73293,0.71032,0.70950,46080.46099,0.76308
Q3_Q4_0.75,0.72282,0.79388,0.73482,0.73951,0.70907,0.76378,0.71508,0.78445,0.70885,0.75214,0.74839,0.76240,48204.13267,0.77107
Q1_0.75,0.77020,0.64671,0.71034,0.71557,0.68643,0.78011,0.69900,0.71234,0.69637,0.70868,0.71999,0.70181,62672.49264,0.72388
Q2_0.75,0.72438,0.66666,0.66462,0.67437,0.66847,0.81051,0.67320,0.66851,0.67294,0.68166,0.67161,0.67143,61835.29261,0.67354
Q3_0.75,0.70738,0.70006,0.65475,0.67891,0.67339,0.84747,0.66688,0.66149,0.66834,0.68453,0.68497,0.68833,63316.06173,0.67193
Q4_0.75,0.70250,0.78941,0.73340,0.71758,0.71227,0.84436,0.72606,0.72547,0.69721,0.73219,0.70573,0.72135,63975.29786,0.74902
Q1_Q2_1.0,0.78600,0.65676,0.79609,0.81407,0.80798,0.79048,0.79975,0.78495,0.78922,0.79323,0.83422,0.82253,37731.58882,0.82116
Q1_Q3_1.0,0.78896,0.68694,0.73597,0.77050,0.74144,0.68299,0.74710,0.73889,0.75311,0.73840,0.77196,0.75518,40067.74671,0.75942
Q1_Q4_1.0,0.79610,0.78144,0.80092,0.80192,0.79925,0.78604,0.80606,0.82756,0.80686,0.81013,0.80173,0.80224,38615.67489,0.82513
Q2_Q3_1.0,0.75125,0.69765,0.67192,0.71135,0.68304,0.73933,0.70567,0.68914,0.71414,0.68293,0.69094,0.68128,37337.25554,0.69372
