,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.59967,0.58133,0.59751,0.59491,0.58957,0.72065,0.59499,0.59481,0.59500,0.60459,0.65540,0.65824,0.66562,0.60026
Q1_Q3_0.25,0.60290,0.58965,0.59135,0.59109,0.58993,0.58863,0.59187,0.59259,0.59027,0.60340,0.65976,0.65940,0.66334,0.60046
Q1_Q4_0.25,0.60734,0.61338,0.61147,0.60057,0.60072,0.69414,0.60399,0.60850,0.59858,0.61911,0.66623,0.66987,0.67375,0.61538
Q2_Q3_0.25,0.59337,0.59668,0.58119,0.58789,0.58911,0.84037,0.58485,0.58444,0.58818,0.59662,0.65841,0.65058,0.66805,0.59057
Q2_Q4_0.25,0.59106,0.60402,0.59292,0.59058,0.59255,0.69374,0.59449,0.59337,0.59206,0.60130,0.65451,0.65735,0.67188,0.60486
Q3_Q4_0.25,0.59699,0.61855,0.60180,0.59817,0.59545,0.79510,0.59928,0.60233,0.59218,0.61263,0.66157,0.65947,0.67706,0.61382
Q1_0.25,0.58634,0.57945,0.59256,0.58823,0.58680,0.79418,0.58931,0.59016,0.58834,0.59527,0.64875,0.64290,0.67015,0.59466
Q2_0.25,0.57925,0.58469,0.58137,0.58449,0.58261,0.79474,0.58483,0.58489,0.58301,0.59405,0.64481,0.64594,0.66682,0.58961
Q3_0.25,0.58557,0.59047,0.58136,0.58269,0.58634,0.80196,0.58602,0.58448,0.58566,0.59692,0.65051,0.65150,0.67218,0.58963
Q4_0.25,0.58686,0.60190,0.59580,0.59534,0.59252,0.84771,0.59342,0.59610,0.58784,0.60449,0.65675,0.65897,0.67430,0.59793
Q1_Q2_0.5,0.61767,0.58136,0.61620,0.62015,0.60371,0.66238,0.61131,0.61657,0.60995,0.61240,0.66848,0.66478,0.64972,0.62683
Q1_Q3_0.5,0.61597,0.59326,0.60651,0.60953,0.60487,0.74804,0.60781,0.60386,0.60836,0.61366,0.66910,0.66433,0.66824,0.62033
Q1_Q4_0.5,0.63318,0.63363,0.65738,0.65375,0.63759,0.76923,0.64984,0.65290,0.63766,0.66243,0.70166,0.69699,0.67619,0.67157
Q2_Q3_0.5,0.59673,0.59217,0.58730,0.60240,0.60815,0.78641,0.60709,0.60062,0.61091,0.60724,0.66128,0.66500,0.65668,0.60429
Q2_Q4_0.5,0.61737,0.63278,0.61783,0.62484,0.62274,0.75079,0.63076,0.62285,0.61701,0.63537,0.67662,0.68460,0.66803,0.63804
Q3_Q4_0.5,0.61435,0.62099,0.62374,0.63514,0.62779,0.75693,0.62584,0.63255,0.62052,0.64415,0.68379,0.68323,0.65867,0.64581
Q1_0.5,0.60510,0.57481,0.61073,0.60699,0.60009,0.77876,0.60415,0.60691,0.59881,0.61781,0.66501,0.66333,0.65892,0.61188
Q2_0.5,0.58752,0.59003,0.57903,0.59261,0.58560,0.80708,0.58848,0.58458,0.58890,0.59623,0.65087,0.64854,0.66031,0.58869
Q3_0.5,0.58579,0.59959,0.58339,0.59036,0.58651,0.76529,0.58765,0.58547,0.59061,0.59715,0.65381,0.66044,0.67005,0.59407
Q4_0.5,0.60554,0.62804,0.61334,0.61050,0.60580,0.81923,0.61040,0.61388,0.60261,0.61897,0.67212,0.67265,0.67036,0.62673
Q1_Q2_0.75,0.62708,0.57944,0.65814,0.68486,0.63934,0.80598,0.64542,0.65930,0.64410,0.64882,0.71912,0.70268,0.63234,0.67281
Q1_Q3_0.75,0.63883,0.59204,0.62565,0.65346,0.62852,0.80206,0.63325,0.62635,0.63350,0.63767,0.69250,0.69029,0.66631,0.64372
Q1_Q4_0.75,0.67123,0.66133,0.70244,0.70750,0.68394,0.78377,0.69405,0.70037,0.67710,0.71398,0.73208,0.73694,0.67848,0.71541
Q2_Q3_0.75,0.60076,0.60664,0.58416,0.60710,0.60655,0.68581,0.61735,0.60125,0.62345,0.60560,0.66644,0.66332,0.65454,0.60832
Q2_Q4_0.75,0.62470,0.63484,0.64103,0.65650,0.64723,0.76119,0.65214,0.65115,0.65516,0.66108,0.68979,0.69585,0.66747,0.67100
Q3_Q4_0.75,0.61654,0.62623,0.64412,0.66669,0.64511,0.76378,0.64462,0.65806,0.64137,0.66983,0.69603,0.70413,0.65348,0.67635
Q1_0.75,0.61040,0.57573,0.62170,0.63883,0.61038,0.78011,0.61348,0.61888,0.61234,0.62474,0.68303,0.67624,0.65757,0.62570
Q2_0.75,0.58931,0.58331,0.58041,0.59319,0.59042,0.81051,0.59035,0.58967,0.59371,0.59661,0.64593,0.64702,0.65427,0.59645
Q3_0.75,0.59504,0.60101,0.58217,0.59866,0.59822,0.84747,0.59561,0.58815,0.59992,0.60078,0.65809,0.66197,0.67145,0.59314
Q4_0.75,0.60762,0.63542,0.63654,0.63181,0.63136,0.84436,0.63174,0.64119,0.62355,0.65487,0.68895,0.69646,0.66622,0.65274
Q1_Q2_1.0,0.64279,0.58906,0.71069,0.74703,0.72747,0.79048,0.73047,0.70633,0.73554,0.71185,0.79079,0.77935,0.62657,0.73768
Q1_Q3_1.0,0.64746,0.59444,0.64322,0.68351,0.65848,0.68299,0.67200,0.65013,0.67671,0.65372,0.72783,0.71582,0.66442,0.66619
Q1_Q4_1.0,0.68805,0.69455,0.77354,0.78072,0.77055,0.78604,0.77041,0.77613,0.77151,0.78690,0.78938,0.79311,0.68956,0.76669
Q2_Q3_1.0,0.60421,0.60041,0.58344,0.62733,0.60348,0.73933,0.64575,0.60612,0.65331,0.60954,0.67141,0.66507,0.65465,0.60427
Q2_Q4_1.0,0.62832,0.65258,0.67411,0.70083,0.69014,0.70681,0.69069,0.67898,0.69192,0.69970,0.71363,0.72611,0.66020,0.70427
Q3_Q4_1.0,0.62317,0.63684,0.71945,0.75021,0.74137,0.77115,0.72518,0.72914,0.73226,0.75230,0.77066,0.77322,0.62344,0.72507
Q1_1.0,0.62548,0.56963,0.64152,0.67686,0.62596,0.80208,0.63919,0.64220,0.63973,0.65072,0.71559,0.69964,0.64999,0.65453
Q2_1.0,0.59436,0.58084,0.58287,0.60826,0.59220,0.73984,0.59889,0.59185,0.60267,0.59846,0.65473,0.65183,0.65452,0.60246
Q3_1.0,0.59532,0.59981,0.58373,0.60755,0.59950,0.84648,0.60243,0.59099,0.60436,0.60115,0.66037,0.66899,0.66398,0.60607
Q4_1.0,0.61428,0.63829,0.67254,0.69846,0.66713,0.81484,0.67137,0.67840,0.66574,0.68102,0.70989,0.71220,0.65461,0.69478
