,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,10.19980,9.26581,9.43975,10.02872,9.45212,9.48728,9.45323,9.49096,9.47609,12.50845,15.25219,15.20159,14.89950,9.53603
Q1_Q3_0.25,9.79398,9.56224,8.95301,9.83459,8.96622,8.99248,9.05048,9.12875,9.01156,12.52823,15.37007,15.37925,14.83614,9.05520
Q1_Q4_0.25,12.22629,13.54813,11.34676,11.74607,11.35334,11.33352,11.35042,11.56863,11.33827,13.58000,15.33748,15.34950,15.16234,11.47809
Q2_Q3_0.25,9.66289,9.33872,8.98279,9.56234,8.99198,9.02161,9.01443,8.95742,9.01572,11.89751,15.29298,15.31781,14.81488,9.03445
Q2_Q4_0.25,11.27565,12.70788,10.73882,11.00869,10.74063,10.73773,10.75247,10.67269,10.73962,13.15257,15.35845,15.25915,15.05005,10.97599
Q3_Q4_0.25,11.05081,12.90224,10.49748,10.85254,10.49081,10.49279,10.48654,10.73227,10.49607,13.09817,15.29390,15.21408,15.03891,10.57058
Q1_0.25,9.49185,9.18410,9.16769,9.39425,9.20922,9.23777,9.24096,9.28554,9.23775,12.49409,15.35856,15.33872,14.88316,9.26780
Q2_0.25,9.42130,9.19709,9.15841,9.22189,9.15977,9.15801,9.14946,9.28181,9.15847,12.11417,15.32918,15.36153,14.91858,9.20505
Q3_0.25,9.22906,9.51855,8.74857,9.10157,8.74856,8.75335,8.75482,8.85146,8.75257,11.62856,15.28253,15.32430,14.82435,8.79895
Q4_0.25,10.70818,13.06436,10.72325,10.83773,10.75530,10.77480,10.74273,10.82567,10.76934,13.35636,15.38509,15.30937,15.14711,10.81181
Q1_Q2_0.5,10.61934,9.41602,10.13692,10.80250,10.64021,10.18841,10.22322,10.44017,10.25516,13.79722,15.21548,15.24556,14.69195,10.35495
Q1_Q3_0.5,10.64179,9.60387,9.08037,10.17846,9.24936,9.12130,9.37555,9.46547,9.25822,11.54310,15.32535,15.34351,14.65980,9.34484
Q1_Q4_0.5,13.09849,14.74692,12.52825,12.69717,12.50988,12.48827,12.60843,12.61215,12.61016,14.07393,15.34898,15.33167,15.25571,12.77414
Q2_Q3_0.5,10.32501,9.26807,8.77805,9.79659,8.78900,8.85774,8.89019,8.93025,8.87419,11.48253,15.25585,15.24418,14.80639,8.98386
Q2_Q4_0.5,13.15040,14.75846,12.73317,13.31026,12.74530,12.83501,13.16657,12.87659,12.80881,14.02826,15.29842,15.31629,15.18445,12.82039
Q3_Q4_0.5,12.73372,14.56528,12.02997,12.48038,12.06665,12.17446,12.16709,12.29857,12.16080,13.34748,15.29487,15.22449,15.11997,12.11646
Q1_0.5,10.39556,9.31369,9.58917,10.39437,9.57239,9.60805,9.60271,9.64801,9.60556,13.10431,15.34833,15.33053,14.97595,9.76443
Q2_0.5,9.92305,9.30686,9.38859,9.63160,9.38729,9.42061,9.44692,9.67827,9.41942,12.20105,15.30748,15.29046,14.91203,9.47910
Q3_0.5,9.50191,9.50470,8.42289,8.89874,8.44931,8.46656,8.44636,8.52557,8.45793,10.76165,15.30461,15.30500,14.72371,8.53043
Q4_0.5,12.48757,14.90532,12.44738,12.82059,12.51489,12.58603,12.53429,12.57847,12.55326,14.65591,15.39102,15.36320,15.13949,12.45545
