,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.39226,0.40612,0.29206,0.28462,0.23905,0.26173,0.24705,0.30594,0.24917,0.5052,0.28226,0.26174,0.32473,0.31065
Q1_Q3_0.25,0.43185,0.48863,0.32221,0.31352,0.23052,0.25345,0.24657,0.31203,0.23757,0.48565,0.28038,0.26841,0.38004,0.33364
Q1_Q4_0.25,0.48659,0.59099,0.39327,0.35879,0.29194,0.32019,0.32132,0.38917,0.31625,0.55975,0.37438,0.35648,0.45986,0.40167
Q2_Q3_0.25,0.32377,0.58433,0.15294,0.16903,0.1406,0.1265,0.1334,0.1861,0.11697,0.48624,0.11377,0.13471,0.31787,0.18715
Q2_Q4_0.25,0.4063,0.70195,0.28887,0.26615,0.22521,0.2422,0.2589,0.30398,0.24405,0.57069,0.26673,0.29417,0.42307,0.30756
Q3_Q4_0.25,0.43993,0.773,0.33301,0.26479,0.24,0.25552,0.25132,0.32871,0.24994,0.58442,0.28083,0.29611,0.45276,0.3524
Q1_0.25,0.44832,0.30777,0.38515,0.34723,0.27576,0.34853,0.30602,0.37108,0.30304,0.45276,0.34294,0.32347,0.36503,0.40399
Q2_0.25,0.29343,0.50723,0.05116,0.11817,0.11665,0.09354,0.11144,0.13253,0.08574,0.50266,0.12262,0.13219,0.25445,0.10891
Q3_0.25,0.37492,0.67769,0.22156,0.17323,0.13946,0.1235,0.12413,0.20601,0.12738,0.4819,0.14112,0.14888,0.38724,0.24789
Q4_0.25,0.51743,0.90338,0.43861,0.40943,0.31315,0.35157,0.36789,0.45552,0.34641,0.70471,0.39144,0.41093,0.5674,0.45763
Q1_Q2_0.5,0.38586,0.40418,0.3292,0.33326,0.29936,0.32005,0.28639,0.34821,0.29585,0.56324,0.33199,0.30836,0.32125,0.3482
Q1_Q3_0.5,0.43061,0.48573,0.33229,0.3371,0.28833,0.31336,0.3004,0.33407,0.28366,0.49956,0.32321,0.30753,0.37941,0.34667
Q1_Q4_0.5,0.47651,0.58771,0.38888,0.38223,0.34056,0.36961,0.34368,0.38692,0.33598,0.58152,0.38599,0.37655,0.43882,0.40349
Q2_Q3_0.5,0.33186,0.59649,0.17186,0.2047,0.16495,0.15394,0.15382,0.19876,0.13476,0.46434,0.13525,0.13751,0.33073,0.1935
Q2_Q4_0.5,0.40743,0.70342,0.31196,0.33531,0.24373,0.29497,0.30933,0.33048,0.28304,0.55315,0.3082,0.32325,0.42597,0.32994
Q3_Q4_0.5,0.4493,0.79366,0.383,0.35554,0.31112,0.32435,0.3029,0.38358,0.31599,0.58487,0.34738,0.37593,0.49622,0.39551
Q1_0.5,0.46518,0.29494,0.42182,0.42007,0.34362,0.3955,0.36754,0.41333,0.35526,0.48324,0.41792,0.39243,0.34871,0.43544
Q2_0.5,0.29062,0.50314,0.06214,0.15432,0.1136,0.10817,0.15024,0.16845,0.10377,0.48093,0.13648,0.14038,0.26171,0.11995
Q3_0.5,0.35745,0.68162,0.23841,0.22936,0.19088,0.18228,0.14854,0.24107,0.1861,0.46533,0.16711,0.19409,0.42666,0.25541
Q4_0.5,0.50059,0.90315,0.45761,0.48281,0.34863,0.38055,0.41456,0.4703,0.3894,0.71262,0.42388,0.45283,0.57695,0.46724
Q1_Q2_0.75,0.39916,0.40502,0.38655,0.39687,0.38509,0.4508,0.39701,0.4032,0.38386,0.62774,0.39347,0.37921,0.31311,0.39983
Q1_Q3_0.75,0.42947,0.48754,0.36049,0.4362,0.37308,0.39099,0.38678,0.36385,0.37286,0.57245,0.38012,0.36385,0.37874,0.37519
Q1_Q4_0.75,0.46936,0.58727,0.39411,0.40968,0.36844,0.39084,0.37487,0.39264,0.36611,0.61686,0.3936,0.3868,0.445,0.40856
Q2_Q3_0.75,0.3361,0.59018,0.17939,0.25811,0.18523,0.21084,0.19801,0.2108,0.17818,0.51767,0.20195,0.21648,0.33714,0.20451
Q2_Q4_0.75,0.40019,0.69488,0.33811,0.34591,0.33043,0.37884,0.35594,0.36301,0.32062,0.63275,0.34676,0.38667,0.41619,0.35268
Q3_Q4_0.75,0.44799,0.79501,0.42951,0.46541,0.412,0.40187,0.386,0.41711,0.39916,0.69732,0.42061,0.45727,0.49092,0.44557
