,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,12.80860,11.89353,12.59300,12.71107,12.54933,12.56040,12.56872,12.62522,12.57194,12.95184,15.50070,15.49396,61939.19515,12.66060
Q1_Q3_0.25,12.62933,12.08173,12.51432,12.70064,12.51401,12.51703,12.54447,12.52370,12.51742,12.93756,15.48800,15.48747,58481.62661,12.53310
Q1_Q4_0.25,13.85073,14.53659,13.51387,13.69289,13.51693,13.50025,13.54103,13.59305,13.50144,13.86067,15.50358,15.51926,58031.68789,13.56910
Q2_Q3_0.25,12.36315,11.97355,12.15734,12.32428,12.16906,12.18422,12.19986,12.19845,12.19952,12.42198,15.51350,15.50065,60518.85841,12.23229
Q2_Q4_0.25,13.29904,13.93234,13.05386,13.14583,13.03845,13.04980,13.03683,12.95178,13.05198,13.54131,15.50533,15.49023,61597.38701,13.15134
Q3_Q4_0.25,13.12971,14.12334,12.97125,13.08231,12.94886,12.93677,12.94657,13.05571,12.94378,13.54848,15.50635,15.49033,59057.87143,12.96406
Q1_0.25,12.62715,12.07464,12.58844,12.55224,12.56706,12.56225,12.60423,12.62800,12.56317,12.95686,15.52978,15.52783,60607.49079,12.61832
Q2_0.25,12.29692,12.09933,12.16034,12.21804,12.20820,12.19785,12.15912,12.24403,12.21793,12.59352,15.50461,15.51248,63228.09063,12.23460
Q3_0.25,12.24849,12.35438,12.05581,12.17018,12.07213,12.05984,12.06242,12.09045,12.06072,12.26309,15.50844,15.52237,65911.83805,12.08424
Q4_0.25,13.03288,14.31394,13.03917,13.06723,13.03113,13.05145,13.04021,13.06923,13.04960,13.73254,15.52130,15.49017,61623.71610,13.07895
Q1_Q2_0.5,13.25266,11.57623,13.47244,13.45060,13.49550,13.32389,13.40624,13.54107,13.44472,14.11168,15.49094,15.50781,54674.47732,13.48714
Q1_Q3_0.5,13.19800,11.90658,13.16168,13.13060,13.17246,12.99975,13.14821,13.17837,13.13270,12.34615,15.43550,15.44376,52263.81226,13.14989
Q1_Q4_0.5,14.40972,15.13942,14.30059,14.34457,14.28444,14.22480,14.34631,14.30293,14.29927,14.30079,15.42051,15.42798,56869.39965,14.37577
Q2_Q3_0.5,12.59248,11.75520,12.25153,12.43758,12.23903,12.21435,12.24006,12.33497,12.26815,12.21407,15.52852,15.52110,54867.52235,12.30496
Q2_Q4_0.5,14.27917,15.11190,14.04919,14.35805,14.07917,14.11100,14.29379,14.15058,14.09575,14.26825,15.52606,15.50787,54747.58488,14.10031
Q3_Q4_0.5,14.05822,15.00061,13.87115,13.99201,13.80805,13.85488,13.86772,13.96234,13.92162,13.86108,15.48422,15.45436,54983.15887,13.93753
Q1_0.5,13.15996,11.98176,13.05079,13.17576,13.02348,13.05712,13.03647,13.09230,13.08218,13.52911,15.48267,15.48071,55130.87317,13.08450
Q2_0.5,12.42484,11.74513,12.27531,12.37387,12.29361,12.32552,12.30458,12.42147,12.32131,12.66569,15.51033,15.50849,59687.60530,12.34166
Q3_0.5,12.43992,12.15491,12.12572,12.21301,12.10088,12.12006,12.10341,12.12955,12.12799,11.81017,15.52360,15.51351,59459.27710,12.11912
Q4_0.5,13.93759,15.26491,13.93080,14.11051,13.94005,13.97452,13.97143,13.97856,13.96475,14.84238,15.51616,15.51599,58786.41424,13.94462
Q1_Q2_0.75,13.72260,11.36649,14.35939,14.44369,14.34669,14.04511,14.29251,14.45292,14.28373,14.89453,15.37277,15.37003,44009.27038,14.36437
Q1_Q3_0.75,13.62162,11.75167,13.79454,13.70893,13.85258,13.64369,13.67648,13.77604,13.61484,13.38855,15.42372,15.40984,48092.22031,13.80772
Q1_Q4_0.75,15.16195,15.60798,15.05377,15.06553,15.08776,15.17488,15.23342,14.98654,15.19117,14.99480,15.42508,15.44243,45191.08529,15.10671
Q2_Q3_0.75,12.70776,11.21662,12.32387,12.62206,12.26689,12.35488,12.31011,12.43901,12.36066,12.32136,15.52050,15.50396,48188.68856,12.37396
Q2_Q4_0.75,14.78285,15.47426,14.73291,15.01481,14.77599,14.81546,14.76487,14.79335,14.75065,15.35202,15.54309,15.53251,47154.45038,14.69604
Q3_Q4_0.75,14.49742,15.45091,14.83368,14.96983,14.85695,14.86884,14.93937,14.81785,14.95181,15.02831,15.47484,15.47226,50146.22624,14.88219
Q1_0.75,13.46761,11.94695,13.83013,13.79253,13.70229,13.68543,13.70530,13.80128,13.80386,13.68977,15.45317,15.45593,51537.46320,13.78210
Q2_0.75,12.69071,11.66130,12.41195,12.64116,12.48509,12.47612,12.42813,12.50891,12.46489,12.92594,15.51189,15.50298,55353.81482,12.51920
Q3_0.75,12.41420,12.41363,12.05829,12.23091,12.10119,12.03009,12.00783,12.10600,12.09129,11.77766,15.48842,15.48452,57447.94840,12.07464
Q4_0.75,14.68696,15.42686,14.77774,14.96319,14.77238,14.78329,14.80773,14.75500,14.79582,15.38320,15.50527,15.51294,57357.47012,14.83309
Q1_Q2_1.0,13.92838,11.15294,15.23663,15.21200,15.19204,15.17252,15.24701,15.16680,15.22277,15.46602,15.45228,15.47069,27128.25745,15.23948
Q1_Q3_1.0,14.09621,11.64498,14.65417,14.46413,14.65447,14.66362,14.67926,14.54353,14.63285,14.76375,15.44978,15.45480,32672.00832,14.55808
Q1_Q4_1.0,15.42966,15.38462,15.42139,15.42132,15.41767,15.43135,15.43656,15.41266,15.42383,15.23347,15.45563,15.45715,34909.59258,15.42120
Q2_Q3_1.0,12.88739,10.66533,12.17978,12.35853,12.19809,12.31846,12.52419,12.45912,12.44176,11.56669,15.48777,15.46088,39840.69607,12.34054
Q2_Q4_1.0,15.29453,15.41875,15.25283,15.37575,15.27056,15.26121,15.30377,15.33467,15.31917,15.35678,15.49633,15.50769,35797.54755,15.30083
Q3_Q4_1.0,15.03818,14.62795,15.45051,15.50276,15.45857,15.45135,15.44404,15.47946,15.46371,15.57645,15.48246,15.49091,42317.09863,15.46176
Q1_1.0,13.85764,11.95486,14.52937,14.41837,14.42345,14.44931,14.53078,14.45535,14.52744,14.53261,15.47487,15.46016,49736.06594,14.53862
Q2_1.0,12.83239,11.50231,12.54727,12.74767,12.58644,12.57203,12.58706,12.72129,12.55299,13.87413,15.55085,15.52774,53074.51117,12.62443
Q3_1.0,12.39428,12.15621,11.95026,12.16461,11.91138,11.99925,11.98429,11.97543,12.03477,11.28660,15.47103,15.46302,55682.51966,12.02299
Q4_1.0,15.14532,15.03309,15.26927,15.30858,15.28192,15.26893,15.27657,15.24274,15.28907,15.52166,15.52536,15.53639,56040.24759,15.31715
