,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.11752267,0.005588455,0.06803833,0.0043291473,0.11755755,0.006171521,0.06807214,0.0045507126
Q1_Q3_0.25,0.10663468,0.0034161052,0.05873695,0.001644697,0.1065377,0.0022971279,0.058752894,0.0015311827
Q1_Q4_0.25,0.14941236,0.0011205907,0.09028135,0.0011070814,0.14954312,0.0026357304,0.09047137,0.0022367905
Q2_Q3_0.25,0.06546261,0.0030453682,0.039022986,0.0020244955,0.06539877,0.0036141898,0.03895721,0.0024166524
Q2_Q4_0.25,0.124290824,0.0029460646,0.068703614,0.0020014811,0.1242312,0.0033955423,0.06861895,0.003223618
Q3_Q4_0.25,0.12658414,0.0070261857,0.072073795,0.004169758,0.12669587,0.008019509,0.07220109,0.0046357554
Q1_0.25,0.13094476,0.0044214176,0.07720721,0.0030383284,0.1311862,0.008861691,0.077350736,0.0047655157
Q2_0.25,0.06580221,0.0031060122,0.040430326,0.002084875,0.066415116,0.0035622446,0.04064408,0.0024103331
Q3_0.25,0.05673036,0.007333284,0.034769468,0.0052673877,0.056108397,0.0052635935,0.034430288,0.004622717
Q4_0.25,0.15360828,0.009504415,0.09113057,0.006260547,0.15394704,0.0068897973,0.09131169,0.0032360998
Q1_Q2_0.5,0.12249855,0.009317327,0.07644658,0.010909733,0.123069845,0.009360395,0.0766235,0.01100578
Q1_Q3_0.5,0.11607653,0.0028716666,0.06344898,0.0017218537,0.11644761,0.0032816152,0.06369889,0.0016406375
Q1_Q4_0.5,0.16368763,0.0019250037,0.10402415,0.0030490307,0.16341135,0.0027941514,0.10360469,0.0036342405
Q2_Q3_0.5,0.07186012,0.0035265808,0.044621386,0.0021740452,0.07216718,0.004156742,0.044720378,0.0023391233
Q2_Q4_0.5,0.138029,0.0045136954,0.07965086,0.0041360357,0.1384604,0.005595495,0.080046974,0.004647498
Q3_Q4_0.5,0.16500166,0.0047238288,0.10490479,0.0031185509,0.16471016,0.005225459,0.10466162,0.004093587
Q1_0.5,0.1430091,0.008940189,0.08604257,0.0042155962,0.1432449,0.0099772075,0.08617887,0.005529148
Q2_0.5,0.07691366,0.0015351713,0.047797456,0.0017100975,0.07704067,0.0007332615,0.047586262,0.0018323107
Q3_0.5,0.05716207,0.0048643127,0.03426854,0.0024026658,0.056920297,0.003909355,0.03427901,0.002283471
Q4_0.5,0.17703156,0.0060293246,0.11275717,0.008622841,0.17707239,0.007894374,0.112948224,0.010148161
Q1_Q2_0.75,0.19171567,0.0086435815,0.13064733,0.00700685,0.19190225,0.007528327,0.13093255,0.0059777056
Q1_Q3_0.75,0.13480619,0.0039869808,0.0774641,0.003793001,0.13506739,0.0039303964,0.07754527,0.0037947323
Q1_Q4_0.75,0.17955434,0.0024455807,0.12034748,0.0020293654,0.17943554,0.0023547665,0.12020971,0.0020128386
Q2_Q3_0.75,0.08545508,0.004905997,0.051772922,0.0023262342,0.0852961,0.005553557,0.051697303,0.002547201
Q2_Q4_0.75,0.14934888,0.0031135168,0.087928236,0.004582815,0.14921767,0.0038020895,0.08784236,0.005155314
Q3_Q4_0.75,0.21483357,0.009353862,0.14242816,0.006430711,0.21462795,0.007860518,0.14233765,0.0048358887
Q1_0.75,0.15201786,0.005520779,0.0930957,0.003793895,0.15257521,0.00796724,0.09358866,0.0059677945
Q2_0.75,0.074381635,0.007929542,0.047201473,0.004491049,0.07428438,0.00802843,0.047173105,0.004559634
Q3_0.75,0.06690043,0.010050312,0.044048496,0.008053774,0.066750504,0.01057789,0.04388677,0.008071762
Q4_0.75,0.20725426,0.0071444246,0.1397603,0.0066009294,0.2071495,0.0076924656,0.13990629,0.007898698
Q1_Q2_1.0,0.2553199,0.007905935,0.17769422,0.005738437,0.25579268,0.007973641,0.17801362,0.005463694
Q1_Q3_1.0,0.15785073,0.0026825569,0.09354309,0.0032019287,0.1581695,0.00094537047,0.093719825,0.0025001694
Q1_Q4_1.0,0.1850197,0.0029823158,0.12716898,0.004809341,0.1854847,0.0019967563,0.12751327,0.004169185
Q2_Q3_1.0,0.101356305,0.009152811,0.06127431,0.0064603775,0.10149133,0.009548241,0.061244987,0.006513484
Q2_Q4_1.0,0.17656921,0.007645493,0.103804246,0.006646793,0.17642233,0.0062815584,0.10367994,0.00636741
Q3_Q4_1.0,0.2603231,0.0029814297,0.17855318,0.0031723327,0.26025504,0.004341776,0.1783981,0.004425142
Q1_1.0,0.21722844,0.009076718,0.15299131,0.007986487,0.21726556,0.011406725,0.15314153,0.010088582
Q2_1.0,0.082036875,0.004685351,0.05430246,0.0029292365,0.08213461,0.004265475,0.05438342,0.002990687
Q3_1.0,0.08650502,0.009149167,0.05603891,0.0065611308,0.08630596,0.009373997,0.05591517,0.0069159195
Q4_1.0,0.24981919,0.0033497133,0.17382577,0.0045175115,0.24983701,0.0033944815,0.17397417,0.0034059456
