,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.22039351,0.0023875893,0.19176146,0.00263151,0.21898441,0.008763916,0.19039762,0.00883982
Q1_Q3_0.25,0.21293509,0.0015395102,0.18101805,0.0016057112,0.21269102,0.0028591722,0.18042998,0.002801913
Q1_Q4_0.25,0.29311553,0.0023452465,0.26434967,0.0021387981,0.29291406,0.008888893,0.26462474,0.0068248576
Q2_Q3_0.25,0.09703882,0.0015796806,0.07675482,0.0013718233,0.09745748,0.004344856,0.07730814,0.0045314417
Q2_Q4_0.25,0.2568476,0.0038599651,0.1931733,0.0027383307,0.25538716,0.0118021965,0.19253,0.0075482056
Q3_Q4_0.25,0.2726646,0.0047849286,0.22092123,0.0042087315,0.26970857,0.020090152,0.2188147,0.01705946
Q1_0.25,0.26514786,0.002318023,0.25222656,0.0023425084,0.26441696,0.0038626024,0.2516729,0.003824844
Q2_0.25,0.081036404,0.0026135934,0.06695953,0.0019318898,0.08082598,0.0049929023,0.06666754,0.0039555295
Q3_0.25,0.116338134,0.0023535579,0.09365902,0.0024789514,0.11404878,0.010149852,0.09218671,0.009987878
Q4_0.25,0.3541244,0.006590818,0.32118636,0.0050409692,0.35393667,0.023978896,0.3218093,0.018596483
Q1_Q2_0.5,0.25431192,0.0028108659,0.22627382,0.0028394288,0.25342897,0.005562491,0.22555551,0.0039062086
Q1_Q3_0.5,0.23093888,0.0013748113,0.19053592,0.0011087754,0.23057818,0.0044915644,0.1899732,0.004429862
Q1_Q4_0.5,0.28450912,0.0013399104,0.2599913,0.001422461,0.28465235,0.005161363,0.2600847,0.0044643367
Q2_Q3_0.5,0.099479005,0.0015932025,0.078946166,0.0014364547,0.100067995,0.0060234065,0.079457715,0.0050822715
Q2_Q4_0.5,0.27420786,0.0037615688,0.20198317,0.0036325154,0.27388293,0.0114976065,0.20199732,0.009843773
Q3_Q4_0.5,0.30505806,0.0030738802,0.2554156,0.0025246548,0.30438316,0.01085738,0.25500384,0.009236698
Q1_0.5,0.29638958,0.0021487342,0.28271857,0.0023479543,0.29632896,0.008393993,0.28279734,0.007959004
Q2_0.5,0.085852146,0.0018900607,0.07311497,0.0015709521,0.08638331,0.003297059,0.07332547,0.0021632325
Q3_0.5,0.11921382,0.0020401266,0.097678706,0.0018435617,0.118922055,0.00885403,0.09710783,0.007535001
Q4_0.5,0.37738162,0.0032290109,0.3433124,0.0025129218,0.37780198,0.013866813,0.34433198,0.01086915
Q1_Q2_0.75,0.30522054,0.0019569013,0.2784411,0.0022686485,0.30507073,0.0024976274,0.27836776,0.001726272
Q1_Q3_0.75,0.27174997,0.001316542,0.21570638,0.0014663229,0.27107853,0.0060157264,0.21500306,0.006383067
Q1_Q4_0.75,0.28913268,0.0014273092,0.26428655,0.001522385,0.2894426,0.005524135,0.2646147,0.0044724587
Q2_Q3_0.75,0.103998125,0.002145044,0.0824214,0.0017509295,0.104159,0.005518902,0.08268121,0.0045070844
Q2_Q4_0.75,0.29301462,0.0031274275,0.21255147,0.0031087692,0.2928055,0.010697281,0.21257977,0.008681857
Q3_Q4_0.75,0.35075086,0.0013190288,0.30404043,0.0010847424,0.34979486,0.006862195,0.30308634,0.004273489
Q1_0.75,0.34156743,0.0024215628,0.32432634,0.0024761693,0.34149772,0.004265472,0.3243977,0.004408407
Q2_0.75,0.09229867,0.0028326977,0.07953269,0.0020963221,0.092920646,0.0030482835,0.08001921,0.0023603472
Q3_0.75,0.124370076,0.0018223278,0.1022508,0.0017459578,0.12444241,0.007629803,0.102376245,0.0064315135
Q4_0.75,0.39967996,0.0035185234,0.3668881,0.0030990143,0.39994058,0.0129183065,0.3676855,0.010105479
Q1_Q2_1.0,0.388377,0.0024747131,0.36321068,0.0029450615,0.3879799,0.0038178463,0.36286741,0.0033142972
Q1_Q3_1.0,0.37360924,0.0015780708,0.29803544,0.0021005548,0.37263286,0.0054893005,0.29712024,0.0048457426
Q1_Q4_1.0,0.3035451,0.001522261,0.2728693,0.0013972325,0.30355626,0.0065042013,0.27296454,0.0053468724
Q2_Q3_1.0,0.110100016,0.0019491747,0.08799326,0.0019358431,0.110257685,0.004873236,0.088242576,0.003949859
Q2_Q4_1.0,0.321271,0.00303154,0.23908381,0.0032698815,0.32084063,0.009120713,0.23885815,0.006178957
Q3_Q4_1.0,0.4112367,0.002418096,0.3683222,0.0026311844,0.41045958,0.0067205913,0.3677112,0.0049666595
Q1_1.0,0.40866494,0.001642755,0.38285202,0.001730463,0.40840548,0.004708682,0.38272315,0.004933613
Q2_1.0,0.10116843,0.002519534,0.088335976,0.0018512222,0.101311944,0.0016590764,0.08839872,0.0010597265
Q3_1.0,0.13262036,0.002019011,0.110139444,0.0018123176,0.13240908,0.0078008296,0.110064484,0.0065376638
Q4_1.0,0.4274614,0.002883669,0.39511317,0.0026257876,0.4274086,0.011628958,0.39561182,0.00921832
