,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.088629924,0.0017004877,0.05924812,0.000767196,0.08928396,0.0061358768,0.059990693,0.0032203374
Q1_Q3_0.25,0.08780825,0.0013951965,0.057743073,0.00046956772,0.087442294,0.00443487,0.057849467,0.00251072
Q1_Q4_0.25,0.1340314,0.0041793557,0.08293427,0.00068468717,0.13162711,0.01348508,0.08225251,0.003353484
Q2_Q3_0.25,0.061999746,0.0014914135,0.046820264,0.0010576716,0.06140452,0.003990084,0.046413254,0.0025429388
Q2_Q4_0.25,0.16196728,0.004673856,0.10393779,0.0033036543,0.16118379,0.01209199,0.104541324,0.008588165
Q3_Q4_0.25,0.16182144,0.0034586908,0.10632753,0.0021800413,0.15953135,0.014233683,0.105546676,0.00900593
Q1_0.25,0.09307655,0.002811403,0.06163494,0.0013425408,0.09199693,0.009076082,0.06113385,0.0058606034
Q2_0.25,0.057390593,0.00052145065,0.043890886,0.0005165216,0.058709957,0.0036372954,0.045179952,0.0030730402
Q3_0.25,0.05979649,0.0011570245,0.04574743,0.0007127689,0.058523823,0.005933134,0.045099955,0.0045144507
Q4_0.25,0.2168673,0.0077392603,0.1613197,0.0039518108,0.21060646,0.027382124,0.15886328,0.013724805
Q1_Q2_0.5,0.12754281,0.006546437,0.08252005,0.0023240498,0.12659168,0.0067046043,0.08147172,0.0026025046
Q1_Q3_0.5,0.10300611,0.0037112955,0.07556853,0.003047359,0.10390081,0.0034887798,0.07574541,0.0019178313
Q1_Q4_0.5,0.1500242,0.010331155,0.0983933,0.0032122503,0.15531585,0.027129108,0.09764417,0.0047627585
Q2_Q3_0.5,0.0734021,0.0015151079,0.055300158,0.0011942086,0.07306505,0.0018415791,0.054851167,0.0012472238
Q2_Q4_0.5,0.16551684,0.0026382564,0.11005024,0.001783695,0.16332945,0.008948875,0.108784005,0.005942355
Q3_Q4_0.5,0.17161338,0.0035630448,0.120916605,0.0015239066,0.16851774,0.020339303,0.1198042,0.011090465
Q1_0.5,0.105116464,0.002159037,0.07558875,0.0030621432,0.10468148,0.0052981945,0.07526873,0.004260848
Q2_0.5,0.064931095,0.0007155301,0.049027987,0.0005401257,0.065809704,0.0037145072,0.049550593,0.003456826
Q3_0.5,0.063689895,0.0005592486,0.048413377,0.0004251628,0.062276654,0.0035261046,0.047571022,0.003057921
Q4_0.5,0.21874607,0.0041710506,0.17021164,0.0027609374,0.21658368,0.0055216416,0.16932224,0.0041132965
Q1_Q2_0.75,0.15817603,0.003180943,0.11975584,0.0077369553,0.1599554,0.0045180134,0.119637415,0.009571512
Q1_Q3_0.75,0.15910879,0.008912774,0.113656916,0.0069762412,0.1651986,0.0063422946,0.11661117,0.0054947888
Q1_Q4_0.75,0.16049233,0.02209011,0.09249641,0.0021589529,0.15538871,0.020836346,0.091589935,0.0046853335
Q2_Q3_0.75,0.08629025,0.0018015185,0.06480418,0.0012002148,0.08570818,0.0030533355,0.064427376,0.0019280227
Q2_Q4_0.75,0.30569306,0.25732166,0.1254909,0.009835862,0.17520936,0.0072375387,0.119201444,0.0058377585
Q3_Q4_0.75,0.19047163,0.0011093459,0.14347145,0.00075674104,0.18818724,0.0067214253,0.14216207,0.005856074
Q1_0.75,0.1462731,0.0065501067,0.11172376,0.003862556,0.14601071,0.0054023247,0.11188142,0.004625521
Q2_0.75,0.06884636,0.0011093962,0.05215335,0.000829281,0.068869755,0.0030686972,0.052177947,0.002573737
Q3_0.75,0.069679104,0.001239585,0.053926848,0.001009241,0.0686527,0.004958589,0.053216,0.0038160896
Q4_0.75,0.6381635,0.53297013,0.22101164,0.03675485,0.35185018,0.10157749,0.20128337,0.0065313997
Q1_Q2_1.0,0.60395145,0.0083105285,0.45931998,0.008201309,0.60316694,0.011032948,0.45946336,0.010039395
Q1_Q3_1.0,0.6028748,0.011985942,0.43893844,0.006452668,0.6036688,0.011876042,0.4396773,0.0060909507
Q1_Q4_1.0,0.14239278,0.0007632056,0.08762189,0.00027018998,0.1411687,0.0036988917,0.087058894,0.0019640885
Q2_Q3_1.0,0.115655616,0.001694323,0.08616892,0.0011939089,0.11554761,0.0032537482,0.08609547,0.0025437642
Q2_Q4_1.0,0.19672409,0.0020255435,0.13806629,0.0010697936,0.195129,0.0072754626,0.13708055,0.005241123
Q3_Q4_1.0,0.22629754,0.0011132231,0.1840887,0.0007539921,0.22468325,0.006228789,0.18291871,0.0048736227
Q1_1.0,0.6861908,0.014290955,0.5497408,0.013264512,0.683987,0.016614133,0.5482217,0.015058158
Q2_1.0,0.07454641,0.0008005084,0.05685656,0.0007721158,0.07466571,0.0029081765,0.056765955,0.002555758
Q3_1.0,0.07552197,0.001247186,0.058830597,0.0011333169,0.07480707,0.0045150924,0.05825003,0.0033435777
Q4_1.0,0.26065072,0.0016420884,0.21807714,0.0010377074,0.25852484,0.0070752576,0.21668597,0.0054337527
