,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.16111627,0.0020973792,0.12940046,0.0020307528,0.16223486,0.0035525118,0.13019513,0.0015470771
Q1_Q3_0.25,0.15597494,0.0024891137,0.123207785,0.0018474156,0.15463452,0.0045717484,0.12157271,0.003606519
Q1_Q4_0.25,0.20916629,0.0017332494,0.16921195,0.0014067012,0.20967317,0.01049453,0.17034516,0.009334296
Q2_Q3_0.25,0.116135135,0.0018605364,0.09296102,0.0018026539,0.11307414,0.0021625033,0.090981565,0.001069668
Q2_Q4_0.25,0.19098802,0.004852702,0.14295323,0.0032852886,0.19132401,0.014793749,0.14294615,0.00853474
Q3_Q4_0.25,0.19144882,0.0012032973,0.14570892,0.0013945036,0.18677047,0.0037141026,0.1430479,0.004141014
Q1_0.25,0.18749253,0.003731137,0.15511644,0.00402503,0.19199732,0.0063149077,0.16094817,0.0046216967
Q2_0.25,0.119815074,0.0033972375,0.09611024,0.0029523575,0.11581222,0.0077067898,0.09221859,0.00486423
Q3_0.25,0.10968368,0.002046391,0.087097034,0.001360449,0.11102966,0.0017559966,0.089399144,0.0033264188
Q4_0.25,0.24489586,0.005448576,0.19907144,0.0049308427,0.24691944,0.008411466,0.20056859,0.0056566605
Q1_Q2_0.5,0.17805715,0.002545041,0.14487736,0.002335878,0.17725167,0.0059846286,0.1447891,0.0056410427
Q1_Q3_0.5,0.15931603,0.001924327,0.12595658,0.0019315801,0.15999599,0.003085388,0.12560134,0.0026081111
Q1_Q4_0.5,0.208811,0.0017575396,0.16763695,0.0015519388,0.20894256,0.004185923,0.16728154,0.003782863
Q2_Q3_0.5,0.115854524,0.0010507078,0.09213348,0.0006693028,0.11390398,0.0019332137,0.09082653,0.0013198482
Q2_Q4_0.5,0.19402617,0.0022312165,0.14589849,0.0017217603,0.19300087,0.0052615423,0.14506851,0.004150876
Q3_Q4_0.5,0.20380683,0.0023114085,0.1574436,0.0021123516,0.20136304,0.0029826872,0.15635881,0.0024868285
Q1_0.5,0.19737723,0.0029680498,0.16630267,0.0027839397,0.19602367,0.0023230854,0.16432686,0.0029779677
Q2_0.5,0.12175368,0.0017366919,0.097462796,0.0013213926,0.12571661,0.0018058709,0.10053263,0.0022691276
Q3_0.5,0.1110122,0.0011768076,0.08857566,0.0013222416,0.113624536,0.002672954,0.09014148,0.0030780672
Q4_0.5,0.2541606,0.0034025693,0.20783821,0.0030676946,0.25004476,0.00603708,0.20509887,0.0063897595
Q1_Q2_0.75,0.20062602,0.0013197396,0.16627266,0.0013208069,0.20012017,0.0026702548,0.16549662,0.002826631
Q1_Q3_0.75,0.16792025,0.0019458386,0.1326887,0.0015945912,0.16903532,0.004687464,0.13357237,0.0034035186
Q1_Q4_0.75,0.20789227,0.0013132087,0.1671871,0.0012259564,0.20732626,0.0031801374,0.16720131,0.0037688424
Q2_Q3_0.75,0.11640203,0.0011702614,0.09283654,0.0014201563,0.116392866,0.0019955642,0.092702314,0.0016617157
Q2_Q4_0.75,0.19852284,0.00096151885,0.1493766,0.0008488077,0.19837938,0.006044488,0.14805982,0.004397814
Q3_Q4_0.75,0.22680083,0.0012718466,0.17752333,0.0015321915,0.22408743,0.0057500657,0.17522605,0.0042532305
Q1_0.75,0.20910864,0.0016254993,0.17642768,0.0015058293,0.20821416,0.0049698674,0.17549919,0.004733696
Q2_0.75,0.12596262,0.0009134011,0.10093741,0.0008902378,0.124523535,0.0028995683,0.09907507,0.0022225578
Q3_0.75,0.111377716,0.0014007497,0.088881634,0.0013524345,0.1123291,0.0015178204,0.08993011,0.00062251434
Q4_0.75,0.26897636,0.0014945063,0.22344522,0.0017088004,0.27141067,0.0047670454,0.22608522,0.0052785343
Q1_Q2_1.0,0.2366823,0.0016304915,0.20142731,0.0014743076,0.23855357,0.0070836376,0.20315523,0.0065345536
Q1_Q3_1.0,0.18283829,0.0007921056,0.14513215,0.0006535181,0.18396573,0.004588506,0.14579377,0.00396333
Q1_Q4_1.0,0.20979705,0.0019670136,0.16804671,0.0014757793,0.21027425,0.0021749416,0.16879082,0.0022083705
Q2_Q3_1.0,0.11798723,0.0013642797,0.09438309,0.0011932239,0.11834655,0.001706774,0.09445687,0.0016553095
Q2_Q4_1.0,0.21168736,0.0017154993,0.15942475,0.0013294321,0.21095851,0.0063706334,0.15901062,0.005731643
Q3_Q4_1.0,0.25341192,0.0007363606,0.20536408,0.00046871658,0.25445622,0.0028871878,0.20574765,0.002231504
Q1_1.0,0.22246376,0.0014082686,0.18953022,0.0014816856,0.2224408,0.0029782536,0.18998435,0.0034094867
Q2_1.0,0.12774289,0.0010553987,0.1026205,0.0008737806,0.12906659,0.0009199612,0.10371651,0.0007815094
Q3_1.0,0.11370734,0.0012255176,0.090644315,0.0011926332,0.114891686,0.0025342957,0.09191081,0.0014941748
Q4_1.0,0.28204563,0.0015257864,0.23738046,0.0020796396,0.2851202,0.005802552,0.24020799,0.005863771
