,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.59577 ± 0.002,0.57821 ± 0.001,0.57695 ± 0.007,0.57019 ± 0.003,0.59857 ± 0.014,0.56805 ± 0.002,0.57727 ± 0.001,0.54533 ± 0.001,2.49912 ± 0.230,0.56462 ± 0.021,0.05989 ± 0.011,0.60321 ± 0.002
0.2,0.49740 ± 0.006,0.46559 ± 0.017,0.45842 ± 0.018,0.52904 ± 0.047,0.48161 ± 0.013,0.46027 ± 0.004,0.44504 ± 0.003,0.39208 ± 0.017,3.52781 ± 0.429,0.43212 ± 0.016,0.07160 ± 0.002,0.50770 ± 0.006
0.3,0.42984 ± 0.003,0.40941 ± 0.005,11996.83400 ± 8045.800,0.42754 ± 0.022,0.42654 ± 0.006,0.40077 ± 0.002,0.39766 ± 0.004,0.39173 ± 0.064,2.63712 ± 0.161,0.40476 ± 0.013,0.06660 ± 0.001,0.44197 ± 0.003
0.4,0.48612 ± 0.004,0.45452 ± 0.002,3610.38400 ± 7219.847,0.50035 ± 0.054,0.47371 ± 0.007,0.46800 ± 0.003,0.44735 ± 0.003,0.51761 ± 0.095,3.25014 ± 0.496,0.43033 ± 0.012,0.06889 ± 0.004,0.49564 ± 0.003
0.5,0.59603 ± 0.005,0.57649 ± 0.002,40.65378 ± 50.164,0.63475 ± 0.032,0.58712 ± 0.005,0.57136 ± 0.004,0.57289 ± 0.002,0.62444 ± 0.057,3.59141 ± 0.357,0.57384 ± 0.017,0.06480 ± 0.003,0.60581 ± 0.005
0.6,0.47497 ± 0.006,0.44418 ± 0.003,0.46636 ± 0.008,0.46912 ± 0.025,0.46087 ± 0.010,0.44931 ± 0.006,0.43825 ± 0.001,0.47391 ± 0.053,3.21005 ± 0.163,0.41957 ± 0.023,0.07082 ± 0.002,0.48494 ± 0.006
0.7,0.52817 ± 0.003,0.49810 ± 0.001,0.49766 ± 0.007,0.50967 ± 0.023,0.51034 ± 0.004,0.49844 ± 0.003,0.49252 ± 0.000,0.52610 ± 0.044,2.94829 ± 0.248,0.47449 ± 0.010,0.08047 ± 0.002,0.53788 ± 0.004
0.8,0.43780 ± 0.003,0.40797 ± 0.001,17169.85400 ± 21339.652,0.41500 ± 0.009,0.42890 ± 0.011,0.41229 ± 0.003,0.40757 ± 0.005,0.39957 ± 0.017,2.35175 ± 0.216,0.38333 ± 0.021,0.09083 ± 0.002,0.44910 ± 0.003
