,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.92306,0.97686,0.94771,0.94145,0.96049,0.96282,0.95977,0.94388,0.96387,0.97289,0.87553,0.89791,0.54224,0.93917
Q1_Q3_0.25,0.92551,0.95691,0.94604,0.93840,0.94432,0.94097,0.95278,0.94596,0.96865,0.95251,0.87891,0.87279,0.50453,0.93648
Q1_Q4_0.25,0.89602,0.94954,0.90334,0.93537,0.93680,0.93447,0.94255,0.90871,0.97067,0.90956,0.85461,0.88950,0.51122,0.89481
Q2_Q3_0.25,0.94153,0.95253,0.99054,0.97138,0.95950,0.95951,0.97227,0.98317,0.97860,0.97257,0.81739,0.88529,0.51394,0.97345
Q2_Q4_0.25,0.91956,0.93538,0.95312,0.94916,0.96999,0.97241,0.97429,0.95111,0.97396,0.95158,0.85117,0.80224,0.52268,0.93875
Q3_Q4_0.25,0.93849,0.95059,0.96926,0.96502,0.96715,0.97389,0.98194,0.95918,0.98095,0.96253,0.88243,0.88137,0.55888,0.95469
Q1_0.25,0.95311,0.98831,0.94808,0.96572,0.96223,0.96390,0.96783,0.94911,0.98148,0.97985,0.93437,0.93398,0.52720,0.95049
Q2_0.25,0.96273,0.97749,0.99096,0.98559,0.97453,0.97390,0.98602,0.98623,0.98848,0.98627,0.93528,0.96960,0.50282,0.97941
Q3_0.25,0.97416,0.97990,0.99877,0.99240,0.98251,0.98415,0.99343,0.99384,0.99507,0.98914,0.87792,0.90442,0.50928,0.98994
Q4_0.25,0.96100,0.97256,0.96731,0.98052,0.99282,0.99343,0.99057,0.96467,0.98831,0.96510,0.90671,0.90811,0.53186,0.96243
Q1_Q2_0.5,0.87813,0.96004,0.90873,0.88450,0.94373,0.94458,0.92578,0.89233,0.90027,0.94236,0.82725,0.84453,0.63572,0.88011
Q1_Q3_0.5,0.85038,0.92376,0.91650,0.88059,0.90787,0.90780,0.91743,0.91730,0.92749,0.91750,0.83274,0.80503,0.50573,0.89296
Q1_Q4_0.5,0.83168,0.89423,0.82952,0.84986,0.88037,0.86912,0.87217,0.84558,0.91269,0.85584,0.67439,0.65538,0.53985,0.81982
Q2_Q3_0.5,0.88094,0.92818,0.97842,0.89889,0.88751,0.88778,0.93616,0.95971,0.92179,0.94324,0.77410,0.79568,0.49426,0.93827
Q2_Q4_0.5,0.85470,0.87986,0.90497,0.89441,0.92889,0.93275,0.92951,0.90384,0.93791,0.89586,0.77579,0.77347,0.55393,0.87892
Q3_Q4_0.5,0.86833,0.89690,0.89122,0.89984,0.93317,0.93553,0.92250,0.89156,0.93436,0.90004,0.74657,0.77830,0.62661,0.87243
Q1_0.5,0.92640,0.98566,0.93013,0.92472,0.96017,0.95980,0.95183,0.92864,0.95876,0.97267,0.87907,0.90405,0.57051,0.92287
Q2_0.5,0.93914,0.96046,0.98461,0.96208,0.95729,0.95916,0.97413,0.97143,0.96809,0.97605,0.88202,0.86626,0.50788,0.96170
Q3_0.5,0.94342,0.96160,0.99569,0.97534,0.96746,0.96992,0.98212,0.98707,0.98112,0.97645,0.85559,0.88399,0.51505,0.98134
Q4_0.5,0.93463,0.96025,0.93692,0.95095,0.97886,0.98212,0.97433,0.94269,0.98035,0.95356,0.83933,0.82778,0.57909,0.92478
Q1_Q2_0.75,0.84053,0.94861,0.84819,0.78661,0.88226,0.88164,0.84859,0.83445,0.80862,0.89084,0.76394,0.78394,0.69071,0.79000
Q1_Q3_0.75,0.79102,0.87891,0.87682,0.82889,0.85826,0.85633,0.85101,0.87779,0.86074,0.86840,0.77016,0.80825,0.53862,0.83445
Q1_Q4_0.75,0.73917,0.82335,0.72297,0.72225,0.77192,0.76910,0.78064,0.75209,0.80531,0.75269,0.62524,0.49281,0.52940,0.72098
Q2_Q3_0.75,0.83025,0.89592,0.95364,0.82343,0.79303,0.80416,0.86139,0.93322,0.82762,0.90747,0.76189,0.76369,0.50093,0.91164
Q2_Q4_0.75,0.79061,0.83559,0.87072,0.82507,0.87501,0.88582,0.86431,0.87592,0.86556,0.83003,0.67614,0.71063,0.57538,0.82734
Q3_Q4_0.75,0.80562,0.87319,0.81294,0.76046,0.87721,0.87915,0.83284,0.83102,0.82482,0.82026,0.70245,0.70128,0.67541,0.73799
Q1_0.75,0.89986,0.98524,0.90098,0.87782,0.94453,0.94643,0.93716,0.89488,0.91874,0.94708,0.86766,0.86089,0.64238,0.87855
Q2_0.75,0.91209,0.96085,0.97826,0.92979,0.93886,0.94181,0.96287,0.95940,0.94858,0.96613,0.80122,0.84403,0.55309,0.95214
Q3_0.75,0.92947,0.95252,0.98953,0.94334,0.94859,0.95116,0.96148,0.98257,0.94984,0.94733,0.88405,0.85024,0.56929,0.96461
Q4_0.75,0.90073,0.94236,0.90520,0.90165,0.96267,0.96938,0.94922,0.91076,0.95392,0.89305,0.75085,0.69476,0.63005,0.88343
Q1_Q2_1.0,0.79247,0.94630,0.77009,0.71725,0.70244,0.64739,0.78223,0.78907,0.74299,0.80813,0.64858,0.63764,0.73796,0.67235
Q1_Q3_1.0,0.73953,0.86233,0.84155,0.77500,0.80362,0.80317,0.74517,0.83687,0.78856,0.83362,0.76167,0.78016,0.58851,0.78091
Q1_Q4_1.0,0.67522,0.74625,0.62986,0.63427,0.66879,0.61998,0.62449,0.65784,0.62828,0.64520,0.44949,0.51282,0.57953,0.63023
Q2_Q3_1.0,0.78842,0.87434,0.93558,0.75722,0.76776,0.75757,0.74324,0.91482,0.74227,0.87821,0.73971,0.74173,0.54185,0.89164
