,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,16548.403551826323,617.0228925045731,22254.919670354207,761.4151259380528
Q1_Q3_0.25,16245.74485926415,1218.562682960282,21941.555799798367,1825.246873117516
Q1_Q4_0.25,15138.507832816851,941.1844588795985,20648.994850487146,1403.5814997696339
Q2_Q3_0.25,16101.291708448785,743.9414094926901,22195.121640375204,749.2223710004798
Q2_Q4_0.25,16422.581486835767,468.04650794671295,23042.61320223155,991.2040970194345
Q3_Q4_0.25,15229.975850104154,760.6091927145177,20442.748801609276,805.4124903159736
Q1_0.25,15742.358955052094,534.6353732927998,19799.880612511366,906.0921038261744
Q2_0.25,16974.552174789624,671.846604843678,21331.134234482262,783.6754338082079
Q3_0.25,16874.291578464035,1363.9153371275256,20789.116048061696,1603.7033920242745
Q4_0.25,16701.25563011405,683.5376457452982,21371.72802492306,1256.0336533138434
Q1_Q2_0.5,15281.840790899814,525.0563705229334,22865.09900093366,648.2867060608365
Q1_Q3_0.5,15833.782036752014,472.1664504457785,23997.720666738038,578.2479538972168
Q1_Q4_0.5,15920.741800330605,495.9657931750087,23230.149955429293,1082.8106844257793
Q2_Q3_0.5,15127.034956101328,628.9561286865784,22609.963771144285,1334.3011707446503
Q2_Q4_0.5,14231.442507426565,861.1825730328032,21663.58895507291,1640.5766136341908
Q3_Q4_0.5,15647.419171920556,774.6638251971925,23275.76045813074,1051.2080033525335
Q1_0.5,15247.552771259423,1179.3378110525937,21112.438579240308,1433.7999287007933
Q2_0.5,17003.314846439367,1140.7976332433404,23080.41939219478,1937.6976773067213
Q3_0.5,15355.029159212889,349.784913560322,21454.06846002593,559.8453238482817
Q4_0.5,15734.735615495836,602.519627603003,21695.738231834846,1044.5838771735614
Q1_Q2_0.75,16899.27853583308,756.6007639681034,26904.61843933459,1395.332039502644
Q1_Q3_0.75,15976.838716716758,1015.2150389132361,25852.242678541013,1448.3878562442042
Q1_Q4_0.75,16277.032224306991,656.2535230181636,26352.80604638846,1326.6532770042104
Q2_Q3_0.75,15390.708594723177,482.7903947255925,24298.58604228206,683.9157024599422
Q2_Q4_0.75,15247.612933419814,549.9030678558064,24219.597305749096,1050.1812219731205
Q3_Q4_0.75,16332.053798276373,602.1883953424774,25575.16738205587,1866.0103431981074
Q1_0.75,16409.310312278853,447.80327890834127,23271.427807278556,690.345904581815
Q2_0.75,16526.025226016558,463.49672435281366,23820.564472200407,1146.1912453367586
Q3_0.75,15886.897449204751,1286.0440902229964,22467.25558515487,1893.2874826478105
Q4_0.75,14722.022057017433,713.7998299579008,21649.521585606264,1343.0053652715167
Q1_Q2_1.0,17110.257345053622,988.5788387000969,29835.332967829774,1643.7314479585282
Q1_Q3_1.0,17312.748143563127,496.73860149610414,28537.810801627562,985.6291234308794
Q1_Q4_1.0,16105.10655046493,552.2932123985713,26840.41454155291,1944.5711707641894
Q2_Q3_1.0,15619.370943368234,553.5616046486024,25612.238057261875,1106.6413976083343
Q2_Q4_1.0,15804.21596284444,646.3902457789644,26305.086812576348,1957.5466511173713
Q3_Q4_1.0,17268.000744878853,659.8864374930577,29693.74422154496,1475.2888058439103
Q1_1.0,16400.900942270884,928.7096958187439,23898.52264424321,1675.0657649474697
Q2_1.0,16289.199866969782,670.1642434511936,24928.32406247863,1285.8999556924773
Q3_1.0,15938.707935588604,653.5639287034465,24198.46689463121,1241.470742824639
Q4_1.0,15430.512735750006,748.9469155846969,22942.641147355236,1285.0937507158665
