,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.51520 ± 0.044,0.49869 ± 0.040,0.50744 ± 0.040,0.50513 ± 0.040,0.50710 ± 0.036,0.50535 ± 0.041,0.50684 ± 0.035,0.47898 ± 0.035,0.18128 ± 0.020,0.21843 ± 0.046,0.34728 ± 0.036,0.49858 ± 0.045
0.2,0.43518 ± 0.031,0.39046 ± 0.035,0.44044 ± 0.032,0.43626 ± 0.029,0.43925 ± 0.033,0.44509 ± 0.036,0.46587 ± 0.033,0.41859 ± 0.033,0.17260 ± 0.035,0.13740 ± 0.004,0.30393 ± 0.075,0.41464 ± 0.039
0.3,0.40151 ± 0.031,0.34514 ± 0.038,0.38998 ± 0.034,0.39183 ± 0.037,0.40293 ± 0.032,0.38192 ± 0.023,0.38784 ± 0.030,0.36417 ± 0.034,0.14137 ± 0.010,0.15044 ± 0.026,0.34403 ± 0.046,0.37563 ± 0.035
0.4,0.33021 ± 0.026,0.29581 ± 0.025,0.34470 ± 0.017,0.33907 ± 0.025,0.34478 ± 0.035,0.32159 ± 0.026,0.32918 ± 0.036,0.28436 ± 0.019,0.13176 ± 0.005,0.13160 ± 0.007,0.32123 ± 0.067,0.30315 ± 0.033
0.5,0.28342 ± 0.025,0.24390 ± 0.025,0.27784 ± 0.028,0.28233 ± 0.022,0.25613 ± 0.027,0.28647 ± 0.026,0.27592 ± 0.022,0.22218 ± 0.034,0.11842 ± 0.008,0.11249 ± 0.015,0.23978 ± 0.052,0.26496 ± 0.024
0.6,0.25892 ± 0.005,0.23640 ± 0.018,0.27346 ± 0.016,0.25477 ± 0.028,0.23078 ± 0.012,0.27437 ± 0.025,0.26088 ± 0.010,0.20474 ± 0.028,0.11457 ± 0.006,0.11447 ± 0.008,0.23306 ± 0.059,0.23293 ± 0.026
0.7,0.21413 ± 0.015,0.17420 ± 0.022,0.22449 ± 0.028,0.19513 ± 0.028,0.18711 ± 0.034,0.20473 ± 0.015,0.18733 ± 0.032,0.15671 ± 0.013,0.10177 ± 0.009,0.09819 ± 0.013,0.21474 ± 0.055,0.17694 ± 0.021
0.8,0.21280 ± 0.029,0.20755 ± 0.032,0.22167 ± 0.039,0.22975 ± 0.023,0.19631 ± 0.040,0.19349 ± 0.035,0.19724 ± 0.031,0.15184 ± 0.019,0.08671 ± 0.018,0.10363 ± 0.034,0.23515 ± 0.049,0.19571 ± 0.030
0.9,0.07341 ± 0.006,0.08977 ± 0.010,0.08122 ± 0.020,0.08444 ± 0.007,0.08121 ± 0.017,0.07386 ± 0.006,0.08473 ± 0.011,0.07544 ± 0.006,0.08936 ± 0.014,0.05624 ± 0.010,0.17027 ± 0.021,0.08597 ± 0.005
