,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q3_0.75,0.53603 ± 0.075,0.47716 ± 0.007,0.77103 ± 0.060,0.67356 ± 0.068,0.77706 ± 0.068,0.57996 ± 0.144,0.73296 ± 0.046,0.73914 ± 0.047,0.76614 ± 0.084,0.73387 ± 0.040,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.76329 ± 0.059
Q1_Q4_0.75,0.49985 ± 0.048,0.47769 ± 0.006,0.57719 ± 0.062,0.51710 ± 0.084,0.55220 ± 0.069,0.47716 ± 0.007,0.53237 ± 0.079,0.55271 ± 0.069,0.55808 ± 0.060,0.52995 ± 0.043,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.52027 ± 0.036
Q2_Q3_0.75,0.52889 ± 0.069,0.54761 ± 0.088,0.76188 ± 0.088,0.60874 ± 0.129,0.76188 ± 0.088,0.49713 ± 0.042,0.73261 ± 0.105,0.73179 ± 0.072,0.73075 ± 0.082,0.67297 ± 0.083,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.73579 ± 0.078
Q2_Q4_0.75,0.47666 ± 0.007,0.47769 ± 0.006,0.58180 ± 0.034,0.47716 ± 0.007,0.55549 ± 0.043,0.47769 ± 0.006,0.51359 ± 0.048,0.62411 ± 0.069,0.53566 ± 0.050,0.49935 ± 0.048,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.58410 ± 0.072
Q3_Q4_0.75,0.53224 ± 0.047,0.47769 ± 0.006,0.50469 ± 0.063,0.47716 ± 0.007,0.50620 ± 0.063,0.50672 ± 0.062,0.50620 ± 0.063,0.54032 ± 0.104,0.50518 ± 0.063,0.47664 ± 0.007,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.52155 ± 0.062
Q1_0.75,0.75935 ± 0.092,0.72592 ± 0.080,0.77054 ± 0.071,0.77440 ± 0.084,0.77558 ± 0.069,0.79035 ± 0.071,0.78865 ± 0.064,0.79406 ± 0.061,0.78752 ± 0.081,0.76808 ± 0.056,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.79587 ± 0.072
Q2_0.75,0.63045 ± 0.085,0.63645 ± 0.066,0.79443 ± 0.058,0.74223 ± 0.093,0.79443 ± 0.058,0.76028 ± 0.060,0.78767 ± 0.071,0.77183 ± 0.051,0.78767 ± 0.071,0.73727 ± 0.074,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.75162 ± 0.068
Q3_0.75,0.71282 ± 0.104,0.47716 ± 0.007,0.75198 ± 0.092,0.74488 ± 0.095,0.75198 ± 0.092,0.75198 ± 0.092,0.74449 ± 0.079,0.73823 ± 0.070,0.75198 ± 0.092,0.70019 ± 0.057,0.47718 ± 0.006,0.47716 ± 0.007,0.47769 ± 0.006,0.75848 ± 0.085
Q4_0.75,0.51365 ± 0.050,0.47769 ± 0.006,0.49278 ± 0.034,0.47716 ± 0.007,0.49278 ± 0.034,0.52627 ± 0.067,0.52228 ± 0.057,0.52319 ± 0.061,0.49278 ± 0.034,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.49532 ± 0.037
Q1_Q2_1.0,0.65802 ± 0.100,0.55839 ± 0.070,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q3_1.0,0.49191 ± 0.025,0.47716 ± 0.007,0.78821 ± 0.053,0.76586 ± 0.074,0.75793 ± 0.070,0.53315 ± 0.114,0.73486 ± 0.097,0.79137 ± 0.057,0.81043 ± 0.066,0.73805 ± 0.097,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.72736 ± 0.133
Q1_Q4_1.0,0.47716 ± 0.007,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_Q3_1.0,0.50675 ± 0.032,0.54760 ± 0.088,0.70496 ± 0.079,0.51517 ± 0.049,0.72685 ± 0.070,0.47716 ± 0.007,0.61795 ± 0.147,0.68312 ± 0.118,0.69260 ± 0.088,0.58490 ± 0.132,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.65361 ± 0.101
Q2_Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47616 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.54033 ± 0.082,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.49353 ± 0.029
Q3_Q4_1.0,0.47769 ± 0.006,0.47669 ± 0.005,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_1.0,0.68294 ± 0.053,0.71461 ± 0.091,0.80468 ± 0.092,0.77909 ± 0.099,0.80794 ± 0.080,0.82437 ± 0.069,0.82647 ± 0.067,0.82333 ± 0.070,0.82069 ± 0.072,0.81333 ± 0.065,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.79429 ± 0.080
Q2_1.0,0.63075 ± 0.060,0.59552 ± 0.084,0.74249 ± 0.083,0.65561 ± 0.100,0.75963 ± 0.089,0.73889 ± 0.081,0.77077 ± 0.068,0.75839 ± 0.065,0.74249 ± 0.083,0.76447 ± 0.118,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.76897 ± 0.062
Q3_1.0,0.61547 ± 0.121,0.47716 ± 0.007,0.77180 ± 0.077,0.69153 ± 0.091,0.77180 ± 0.077,0.72043 ± 0.110,0.76532 ± 0.086,0.75299 ± 0.069,0.77389 ± 0.071,0.70789 ± 0.141,0.47666 ± 0.007,0.47666 ± 0.007,0.47769 ± 0.006,0.76322 ± 0.092
Q4_1.0,0.49301 ± 0.029,0.47769 ± 0.006,0.50519 ± 0.063,0.49353 ± 0.029,0.47616 ± 0.006,0.47617 ± 0.006,0.47617 ± 0.006,0.52053 ± 0.063,0.47564 ± 0.007,0.47718 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
