,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.47769 ± 0.006,0.47716 ± 0.007,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q3_0.5,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q4_0.5,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_Q3_0.5,0.47769 ± 0.006,0.47769 ± 0.006,0.50037 ± 0.047,0.47716 ± 0.007,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47716 ± 0.007
Q2_Q4_0.5,0.47769 ± 0.006,0.47769 ± 0.006,0.49353 ± 0.029,0.49353 ± 0.029,0.49353 ± 0.029,0.49353 ± 0.029,0.49353 ± 0.029,0.49353 ± 0.029,0.49353 ± 0.029,0.49353 ± 0.029,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.49353 ± 0.029
Q3_Q4_0.5,0.49353 ± 0.029,0.47769 ± 0.006,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.50037 ± 0.047
Q1_0.5,0.47769 ± 0.006,0.52254 ± 0.059,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_0.5,0.47769 ± 0.006,0.57138 ± 0.067,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.52306 ± 0.058,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.50037 ± 0.047
Q3_0.5,0.49765 ± 0.042,0.47769 ± 0.006,0.49985 ± 0.048,0.50037 ± 0.047,0.49985 ± 0.048,0.49985 ± 0.048,0.52254 ± 0.059,0.50037 ± 0.047,0.52254 ± 0.059,0.49985 ± 0.048,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.49985 ± 0.048
Q4_0.5,0.47769 ± 0.006,0.47769 ± 0.006,0.49191 ± 0.025,0.49191 ± 0.025,0.49191 ± 0.025,0.49191 ± 0.025,0.49191 ± 0.025,0.51460 ± 0.047,0.49191 ± 0.025,0.49191 ± 0.025,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.50672 ± 0.062
Q1_Q2_0.75,0.47769 ± 0.006,0.55314 ± 0.040,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q3_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q4_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_Q3_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_Q4_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q3_Q4_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_0.75,0.47769 ± 0.006,0.52254 ± 0.059,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_0.75,0.47769 ± 0.006,0.53839 ± 0.053,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q3_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.51448 ± 0.075,0.47769 ± 0.006,0.51448 ± 0.075,0.50037 ± 0.047,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.49765 ± 0.042
Q4_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q2_1.0,0.47769 ± 0.006,0.59583 ± 0.031,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q3_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_Q3_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q3_Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_1.0,0.47769 ± 0.006,0.49985 ± 0.048,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_1.0,0.47769 ± 0.006,0.49985 ± 0.048,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q3_1.0,0.49985 ± 0.048,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.50037 ± 0.047,0.51862 ± 0.084,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.50037 ± 0.047
Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
