,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.51862,0.54078,0.54131,0.51862,0.54131,0.51862,0.50037,0.50037,0.50037,0.50037,0.47769,0.47769,0.47769,0.53364
Q1_Q3_0.25,0.47769,0.47716,0.50037,0.52306,0.50037,0.50037,0.50037,0.50037,0.50037,0.47769,0.47769,0.47769,0.47769,0.50037
Q1_Q4_0.25,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769
Q2_Q3_0.25,0.50037,0.50037,0.54131,0.50037,0.54131,0.54131,0.54131,0.54131,0.54131,0.53729,0.47769,0.47769,0.47769,0.54078
Q2_Q4_0.25,0.47769,0.47769,0.49985,0.47769,0.49985,0.47716,0.49985,0.50037,0.49985,0.47769,0.47769,0.47769,0.47769,0.50037
Q3_Q4_0.25,0.47668,0.47769,0.51622,0.47769,0.51622,0.50037,0.50037,0.50037,0.50037,0.50037,0.47769,0.47769,0.47769,0.51622
Q1_0.25,0.52254,0.54078,0.52254,0.52254,0.52254,0.52254,0.52254,0.52306,0.52254,0.52306,0.47769,0.47769,0.47769,0.52254
Q2_0.25,0.50037,0.51810,0.51862,0.52306,0.51862,0.51862,0.51862,0.50037,0.51862,0.47716,0.47769,0.47769,0.47769,0.50037
Q3_0.25,0.52306,0.49985,0.54078,0.54131,0.54078,0.54078,0.54078,0.54131,0.54078,0.54078,0.47769,0.47769,0.47769,0.54078
Q4_0.25,0.47769,0.47769,0.50037,0.51862,0.50037,0.50037,0.50037,0.50037,0.50037,0.47769,0.47769,0.47769,0.47769,0.50037
Q1_Q2_0.5,0.47769,0.47716,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769
Q1_Q3_0.5,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.50037,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769
Q1_Q4_0.5,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769,0.47769
Q2_Q3_0.5,0.47769,0.47769,0.50037,0.47716,0.50037,0.50037,0.50037,0.47769,0.50037,0.47769,0.47769,0.47769,0.47769,0.47716
Q2_Q4_0.5,0.47769,0.47769,0.49353,0.49353,0.49353,0.49353,0.49353,0.49353,0.49353,0.49353,0.47769,0.47769,0.47769,0.49353
