,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.5,0.50037 ± 0.047,0.53839 ± 0.053,0.58379 ± 0.031,0.58619 ± 0.073,0.58379 ± 0.031,0.55210 ± 0.068,0.56794 ± 0.055,0.56794 ± 0.055,0.56794 ± 0.055,0.58379 ± 0.031,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.60204 ± 0.052
Q1_Q3_0.5,0.58029 ± 0.100,0.52254 ± 0.059,0.62581 ± 0.101,0.59990 ± 0.126,0.62581 ± 0.101,0.60757 ± 0.097,0.62581 ± 0.101,0.64056 ± 0.080,0.64056 ± 0.080,0.58567 ± 0.074,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.62581 ± 0.101
Q1_Q4_0.5,0.47716 ± 0.007,0.47769 ± 0.006,0.56742 ± 0.056,0.55210 ± 0.068,0.56742 ± 0.056,0.55157 ± 0.069,0.56742 ± 0.056,0.56742 ± 0.056,0.56742 ± 0.056,0.56742 ± 0.056,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.58567 ± 0.074
Q2_Q3_0.5,0.55157 ± 0.069,0.52306 ± 0.058,0.55663 ± 0.079,0.53839 ± 0.053,0.55663 ± 0.079,0.58567 ± 0.074,0.57029 ± 0.082,0.55663 ± 0.079,0.58567 ± 0.074,0.57138 ± 0.067,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.61407 ± 0.047
Q2_Q4_0.5,0.53839 ± 0.053,0.52155 ± 0.062,0.63533 ± 0.092,0.63259 ± 0.096,0.63533 ± 0.092,0.65035 ± 0.105,0.63533 ± 0.092,0.63533 ± 0.092,0.63533 ± 0.092,0.62597 ± 0.054,0.47769 ± 0.006,0.49765 ± 0.042,0.47769 ± 0.006,0.63947 ± 0.094
Q3_Q4_0.5,0.54410 ± 0.056,0.47769 ± 0.006,0.58504 ± 0.068,0.57138 ± 0.067,0.58504 ± 0.068,0.56235 ± 0.079,0.56679 ± 0.048,0.57138 ± 0.067,0.58504 ± 0.068,0.55314 ± 0.040,0.52472 ± 0.057,0.55256 ± 0.062,0.47769 ± 0.006,0.58504 ± 0.068
Q1_0.5,0.55553 ± 0.078,0.60392 ± 0.084,0.62597 ± 0.054,0.57773 ± 0.072,0.62597 ± 0.054,0.62597 ± 0.054,0.61407 ± 0.047,0.61407 ± 0.047,0.61407 ± 0.047,0.58567 ± 0.074,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.61407 ± 0.047
Q2_0.5,0.54474 ± 0.063,0.63947 ± 0.094,0.58567 ± 0.074,0.53839 ± 0.053,0.58567 ± 0.074,0.58567 ± 0.074,0.58567 ± 0.074,0.58567 ± 0.074,0.58567 ± 0.074,0.57138 ± 0.067,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.58567 ± 0.074
Q3_0.5,0.58423 ± 0.066,0.47716 ± 0.007,0.62232 ± 0.078,0.57138 ± 0.067,0.62232 ± 0.078,0.62232 ± 0.078,0.62232 ± 0.078,0.58504 ± 0.068,0.62232 ± 0.078,0.59628 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.60042 ± 0.053
Q4_0.5,0.61126 ± 0.098,0.52257 ± 0.061,0.69961 ± 0.054,0.64229 ± 0.065,0.69961 ± 0.054,0.68631 ± 0.057,0.68631 ± 0.057,0.69961 ± 0.054,0.68631 ± 0.057,0.67346 ± 0.078,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.65871 ± 0.104
Q1_Q2_0.75,0.54395 ± 0.102,0.61407 ± 0.047,0.47716 ± 0.007,0.50620 ± 0.063,0.47716 ± 0.007,0.47769 ± 0.006,0.47716 ± 0.007,0.47769 ± 0.006,0.47716 ± 0.007,0.47716 ± 0.007,0.47716 ± 0.007,0.47769 ± 0.006,0.47769 ± 0.006,0.47716 ± 0.007
Q1_Q3_0.75,0.47769 ± 0.006,0.49985 ± 0.048,0.53839 ± 0.053,0.51622 ± 0.048,0.53839 ± 0.053,0.50037 ± 0.047,0.53839 ± 0.053,0.53207 ± 0.043,0.53891 ± 0.052,0.54526 ± 0.062,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.53891 ± 0.052
Q1_Q4_0.75,0.47769 ± 0.006,0.47769 ± 0.006,0.51622 ± 0.048,0.50037 ± 0.047,0.50037 ± 0.047,0.47769 ± 0.006,0.50037 ± 0.047,0.51622 ± 0.048,0.50037 ± 0.047,0.51622 ± 0.048,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.51622 ± 0.048
Q2_Q3_0.75,0.47769 ± 0.006,0.51622 ± 0.048,0.55663 ± 0.079,0.47716 ± 0.007,0.55663 ± 0.079,0.47716 ± 0.007,0.55249 ± 0.072,0.55249 ± 0.072,0.55663 ± 0.079,0.54078 ± 0.086,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.55249 ± 0.072
Q2_Q4_0.75,0.47716 ± 0.007,0.47769 ± 0.006,0.51298 ± 0.044,0.47716 ± 0.007,0.51570 ± 0.048,0.47769 ± 0.006,0.49301 ± 0.029,0.51298 ± 0.044,0.49301 ± 0.029,0.49301 ± 0.029,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.53566 ± 0.050
Q3_Q4_0.75,0.49191 ± 0.025,0.47769 ± 0.006,0.47666 ± 0.007,0.50620 ± 0.063,0.50620 ± 0.063,0.50672 ± 0.062,0.47769 ± 0.006,0.47716 ± 0.007,0.47716 ± 0.007,0.47716 ± 0.007,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_0.75,0.56298 ± 0.084,0.55663 ± 0.079,0.68114 ± 0.077,0.61934 ± 0.064,0.68114 ± 0.077,0.62597 ± 0.054,0.66289 ± 0.084,0.64099 ± 0.075,0.66289 ± 0.084,0.62597 ± 0.054,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.62963 ± 0.070
Q2_0.75,0.53891 ± 0.052,0.65422 ± 0.068,0.55663 ± 0.079,0.51570 ± 0.048,0.55663 ± 0.079,0.55663 ± 0.079,0.55663 ± 0.079,0.55249 ± 0.072,0.55663 ± 0.079,0.55663 ± 0.079,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.55663 ± 0.079
Q3_0.75,0.53566 ± 0.050,0.50037 ± 0.047,0.58549 ± 0.077,0.58963 ± 0.081,0.58549 ± 0.077,0.58549 ± 0.077,0.58549 ± 0.077,0.56724 ± 0.060,0.58549 ± 0.077,0.57138 ± 0.067,0.50037 ± 0.047,0.49985 ± 0.048,0.47769 ± 0.006,0.58549 ± 0.077
Q4_0.75,0.47718 ± 0.006,0.47769 ± 0.006,0.53395 ± 0.081,0.53447 ± 0.080,0.53395 ± 0.081,0.53395 ± 0.081,0.53395 ± 0.081,0.53395 ± 0.081,0.54760 ± 0.088,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.50037 ± 0.047
Q1_Q2_1.0,0.47716 ± 0.007,0.59583 ± 0.031,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_Q3_1.0,0.47769 ± 0.006,0.49985 ± 0.048,0.62760 ± 0.051,0.49353 ± 0.029,0.58619 ± 0.073,0.47769 ± 0.006,0.53623 ± 0.072,0.56397 ± 0.079,0.57476 ± 0.055,0.56715 ± 0.098,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.54178 ± 0.081
Q1_Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q2_Q3_1.0,0.47769 ± 0.006,0.54870 ± 0.074,0.55249 ± 0.072,0.49985 ± 0.048,0.55249 ± 0.072,0.47769 ± 0.006,0.51622 ± 0.048,0.55249 ± 0.072,0.55663 ± 0.079,0.54949 ± 0.109,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.55663 ± 0.079
Q2_Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.54812 ± 0.087,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.49303 ± 0.029,0.47769 ± 0.006,0.50037 ± 0.047,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.53447 ± 0.080
Q3_Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006
Q1_1.0,0.54474 ± 0.063,0.55663 ± 0.079,0.64787 ± 0.071,0.59301 ± 0.071,0.64949 ± 0.068,0.58666 ± 0.068,0.60935 ± 0.043,0.63125 ± 0.068,0.63125 ± 0.068,0.59856 ± 0.076,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.61540 ± 0.091
Q2_1.0,0.54131 ± 0.086,0.63597 ± 0.070,0.55663 ± 0.079,0.47716 ± 0.007,0.55663 ± 0.079,0.55663 ± 0.079,0.55663 ± 0.079,0.55249 ± 0.072,0.55663 ± 0.079,0.56742 ± 0.056,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.55663 ± 0.079
Q3_1.0,0.51810 ± 0.084,0.50037 ± 0.047,0.58963 ± 0.081,0.58567 ± 0.074,0.58963 ± 0.081,0.62232 ± 0.078,0.64056 ± 0.080,0.57138 ± 0.067,0.64056 ± 0.080,0.60392 ± 0.084,0.53235 ± 0.081,0.47666 ± 0.007,0.47769 ± 0.006,0.61866 ± 0.063
Q4_1.0,0.47769 ± 0.006,0.47769 ± 0.006,0.51622 ± 0.048,0.49353 ± 0.029,0.49353 ± 0.029,0.49353 ± 0.029,0.53447 ± 0.080,0.53447 ± 0.080,0.53447 ± 0.080,0.47718 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.47769 ± 0.006,0.49353 ± 0.029
