,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
0.1,11.00526720682083,0.16776996288188237,11.105742876342363,0.5657695996151201
0.2,10.847495220483875,0.14896329420862542,10.971206493663477,0.48673059291785453
0.3,12.49037654558409,0.22439179727690597,12.740728766986722,0.5075003321755097
0.4,13.096235703277411,0.13946343512074644,13.387143449824913,0.6059041931792053
0.5,12.184858988456398,0.17012157947890783,12.37580024902927,0.40319349688216244
0.6,13.078389968569818,0.21256844043593642,13.203183715436035,0.5101970959082484
0.7,12.952994054101984,0.12106162900771143,13.311455798171616,0.4913890411722908
0.8,12.350221154974323,0.09712879888761501,12.562131439687175,0.5516487885930864
