,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.75931,0.81520,0.83635,0.83665,0.83162,0.83069,0.83619,0.83702,0.83635,0.76581,0.79980,0.79342,0.36726,0.82859
Q1_Q3_0.25,0.78340,0.81585,0.83271,0.82648,0.83408,0.83506,0.82971,0.83004,0.83271,0.75725,0.80305,0.80319,0.39842,0.83058
Q1_Q4_0.25,0.77252,0.79428,0.82354,0.82956,0.82591,0.82807,0.82701,0.82262,0.82354,0.73839,0.78301,0.79024,0.39842,0.81511
Q2_Q3_0.25,0.79887,0.80237,0.83503,0.83139,0.83195,0.82932,0.83245,0.83210,0.83412,0.75809,0.79061,0.79485,0.39842,0.83271
Q2_Q4_0.25,0.81252,0.80125,0.82531,0.82938,0.83152,0.83109,0.83350,0.83141,0.82658,0.74368,0.77485,0.77781,0.39842,0.82516
Q3_Q4_0.25,0.82011,0.82133,0.82872,0.83459,0.83441,0.83086,0.83901,0.83103,0.82967,0.74709,0.79012,0.77720,0.39842,0.82595
Q1_0.25,0.78943,0.81585,0.83361,0.83689,0.82955,0.83421,0.83747,0.83431,0.83361,0.75588,0.81104,0.79252,0.36726,0.83968
Q2_0.25,0.81079,0.82575,0.83756,0.83484,0.83555,0.83782,0.83861,0.83472,0.83732,0.76049,0.79725,0.80349,0.39842,0.83077
Q3_0.25,0.81660,0.82101,0.83536,0.83733,0.83611,0.83638,0.83632,0.83566,0.83732,0.76149,0.79648,0.79357,0.39842,0.83652
Q4_0.25,0.82446,0.81705,0.82751,0.83459,0.83704,0.83604,0.83602,0.83084,0.83162,0.76850,0.78621,0.78719,0.39842,0.82717
Q1_Q2_0.5,0.64212,0.78981,0.81337,0.83206,0.83082,0.82944,0.82001,0.82933,0.83030,0.75575,0.79678,0.81020,0.34477,0.80093
Q1_Q3_0.5,0.62094,0.81080,0.81974,0.83111,0.83524,0.82673,0.82777,0.83130,0.83381,0.74596,0.79814,0.79921,0.39842,0.81718
Q1_Q4_0.5,0.71507,0.79176,0.80694,0.81925,0.82733,0.80653,0.81245,0.81623,0.82191,0.77153,0.79190,0.79102,0.39842,0.79816
Q2_Q3_0.5,0.78270,0.80899,0.82962,0.82839,0.83196,0.82783,0.83408,0.82496,0.82922,0.75512,0.77083,0.77723,0.39842,0.82594
Q2_Q4_0.5,0.80682,0.79174,0.81592,0.82615,0.82148,0.81246,0.82031,0.81898,0.81592,0.73592,0.79081,0.77570,0.39842,0.80922
Q3_Q4_0.5,0.80155,0.80994,0.80750,0.82808,0.82740,0.81653,0.82996,0.81181,0.81625,0.72942,0.76624,0.77819,0.39842,0.80761
Q1_0.5,0.72825,0.82104,0.81442,0.83231,0.83251,0.82315,0.82965,0.83489,0.83522,0.76437,0.80683,0.79924,0.25213,0.80725
Q2_0.5,0.79920,0.80808,0.83661,0.83567,0.83536,0.83417,0.83060,0.83592,0.83545,0.75958,0.80400,0.78767,0.39842,0.82962
Q3_0.5,0.82083,0.83420,0.83595,0.83492,0.83563,0.83511,0.83553,0.83809,0.83240,0.75766,0.77956,0.78738,0.39842,0.82810
Q4_0.5,0.82241,0.79405,0.81679,0.82814,0.83048,0.82574,0.83103,0.82313,0.81679,0.78209,0.78250,0.77852,0.39842,0.81413
Q1_Q2_0.75,0.41300,0.72691,0.79466,0.81154,0.83206,0.79942,0.81505,0.81549,0.82401,0.72766,0.80418,0.80590,0.25213,0.76300
Q1_Q3_0.75,0.43739,0.78830,0.78809,0.81928,0.82555,0.80718,0.81672,0.81662,0.83261,0.75907,0.76433,0.78457,0.39842,0.78882
Q1_Q4_0.75,0.51653,0.70994,0.78368,0.78763,0.81117,0.78023,0.79660,0.76959,0.80495,0.69157,0.74666,0.74700,0.39842,0.75692
Q2_Q3_0.75,0.77388,0.81549,0.81825,0.81929,0.83132,0.82329,0.83241,0.82752,0.83227,0.75363,0.77644,0.78618,0.39842,0.81789
Q2_Q4_0.75,0.80745,0.72540,0.75842,0.80405,0.70983,0.78248,0.80369,0.77581,0.77394,0.58569,0.73410,0.72657,0.39842,0.75881
Q3_Q4_0.75,0.77259,0.68760,0.76241,0.80284,0.71393,0.41031,0.82967,0.77844,0.78904,0.48982,0.73828,0.71310,0.39842,0.74753
Q1_0.75,0.56417,0.80160,0.77675,0.83277,0.83155,0.80345,0.82016,0.81373,0.82714,0.74520,0.80454,0.79604,0.25213,0.78162
Q2_0.75,0.79268,0.82617,0.83219,0.83522,0.83312,0.83512,0.82932,0.83446,0.83423,0.77014,0.78494,0.78358,0.39842,0.82960
Q3_0.75,0.81579,0.83046,0.82744,0.82989,0.83193,0.82818,0.84040,0.82958,0.83743,0.75358,0.77850,0.77635,0.39842,0.81932
Q4_0.75,0.80704,0.77741,0.79075,0.81058,0.82228,0.63767,0.82235,0.80346,0.80940,0.63731,0.74074,0.75186,0.39842,0.79071
Q1_Q2_1.0,0.39842,0.59305,0.39842,0.39842,0.39842,0.39842,0.47287,0.39842,0.39842,0.42067,0.39842,0.45217,0.25213,0.41950
Q1_Q3_1.0,0.39808,0.79130,0.39842,0.42000,0.46351,0.40113,0.64464,0.59627,0.70922,0.41880,0.39842,0.52009,0.27461,0.53256
Q1_Q4_1.0,0.39774,0.41572,0.39842,0.39842,0.60189,0.42915,0.63490,0.65594,0.58450,0.39842,0.34565,0.39842,0.39842,0.39842
Q2_Q3_1.0,0.69184,0.78424,0.81575,0.79118,0.82339,0.81919,0.81524,0.80948,0.82294,0.72985,0.77598,0.74977,0.39842,0.82920
Q2_Q4_1.0,0.77988,0.65916,0.72315,0.75867,0.76896,0.76501,0.78035,0.74027,0.76179,0.68050,0.72561,0.70090,0.39842,0.70283
Q3_Q4_1.0,0.72013,0.58901,0.47309,0.57261,0.66586,0.68424,0.61611,0.47686,0.64281,0.46219,0.53359,0.47403,0.39842,0.39842
Q1_1.0,0.41204,0.78095,0.39842,0.67771,0.52637,0.45567,0.70248,0.50973,0.76035,0.46987,0.39842,0.37184,0.25213,0.44379
Q2_1.0,0.77939,0.81564,0.83326,0.83065,0.82783,0.83092,0.81006,0.83570,0.82782,0.75284,0.79024,0.78804,0.39842,0.83511
Q3_1.0,0.80578,0.80985,0.82224,0.83292,0.82630,0.82355,0.84623,0.82356,0.83619,0.76038,0.77730,0.77500,0.39842,0.80652
Q4_1.0,0.81113,0.60868,0.71921,0.76303,0.76838,0.79215,0.78775,0.72883,0.79971,0.48540,0.73198,0.75044,0.39842,0.69628
