,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.79591,0.84381,0.83760,0.84615,0.84747,0.84808,0.84214,0.85016,0.83760,0.79470,0.79834,0.79781,0.39842,0.82968
Q1_Q3_0.25,0.77798,0.83698,0.84226,0.84807,0.84589,0.84448,0.84522,0.84136,0.84226,0.80035,0.80838,0.80728,0.39842,0.84078
Q1_Q4_0.25,0.79414,0.83465,0.84095,0.85044,0.84427,0.84857,0.84513,0.84401,0.84095,0.79055,0.79479,0.79127,0.39842,0.82852
Q2_Q3_0.25,0.82880,0.82516,0.84362,0.84794,0.84931,0.84711,0.84259,0.84798,0.84524,0.79769,0.79727,0.81482,0.39842,0.84710
Q2_Q4_0.25,0.81816,0.83347,0.83466,0.84630,0.85023,0.84755,0.84370,0.84097,0.83656,0.78242,0.79049,0.80104,0.39842,0.83502
Q3_Q4_0.25,0.85422,0.82470,0.83625,0.84085,0.84772,0.84564,0.84187,0.83826,0.84119,0.76599,0.78858,0.77752,0.39842,0.83751
Q1_0.25,0.82297,0.84153,0.83796,0.84464,0.84578,0.83996,0.84818,0.85095,0.83796,0.79775,0.80389,0.78956,0.39842,0.83746
Q2_0.25,0.82906,0.83423,0.84639,0.84446,0.84509,0.84604,0.84427,0.84819,0.84640,0.79785,0.78324,0.80557,0.39842,0.84303
Q3_0.25,0.84208,0.82963,0.84448,0.84214,0.84606,0.84525,0.84708,0.84515,0.84843,0.79475,0.78261,0.78102,0.39842,0.84172
Q4_0.25,0.83306,0.83243,0.84380,0.84787,0.84995,0.84867,0.84858,0.85066,0.84500,0.78603,0.77779,0.80126,0.39842,0.83675
Q1_Q2_0.5,0.56201,0.83156,0.78646,0.84595,0.83465,0.83529,0.84709,0.83359,0.84904,0.80224,0.81221,0.81859,0.39842,0.80332
Q1_Q3_0.5,0.65611,0.83203,0.80761,0.83115,0.83823,0.84087,0.83953,0.83019,0.84280,0.78693,0.81685,0.80170,0.39842,0.82442
Q1_Q4_0.5,0.70628,0.81987,0.81011,0.83439,0.84024,0.82772,0.83169,0.82379,0.84240,0.76112,0.81914,0.80962,0.39842,0.80191
Q2_Q3_0.5,0.80632,0.81545,0.84650,0.85027,0.85280,0.85118,0.84709,0.84577,0.84709,0.80328,0.79025,0.79878,0.39842,0.84568
Q2_Q4_0.5,0.82574,0.81575,0.83701,0.83313,0.84562,0.84358,0.83930,0.84315,0.83701,0.73266,0.76726,0.78875,0.39842,0.82124
Q3_Q4_0.5,0.80641,0.82089,0.83793,0.84273,0.84651,0.84369,0.84517,0.84493,0.84148,0.71009,0.75075,0.76418,0.39842,0.82745
Q1_0.5,0.75293,0.83946,0.78282,0.83575,0.84278,0.84299,0.85118,0.81944,0.84083,0.78616,0.80006,0.80892,0.39842,0.81469
Q2_0.5,0.80734,0.83981,0.85241,0.84665,0.84779,0.84544,0.84537,0.85071,0.84879,0.79571,0.79654,0.79708,0.39842,0.84915
Q3_0.5,0.84464,0.81870,0.84009,0.84373,0.84139,0.84124,0.85108,0.84309,0.84067,0.79590,0.79550,0.80416,0.39842,0.83682
Q4_0.5,0.83413,0.81982,0.83452,0.84499,0.84691,0.84310,0.84625,0.83962,0.83452,0.79217,0.78847,0.78841,0.39842,0.83125
Q1_Q2_0.75,0.40645,0.80795,0.71572,0.82583,0.82222,0.81575,0.82851,0.80635,0.83223,0.76767,0.76636,0.79127,0.39842,0.78442
Q1_Q3_0.75,0.45374,0.81178,0.69391,0.83634,0.81513,0.83279,0.82667,0.81168,0.82794,0.79055,0.77013,0.78800,0.39842,0.78637
Q1_Q4_0.75,0.62075,0.75602,0.77476,0.81025,0.83221,0.81129,0.82471,0.76750,0.82214,0.74534,0.76999,0.78574,0.40439,0.77108
Q2_Q3_0.75,0.80100,0.81246,0.83871,0.84082,0.84989,0.84653,0.85557,0.83721,0.84953,0.77431,0.78141,0.79137,0.39842,0.83546
Q2_Q4_0.75,0.80794,0.78490,0.83037,0.83929,0.83781,0.84624,0.83551,0.83862,0.83756,0.59958,0.77255,0.74830,0.39842,0.80876
Q3_Q4_0.75,0.80916,0.72807,0.81047,0.82954,0.82707,0.82145,0.83324,0.82165,0.82419,0.72348,0.74443,0.70017,0.39842,0.79393
Q1_0.75,0.54253,0.83667,0.68277,0.82878,0.81343,0.82730,0.82134,0.81646,0.83295,0.73825,0.76749,0.78195,0.39842,0.78296
Q2_0.75,0.80478,0.84396,0.85176,0.85050,0.84990,0.85068,0.84800,0.84636,0.84520,0.80392,0.78078,0.78220,0.39808,0.84568
Q3_0.75,0.83316,0.82248,0.83944,0.84571,0.84371,0.85044,0.84948,0.83887,0.84114,0.79271,0.77688,0.78240,0.39842,0.84203
Q4_0.75,0.81311,0.80161,0.82915,0.84021,0.84396,0.83904,0.84130,0.83061,0.83369,0.65466,0.74021,0.77342,0.39842,0.81900
Q1_Q2_1.0,0.40238,0.74729,0.40751,0.48508,0.40409,0.39901,0.59749,0.57487,0.61204,0.45612,0.39842,0.65649,0.39842,0.53134
Q1_Q3_1.0,0.41082,0.81016,0.42315,0.42902,0.41511,0.40591,0.58153,0.71115,0.62982,0.42501,0.39842,0.62718,0.42313,0.44855
Q1_Q4_1.0,0.40574,0.52000,0.63947,0.68371,0.63713,0.65388,0.66909,0.70419,0.64376,0.53841,0.40916,0.55788,0.39603,0.55672
Q2_Q3_1.0,0.71853,0.80819,0.83602,0.82211,0.84041,0.83816,0.82837,0.82915,0.84486,0.74459,0.76051,0.70261,0.39842,0.82823
Q2_Q4_1.0,0.81548,0.62676,0.73949,0.76982,0.78194,0.79081,0.79194,0.73928,0.79057,0.66921,0.70068,0.68405,0.39842,0.76001
Q3_Q4_1.0,0.76353,0.27999,0.55362,0.68195,0.65425,0.69096,0.68316,0.71622,0.70335,0.50158,0.57825,0.58959,0.39842,0.71131
Q1_1.0,0.43913,0.83074,0.43685,0.60396,0.48547,0.44735,0.47040,0.67316,0.53857,0.46667,0.42164,0.75354,0.40096,0.48297
Q2_1.0,0.80100,0.83035,0.84944,0.84537,0.85156,0.85011,0.83781,0.84662,0.84283,0.77044,0.81176,0.80191,0.39842,0.85108
Q3_1.0,0.83440,0.82252,0.83293,0.83710,0.84375,0.84234,0.85555,0.83229,0.85385,0.79813,0.78297,0.78705,0.39842,0.83096
Q4_1.0,0.80871,0.62503,0.73196,0.77547,0.81005,0.79547,0.78896,0.73462,0.79203,0.61636,0.70222,0.69401,0.39842,0.76226
