,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
Q1_Q2_0.25,0.74934,0.77705,0.80432,0.80954,0.80813,0.80455,0.80799,0.81151,0.80432,0.75535,0.79093,0.78901,0.37122,0.80289
Q1_Q3_0.25,0.76658,0.77362,0.81413,0.80810,0.81195,0.80796,0.80814,0.81028,0.81413,0.75467,0.77910,0.79159,0.34972,0.80902
Q1_Q4_0.25,0.76931,0.75871,0.80123,0.80408,0.80932,0.80717,0.80399,0.79336,0.80123,0.75272,0.77589,0.77434,0.36652,0.78154
Q2_Q3_0.25,0.78699,0.77679,0.80954,0.81067,0.80847,0.80826,0.81038,0.80669,0.80938,0.76019,0.78086,0.78302,0.31205,0.80314
Q2_Q4_0.25,0.79117,0.77501,0.80087,0.80208,0.80734,0.80525,0.80841,0.80090,0.79958,0.73735,0.77789,0.76956,0.31834,0.79390
Q3_Q4_0.25,0.79703,0.77825,0.79367,0.80924,0.80494,0.80715,0.81108,0.79930,0.79422,0.73688,0.78238,0.77471,0.30021,0.78983
Q1_0.25,0.77560,0.78896,0.81029,0.81157,0.80803,0.81269,0.80955,0.81353,0.81029,0.76256,0.78966,0.78929,0.33289,0.81014
Q2_0.25,0.78798,0.78883,0.80851,0.80575,0.80722,0.80722,0.80722,0.80767,0.80814,0.76016,0.77976,0.78683,0.31814,0.80618
Q3_0.25,0.78725,0.78683,0.80548,0.80884,0.81059,0.80937,0.80972,0.80547,0.80943,0.75691,0.78110,0.77748,0.28940,0.80121
Q4_0.25,0.79835,0.77993,0.79798,0.80095,0.80976,0.81072,0.80644,0.80059,0.79920,0.76858,0.78194,0.77528,0.27614,0.80069
Q1_Q2_0.5,0.71332,0.75182,0.78132,0.81195,0.81069,0.81128,0.80505,0.81517,0.80308,0.74958,0.78953,0.79216,0.39901,0.78906
Q1_Q3_0.5,0.67032,0.72506,0.79481,0.80925,0.81234,0.80812,0.80813,0.80964,0.80400,0.75526,0.78369,0.78343,0.37912,0.80192
Q1_Q4_0.5,0.74371,0.72946,0.79487,0.80243,0.79872,0.79706,0.79418,0.78620,0.80305,0.75729,0.76716,0.76892,0.35013,0.78086
Q2_Q3_0.5,0.77453,0.77984,0.80442,0.80416,0.81102,0.80919,0.80831,0.80151,0.80666,0.76600,0.76815,0.77185,0.31433,0.79627
Q2_Q4_0.5,0.78666,0.76805,0.79293,0.80140,0.80402,0.80074,0.80372,0.79407,0.79293,0.73297,0.76371,0.76153,0.27298,0.78965
Q3_Q4_0.5,0.80282,0.72590,0.78157,0.80606,0.80263,0.79884,0.80720,0.78734,0.79147,0.72721,0.76566,0.75789,0.27871,0.78318
Q1_0.5,0.73950,0.77313,0.79574,0.80708,0.81406,0.80687,0.80641,0.81294,0.81473,0.77341,0.78519,0.79394,0.38847,0.79315
Q2_0.5,0.76978,0.78772,0.81142,0.80484,0.81000,0.80872,0.80574,0.80800,0.80551,0.75852,0.78739,0.78732,0.33320,0.80747
Q3_0.5,0.79612,0.78281,0.80497,0.80478,0.81160,0.81128,0.81089,0.80502,0.80851,0.75695,0.76848,0.77500,0.26796,0.79955
Q4_0.5,0.80310,0.75518,0.78823,0.79510,0.79853,0.79591,0.80324,0.79114,0.78823,0.76734,0.76954,0.76800,0.32551,0.78607
Q1_Q2_0.75,0.42901,0.62334,0.67892,0.80506,0.79647,0.78864,0.80248,0.80411,0.81938,0.72446,0.76418,0.78182,0.37273,0.69649
Q1_Q3_0.75,0.53837,0.61439,0.71104,0.81057,0.80324,0.80028,0.80296,0.80939,0.81483,0.75048,0.74706,0.75837,0.33852,0.72685
Q1_Q4_0.75,0.66592,0.55388,0.76397,0.77146,0.78887,0.76743,0.78144,0.76384,0.77531,0.70377,0.74271,0.74611,0.33773,0.74124
Q2_Q3_0.75,0.76392,0.79319,0.80137,0.79861,0.80652,0.80457,0.80790,0.79912,0.80893,0.74670,0.77072,0.77003,0.31791,0.79804
Q2_Q4_0.75,0.77226,0.72667,0.78319,0.78207,0.78568,0.78698,0.78637,0.78125,0.78306,0.64391,0.74254,0.74231,0.30981,0.76280
Q3_Q4_0.75,0.80505,0.58425,0.76388,0.79155,0.77932,0.75860,0.80795,0.77395,0.77913,0.58710,0.73109,0.71417,0.26990,0.74152
Q1_0.75,0.60920,0.73347,0.69926,0.80938,0.81352,0.80020,0.80807,0.79839,0.81101,0.71961,0.78260,0.78402,0.38946,0.72985
Q2_0.75,0.76204,0.79195,0.81421,0.80953,0.80735,0.80755,0.80233,0.80844,0.80300,0.76347,0.77603,0.77653,0.34628,0.80859
Q3_0.75,0.78613,0.77527,0.79987,0.80957,0.80885,0.80445,0.80865,0.79971,0.81164,0.75908,0.77832,0.77415,0.26810,0.79645
Q4_0.75,0.80375,0.68746,0.78284,0.78750,0.79495,0.79066,0.79378,0.78065,0.78969,0.66813,0.74837,0.76336,0.29562,0.77666
Q1_Q2_1.0,0.40587,0.54525,0.69432,0.65224,0.61869,0.61926,0.59896,0.57864,0.74731,0.55515,0.39842,0.47881,0.30112,0.54585
Q1_Q3_1.0,0.44062,0.55215,0.70907,0.72595,0.59194,0.61518,0.71832,0.53183,0.73245,0.60587,0.39842,0.66293,0.29546,0.63475
Q1_Q4_1.0,0.42209,0.41052,0.69128,0.71032,0.70930,0.70695,0.69914,0.58550,0.70277,0.65742,0.25213,0.55369,0.26947,0.57981
Q2_Q3_1.0,0.66854,0.78113,0.80320,0.76507,0.80454,0.80705,0.80818,0.78831,0.80538,0.71396,0.75960,0.74245,0.32836,0.79033
Q2_Q4_1.0,0.79174,0.37647,0.72543,0.75292,0.75262,0.75875,0.75784,0.74065,0.76484,0.67501,0.70800,0.71953,0.28294,0.73445
Q3_Q4_1.0,0.72964,0.24763,0.66299,0.74735,0.71405,0.73294,0.69798,0.66521,0.72693,0.37499,0.67807,0.68488,0.26438,0.57279
Q1_1.0,0.50078,0.70151,0.71546,0.74334,0.68165,0.68451,0.73384,0.45136,0.74809,0.57171,0.47782,0.52082,0.33360,0.56315
Q2_1.0,0.74730,0.79674,0.81173,0.80619,0.81144,0.81452,0.79245,0.80946,0.80734,0.75888,0.77924,0.78051,0.33308,0.80947
Q3_1.0,0.78908,0.77643,0.79907,0.80362,0.80570,0.80444,0.81541,0.79523,0.80732,0.77084,0.76807,0.76983,0.26998,0.79216
Q4_1.0,0.79830,0.48750,0.72990,0.76933,0.78272,0.78007,0.76310,0.74054,0.77040,0.60621,0.71948,0.72310,0.29308,0.73533
