,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.82062 ± 0.003,0.79494 ± 0.003,0.77117 ± 0.003,0.76344 ± 0.003,0.76139 ± 0.003,0.82782 ± 0.050,0.76361 ± 0.003,0.77052 ± 0.003,0.75847 ± 0.003,0.77354 ± 0.005,0.78207 ± 0.015,0.78553 ± 0.007,0.88780 ± 0.004,0.77985 ± 0.004
0.2,0.83076 ± 0.006,0.81809 ± 0.004,0.77826 ± 0.004,0.77732 ± 0.004,0.77163 ± 0.004,1983743052444517632.00000 ± 3967486104889035776.000,0.77225 ± 0.004,0.77901 ± 0.004,0.76629 ± 0.004,0.77946 ± 0.004,0.79069 ± 0.003,0.79507 ± 0.012,0.88792 ± 0.004,0.79575 ± 0.004
0.3,0.84728 ± 0.007,0.84184 ± 0.006,0.79548 ± 0.005,0.79707 ± 0.005,0.78280 ± 0.005,33834373655426305985209171968.00000 ± 67668747310720547429782913024.000,0.78573 ± 0.003,0.79822 ± 0.004,0.77317 ± 0.003,0.79730 ± 0.009,0.81047 ± 0.010,0.81192 ± 0.004,0.88836 ± 0.004,0.81293 ± 0.006
0.4,0.86233 ± 0.005,0.85458 ± 0.004,0.81017 ± 0.005,0.81803 ± 0.004,0.79817 ± 0.005,207976059241386655975735296.00000 ± 415952118482773311951470592.000,0.79526 ± 0.006,0.81462 ± 0.005,0.78707 ± 0.006,0.81046 ± 0.005,0.82345 ± 0.015,0.82017 ± 0.008,0.88750 ± 0.004,0.82981 ± 0.006
0.5,0.87044 ± 0.004,0.83725 ± 0.004,0.81078 ± 0.004,0.83607 ± 0.004,0.80650 ± 0.004,0.81078 ± 0.004,0.79904 ± 0.007,0.82174 ± 0.005,0.79115 ± 0.005,0.81274 ± 0.006,0.82482 ± 0.008,0.82251 ± 0.011,0.88787 ± 0.004,0.83540 ± 0.004
0.6,0.87638 ± 0.006,0.86867 ± 0.004,0.82811 ± 0.005,0.84414 ± 0.004,0.81919 ± 0.007,0.82811 ± 0.005,0.82346 ± 0.009,0.83452 ± 0.005,0.81265 ± 0.004,0.83715 ± 0.004,0.82789 ± 0.004,0.83958 ± 0.007,0.88778 ± 0.004,0.85510 ± 0.006
0.7,0.88312 ± 0.005,0.87701 ± 0.004,0.84982 ± 0.005,0.85966 ± 0.005,0.84538 ± 0.005,0.84982 ± 0.005,0.85040 ± 0.006,0.85693 ± 0.005,0.84542 ± 0.006,0.85972 ± 0.005,0.85466 ± 0.004,0.85343 ± 0.008,0.88736 ± 0.005,0.86840 ± 0.004
0.8,0.88624 ± 0.005,0.87932 ± 0.004,0.86108 ± 0.004,0.87345 ± 0.005,0.86394 ± 0.005,0.86108 ± 0.004,0.86715 ± 0.004,0.86884 ± 0.004,0.86575 ± 0.005,0.87317 ± 0.005,0.87164 ± 0.006,0.86807 ± 0.009,0.88760 ± 0.004,0.87973 ± 0.004
0.9,0.88742 ± 0.004,0.88301 ± 0.004,0.87482 ± 0.004,0.87412 ± 0.004,0.87605 ± 0.004,0.87482 ± 0.004,0.88039 ± 0.004,0.87668 ± 0.004,0.87859 ± 0.005,0.88157 ± 0.006,0.88316 ± 0.003,0.88091 ± 0.005,0.88723 ± 0.005,0.88651 ± 0.004
