,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,11.28336835570016,0.15153558737295533,11.445699076441716,0.49937899956341303
Q1_Q3_0.25,11.978685120796802,0.11089070706435035,12.163895669730447,0.5066918806132718
Q1_Q4_0.25,12.866953842329414,0.14301503593821802,13.173576138511256,0.7226516677163435
Q2_Q3_0.25,12.32283908553894,0.10636366718058853,12.594928731932889,0.5420985952988397
Q2_Q4_0.25,13.561305744158705,0.19373932084630952,13.827582306254191,0.7946205292255474
Q3_Q4_0.25,13.762046694715172,0.19319055744535418,14.037453214926739,0.7175379182194019
Q1_0.25,10.615182160167056,0.12742816859657755,10.70795186907682,0.47455077546091784
Q2_0.25,11.126529477499453,0.14250119575558287,11.270857455222234,0.4969551763596244
Q3_0.25,11.936343843235827,0.10482443250698943,12.124629406745914,0.4393849550187754
Q4_0.25,12.960470223832852,0.19079818243590219,13.168511807609326,0.6671392723648142
Q1_Q2_0.5,11.63432256916313,0.10889294272186859,11.813420714569059,0.4371621524891704
Q1_Q3_0.5,12.755555997577844,0.16845581899709242,12.925904297994412,0.6453213312915066
Q1_Q4_0.5,14.497450220771446,0.10220800407785538,14.725178624162586,0.4857709673664069
Q2_Q3_0.5,13.05803779137788,0.15193782675244596,13.220072964416525,0.5969316781025024
Q2_Q4_0.5,14.70467708666954,0.1314468973637485,14.8925580998069,0.5212021421801053
Q3_Q4_0.5,15.044037605969114,0.1753323165761314,15.28895698517733,0.7506237552897478
Q1_0.5,10.721366218055467,0.11607549942130592,10.860929032041572,0.4258898900684666
Q2_0.5,11.647813086917651,0.10778945598130603,11.791411280436483,0.37842342039820354
Q3_0.5,12.495460551868522,0.09645476757104064,12.642865477223143,0.3859307704072913
Q4_0.5,14.264295643450348,0.08409761836162613,14.620657945898126,0.410339806887203
Q1_Q2_0.75,11.757061164958682,0.10988050663639719,11.955176791459335,0.5098150268558408
Q1_Q3_0.75,13.27258308356214,0.1577049823845332,13.469875649239459,0.5644085914147426
Q1_Q4_0.75,15.298981948545451,0.13074853761706068,15.566543005791994,0.6478440345865222
Q2_Q3_0.75,13.679716104219617,0.16393272451334995,13.849778851791589,0.6681021137762974
Q2_Q4_0.75,15.483488400911877,0.10947120239942287,15.680169025732942,0.5204380589225632
Q3_Q4_0.75,15.361362546256098,0.041926276858261606,15.577469833275881,0.4773459741226288
Q1_0.75,10.644657529728814,0.12622087441662463,10.78431859853294,0.4259500658350497
Q2_0.75,11.900268841895102,0.12653937721098532,12.081206795447489,0.535544769332062
Q3_0.75,13.226865943476886,0.12247461558882565,13.388617022645406,0.6558741621661469
Q4_0.75,15.113246234366661,0.11340371169197327,15.44598919029075,0.5953227232290561
Q1_Q2_1.0,11.796218465669137,0.09501943202283888,11.951783631596973,0.43003843036819367
Q1_Q3_1.0,13.670855087746492,0.15915970885599445,13.854973891589637,0.6762653958939563
Q1_Q4_1.0,15.397486266169874,0.1334854320243608,15.624074306768112,0.6233350054007517
Q2_Q3_1.0,13.745798643173122,0.167838105359926,13.954156961146913,0.7199473655012917
Q2_Q4_1.0,15.48757787696687,0.15171079667633844,15.718705272796205,0.5675987554818654
Q3_Q4_1.0,14.623194967946052,0.09423492525066617,14.717234270833028,0.5190260586291572
Q1_1.0,10.695353750878686,0.11878050046770731,10.842819667907794,0.43993933825760206
Q2_1.0,12.002326046267825,0.10858707148757166,12.169750693648131,0.4923519405139644
Q3_1.0,13.699330882033106,0.16706879231493924,13.898927332958973,0.6782390779431923
Q4_1.0,15.115592893243942,0.10773773867306402,15.341901161095148,0.5612772098741817
