,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.22531176,0.0020280378,0.15344512,0.0007512091,0.22538826,0.006987769,0.1535445,0.0038213355
Q1_Q3_0.25,0.3025342,0.0012601352,0.214362,0.0017422123,0.30584672,0.007267447,0.21855727,0.011890009
Q1_Q4_0.25,0.4491642,0.005675814,0.31648716,0.00568633,0.44883442,0.0223358,0.31679615,0.022349479
Q2_Q3_0.25,0.39158636,0.0032985022,0.3513819,0.0038126642,0.3917122,0.010098332,0.35098177,0.011196482
Q2_Q4_0.25,0.52667195,0.0024315414,0.46233383,0.0025379295,0.52716035,0.008702294,0.46301103,0.009126006
Q3_Q4_0.25,0.56720674,0.0053052986,0.53110945,0.0047948984,0.56576073,0.019892454,0.5302059,0.017645262
Q1_0.25,0.14471371,0.0031764347,0.08196753,0.0026572163,0.14424983,0.011332973,0.081652194,0.009139164
Q2_0.25,0.31481704,0.0045036343,0.267981,0.0054217917,0.31624213,0.01743288,0.27009216,0.02110968
Q3_0.25,0.4455901,0.0018518231,0.42035508,0.0024680344,0.45012832,0.013023166,0.42554665,0.015133136
Q4_0.25,0.6607419,0.004096975,0.6343943,0.0041835285,0.6638688,0.01410604,0.6382102,0.0146275265
Q1_Q2_0.5,0.2246447,0.0010900605,0.15236667,0.0010550666,0.22456034,0.0024058484,0.15257315,0.0018558976
Q1_Q3_0.5,0.30576783,0.0039179972,0.21856761,0.0045485245,0.3061857,0.014748332,0.21923327,0.01643108
Q1_Q4_0.5,0.44049788,0.0012711837,0.31169814,0.00086504547,0.4403605,0.0052093742,0.31170616,0.004573836
Q2_Q3_0.5,0.39278358,0.0012804173,0.35211816,0.0014427006,0.39267218,0.0037252922,0.35205236,0.0036295054
Q2_Q4_0.5,0.531268,0.0035174822,0.46704116,0.0037677903,0.53086823,0.012670102,0.46669102,0.013275166
Q3_Q4_0.5,0.5716862,0.0018573285,0.53564775,0.0018259216,0.5702654,0.007924744,0.53411525,0.0075503727
Q1_0.5,0.14414902,0.0020145986,0.0817569,0.0023042215,0.14382532,0.008010005,0.08169563,0.007670886
Q2_0.5,0.31622452,0.004269793,0.27080485,0.005256561,0.31414965,0.014993771,0.26862106,0.01833178
Q3_0.5,0.44949755,0.0015071989,0.42479444,0.00201057,0.4500452,0.005476926,0.4257361,0.0073027676
Q4_0.5,0.663766,0.002936038,0.6366212,0.0028927263,0.6647414,0.011868262,0.6378585,0.012297616
Q1_Q2_0.75,0.22433671,0.0009588076,0.15213086,0.0011875337,0.22420485,0.0034054532,0.15213683,0.0044361893
Q1_Q3_0.75,0.30540794,0.0025710477,0.21791284,0.0031323326,0.3053807,0.009775732,0.21840325,0.0114462515
Q1_Q4_0.75,0.4391811,0.0015087879,0.30979687,0.0015686321,0.44062892,0.005959737,0.31098956,0.006295979
Q2_Q3_0.75,0.39202315,0.0014894854,0.35150746,0.0016080379,0.3911176,0.0053346334,0.3505088,0.0058252797
Q2_Q4_0.75,0.5318523,0.001795605,0.46739992,0.0016620399,0.5311761,0.008977217,0.46631384,0.008436754
Q3_Q4_0.75,0.57194614,0.0008666213,0.5365734,0.00046336453,0.5712764,0.0042107217,0.5356493,0.0024257274
Q1_0.75,0.14378558,0.0019901174,0.08046502,0.0016306799,0.14397503,0.007372639,0.08107744,0.005840062
Q2_0.75,0.31549308,0.0017246793,0.2693917,0.0018774807,0.31463113,0.0064714327,0.2685775,0.0071634795
Q3_0.75,0.45103297,0.00082607404,0.42668343,0.0010281247,0.45015177,0.0030065405,0.4255899,0.0036122235
Q4_0.75,0.66126883,0.002217892,0.6341115,0.0019350963,0.6625406,0.009295689,0.6356333,0.008772207
Q1_Q2_1.0,0.22429292,0.0010698894,0.15194342,0.0010985541,0.22430646,0.0035832892,0.15210265,0.0038643545
Q1_Q3_1.0,0.30515242,0.0019695368,0.21787062,0.0022825347,0.30561388,0.007308313,0.21869841,0.008257281
Q1_Q4_1.0,0.44057617,0.0015418767,0.31109196,0.001503378,0.44126862,0.0051613944,0.31181943,0.005373845
Q2_Q3_1.0,0.3922915,0.0009301549,0.35181904,0.000974635,0.3916808,0.0033615956,0.35108286,0.0034829767
Q2_Q4_1.0,0.5312743,0.0022931779,0.46675196,0.002124366,0.5313851,0.008579288,0.4666849,0.00785996
Q3_Q4_1.0,0.5706816,0.0013764544,0.53513134,0.0010731958,0.57020295,0.005457671,0.5344133,0.0043813917
Q1_1.0,0.14297912,0.0013975046,0.08051966,0.0013158672,0.14307821,0.005389924,0.08074799,0.0048503997
Q2_1.0,0.31560582,0.0015753477,0.26985866,0.0018018335,0.315012,0.0056616766,0.2692091,0.006499228
Q3_1.0,0.45178705,0.0013638019,0.4276434,0.0013674791,0.4505929,0.005169526,0.42611724,0.005144706
Q4_1.0,0.6610327,0.0021852804,0.6335336,0.0020612767,0.66203946,0.009169997,0.63483894,0.009178333
