,train_ML_f1_mean,train_ML_f1_std,test_ML_f1_mean,test_ML_f1_std
Q1_Q2_0.25,0.9689897904819869,0.01000875885932703,0.7756841572832359,0.040892901491159026
Q1_Q3_0.25,0.9650567628818336,0.013562996214430151,0.7308439275410699,0.057096682182941234
Q1_Q4_0.25,0.9514652762611637,0.013453301036812467,0.6841456626996697,0.052214524973791296
Q2_Q3_0.25,0.9757733781018072,0.009094833590434857,0.7911458415046266,0.04287497628135568
Q2_Q4_0.25,0.9824958140843852,0.012419142643061654,0.8021968327242008,0.02235765812235199
Q3_Q4_0.25,0.9784266322161332,0.008923116706030146,0.8091759853295946,0.06714092790255417
Q1_0.25,0.9622192456527049,0.009327932377314727,0.7723588666235726,0.06946306487558995
Q2_0.25,0.9663521733455573,0.015705299591925688,0.8015800326724364,0.049329415985666016
Q3_0.25,0.9730037246016655,0.009561636297533857,0.7626632644412965,0.03566682431228804
Q4_0.25,0.9798849509650355,0.011890468128325475,0.8005793528139094,0.05882706267819122
Q1_Q2_0.5,0.9365814170635757,0.009231512263640163,0.7237335642307825,0.06704587438040632
Q1_Q3_0.5,0.9608135116474891,0.019939401596632152,0.7916296180806454,0.05588623230647609
Q1_Q4_0.5,0.9526920749044949,0.009822188660879708,0.7262249579275489,0.061924339453897796
Q2_Q3_0.5,0.9743972303435822,0.008967551320330953,0.758949195332654,0.04125284094155656
Q2_Q4_0.5,0.9555350406177492,0.020249200854263395,0.7635388634909827,0.0743002553745645
Q3_Q4_0.5,0.9595689722253393,0.011325386095416345,0.7117343463598333,0.05126084831140918
Q1_0.5,0.9662865660274346,0.00618241787860511,0.73737779866317,0.0643905128045363
Q2_0.5,0.9716935467440523,0.01814130220660214,0.7552739004566247,0.06103284864474999
Q3_0.5,0.9608216045137997,0.016341974488654737,0.777249707170118,0.06256126769163352
Q4_0.5,0.9676895461074825,0.007624410777548468,0.756624024274348,0.047839620095549804
Q1_Q2_0.75,0.9096712003084628,0.013179206436003402,0.6936202115883937,0.03536853480873086
Q1_Q3_0.75,0.9232214053080202,0.01729807122047663,0.6509207888485161,0.08911408279531381
Q1_Q4_0.75,0.9178891454129255,0.012104331218399128,0.7070244627168945,0.06918340924260245
Q2_Q3_0.75,0.9635471369489634,0.010499759582994348,0.7489487070458567,0.04161360668754513
Q2_Q4_0.75,0.948730519462023,0.014179123207426442,0.7631725522161246,0.05277366207835252
Q3_Q4_0.75,0.929876234652937,0.003842839251675083,0.7115694390975651,0.06653850558088743
Q1_0.75,0.9299528317096304,0.01006146336184194,0.7576660203506261,0.031322576163633264
Q2_0.75,0.9676753211086908,0.014287610602316918,0.775694097941114,0.0790489573555633
Q3_0.75,0.9703271987054503,0.00904984171445658,0.776932305873977,0.029263551588239754
Q4_0.75,0.9703461851268443,0.01249418071964054,0.7969727052685733,0.05597349208390648
Q1_Q2_1.0,0.7932063048007844,0.020554002402390834,0.561609215022048,0.06774837042928415
Q1_Q3_1.0,0.889208717545592,0.019231507734423652,0.6679296365010651,0.03346399788280508
Q1_Q4_1.0,0.8167033971201174,0.01691046001318467,0.6322068980799584,0.04405834256811448
Q2_Q3_1.0,0.939288111775084,0.01668058869689697,0.7045000030547736,0.08295992458950016
Q2_Q4_1.0,0.9206010937768868,0.008500883679584069,0.6844314296513782,0.0776585320964935
Q3_Q4_1.0,0.8520802521434379,0.02022977285276818,0.6241876491841625,0.048023781712580024
Q1_1.0,0.9041184468408925,0.017431628142142615,0.6974291574675207,0.06485061339480816
Q2_1.0,0.9596228755821358,0.0072516995440915855,0.7596471182785246,0.07926396650789663
Q3_1.0,0.9662958613126771,0.01206052378466428,0.746457923030813,0.07800522365667571
Q4_1.0,0.9111930744230735,0.014494977684904571,0.7093869869374647,0.046753726945939975
