,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.16217098,0.0026567015,0.12690493,0.0021039406,0.19882855,0.009569851,0.15841272,0.0102882385
Q1_Q3_0.25,0.15248331,0.0014036581,0.11903089,0.0019183382,0.18338394,0.007258698,0.14296834,0.0055227047
Q1_Q4_0.25,0.21631834,0.0022124217,0.18264477,0.002195921,0.2583509,0.01153857,0.2205729,0.009607021
Q2_Q3_0.25,0.101544596,0.0034401286,0.07871136,0.002078724,0.10629767,0.009734932,0.08540684,0.008002905
Q2_Q4_0.25,0.1780259,0.0019464998,0.1325097,0.0008671739,0.21863702,0.009424949,0.16577907,0.009488585
Q3_Q4_0.25,0.17618549,0.0038825867,0.1344166,0.0031264895,0.22033468,0.010918979,0.16939363,0.00980198
Q1_0.25,0.19146273,0.0070472425,0.15753601,0.006191649,0.23997085,0.025933322,0.20540877,0.022367086
Q2_0.25,0.104192115,0.0030346427,0.07970779,0.002749771,0.11269854,0.0055045453,0.09091618,0.006456974
Q3_0.25,0.10146622,0.0021408834,0.07978389,0.0015700825,0.10145657,0.010438897,0.080275625,0.0101562245
Q4_0.25,0.24084008,0.0033554963,0.20046762,0.004561236,0.29523265,0.013203733,0.25434822,0.010673055
Q1_Q2_0.5,0.19955698,0.0018156094,0.16101697,0.002902056,0.22960672,0.01783681,0.18740964,0.016563188
Q1_Q3_0.5,0.17161128,0.0029771489,0.13124147,0.0015208903,0.20082304,0.016249806,0.15287639,0.010165554
Q1_Q4_0.5,0.24958107,0.0023887898,0.21395604,0.0019819424,0.2667865,0.015027839,0.22716057,0.01176195
Q2_Q3_0.5,0.109262824,0.0022669022,0.08469938,0.0016483287,0.116142824,0.010112672,0.09211463,0.00931776
Q2_Q4_0.5,0.19961622,0.0030250244,0.14886948,0.001511005,0.22971591,0.009577578,0.17213985,0.006687969
Q3_Q4_0.5,0.22180668,0.0026681556,0.17578533,0.001967066,0.25412017,0.011799848,0.20085451,0.010207597
Q1_0.5,0.22087006,0.005370959,0.18872532,0.0057195164,0.26290387,0.02412009,0.22869548,0.022590112
Q2_0.5,0.10489271,0.0022063216,0.08098213,0.0015335957,0.11612488,0.008254544,0.094389684,0.008194715
Q3_0.5,0.10420569,0.0022051663,0.082827225,0.0016978548,0.110078,0.011297606,0.087139614,0.010116129
Q4_0.5,0.27291167,0.0042679408,0.23760764,0.0048021763,0.3185449,0.0082778605,0.28048962,0.007212005
Q1_Q2_0.75,0.2571742,0.0029177738,0.21732056,0.0030211916,0.2703263,0.018642327,0.22807881,0.015788041
Q1_Q3_0.75,0.18989256,0.0030917476,0.14448892,0.0020196426,0.21777292,0.020752085,0.16553952,0.014692369
Q1_Q4_0.75,0.26840544,0.0030878864,0.23210454,0.002736,0.27304697,0.014474402,0.2341253,0.01111465
Q2_Q3_0.75,0.11872854,0.0025964736,0.09241997,0.0020991794,0.13158421,0.007636345,0.10460858,0.0071924045
Q2_Q4_0.75,0.23610184,0.0037150087,0.17315891,0.004031134,0.2505437,0.020767655,0.1844649,0.017812232
Q3_Q4_0.75,0.28297764,0.003301131,0.23066339,0.0028583682,0.2934329,0.01674209,0.23810141,0.012903494
Q1_0.75,0.2695031,0.003805977,0.23294699,0.0029737062,0.2964814,0.024880711,0.25664803,0.020109355
Q2_0.75,0.11374879,0.0022346172,0.088214934,0.0013659365,0.12933268,0.0045220335,0.10449074,0.006719991
Q3_0.75,0.11311933,0.0018551438,0.089878514,0.0013202342,0.1184804,0.011085264,0.09407065,0.010610753
Q4_0.75,0.33148497,0.003236393,0.29829487,0.0032748464,0.35018486,0.016208801,0.31393477,0.015146044
Q1_Q2_1.0,0.33315825,0.0056698993,0.29214516,0.004282651,0.33867222,0.018592983,0.29755312,0.0136968875
Q1_Q3_1.0,0.23608144,0.007573724,0.1762037,0.0052689826,0.2495755,0.026003668,0.18900582,0.017646696
Q1_Q4_1.0,0.27933538,0.0037287227,0.24177893,0.0032043103,0.2826417,0.015475284,0.24350925,0.012981742
Q2_Q3_1.0,0.13073026,0.0021602006,0.102553844,0.0015889406,0.15062132,0.010144995,0.12044784,0.008780208
Q2_Q4_1.0,0.27464655,0.00669681,0.1980172,0.0062495708,0.28262478,0.027544567,0.20598483,0.023817377
Q3_Q4_1.0,0.35791606,0.005497366,0.30860835,0.004390069,0.36359674,0.020440046,0.3130146,0.015997957
Q1_1.0,0.3100539,0.00697167,0.27081472,0.005356236,0.32363114,0.027929211,0.28288442,0.021539178
Q2_1.0,0.1198778,0.003482523,0.093923114,0.0030519788,0.1372829,0.0047079823,0.11199448,0.0074143484
Q3_1.0,0.1224824,0.0024514645,0.09759536,0.0021033266,0.12877281,0.014257196,0.10206771,0.012765371
Q4_1.0,0.38343546,0.005219239,0.34822172,0.004814292,0.39216006,0.024180965,0.35590947,0.022756403
