,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,9.01425 ± 0.723,8.99125 ± 0.762,9.00742 ± 0.706,9.03791 ± 0.718,8.99896 ± 0.777,9.00645 ± 0.721,9.00506 ± 0.700,8.98090 ± 0.716,9.00628 ± 0.703,10.99079 ± 1.171,10.53109 ± 0.941,12.57070 ± 1.580,15.10029 ± 1.621,8.99158 ± 0.716
0.2,9.56632 ± 0.841,9.08335 ± 0.829,11.13656 ± 0.804,10.30228 ± 0.858,11.33139 ± 0.803,11.23885 ± 0.748,11.14553 ± 0.743,10.83661 ± 0.797,11.16331 ± 0.837,11.89583 ± 2.113,12.74813 ± 1.676,12.35987 ± 1.845,15.26522 ± 1.615,10.93003 ± 0.809
0.3,8.95241 ± 0.752,8.99100 ± 0.760,9.00538 ± 0.764,9.01016 ± 0.773,8.99368 ± 0.777,8.99248 ± 0.773,8.98892 ± 0.755,9.01679 ± 0.762,8.99417 ± 0.758,10.88221 ± 1.335,12.74349 ± 1.450,12.05621 ± 0.955,15.08286 ± 1.619,8.96476 ± 0.758
0.4,10.18419 ± 1.203,9.76113 ± 0.773,20.09588 ± 1.024,16.06575 ± 0.998,20.17977 ± 1.078,20.03825 ± 1.125,18.97347 ± 1.689,17.40271 ± 1.357,19.55403 ± 1.151,13.55666 ± 1.718,13.68697 ± 0.840,13.31614 ± 0.894,15.29629 ± 1.632,17.07810 ± 1.452
0.5,8.98575 ± 0.753,8.97190 ± 0.766,8.99989 ± 0.690,9.05113 ± 0.692,9.02134 ± 0.733,9.03509 ± 0.675,9.03436 ± 0.689,8.96510 ± 0.726,9.01689 ± 0.682,10.88015 ± 1.313,12.02703 ± 2.045,11.26274 ± 1.273,15.10312 ± 1.619,9.02962 ± 0.662
0.6,8.97991 ± 0.787,8.96404 ± 0.759,8.97374 ± 0.712,9.05242 ± 0.719,8.95599 ± 0.791,8.95931 ± 0.791,9.00986 ± 0.672,9.29323 ± 1.014,9.05799 ± 0.616,10.88105 ± 1.344,13.62685 ± 1.695,13.08073 ± 1.834,15.08249 ± 1.616,9.29261 ± 0.826
0.7,10.08629 ± 1.353,10.48433 ± 0.671,27.29399 ± 2.050,21.88384 ± 1.664,26.38596 ± 0.609,26.86702 ± 1.414,25.23852 ± 5.247,21.03659 ± 1.227,25.56018 ± 2.811,15.18693 ± 1.416,13.41332 ± 1.664,13.98234 ± 0.821,15.42904 ± 1.683,17.89000 ± 2.144
0.8,8.94921 ± 0.730,9.01419 ± 0.771,8.95646 ± 0.797,8.92318 ± 0.780,8.95131 ± 0.774,8.94276 ± 0.823,8.97397 ± 0.796,9.63645 ± 1.232,8.99220 ± 0.797,10.88829 ± 1.318,13.08957 ± 2.374,12.85355 ± 0.806,15.04884 ± 1.608,9.60819 ± 0.815
