,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,12.40792 ± 1.443,12.68808 ± 1.400,12.19885 ± 1.414,12.28198 ± 1.397,12.16461 ± 1.439,12.17336 ± 1.421,12.16918 ± 1.424,12.20025 ± 1.389,12.14541 ± 1.439,12.49349 ± 1.537,14.56809 ± 1.496,14.54152 ± 1.572,18.28817 ± 1.760,12.27980 ± 1.394
0.2,12.57493 ± 1.471,12.97014 ± 1.267,12.29765 ± 1.428,12.44795 ± 1.430,12.26246 ± 1.420,12.25782 ± 1.424,12.25768 ± 1.450,12.31126 ± 1.481,12.23738 ± 1.440,12.70717 ± 1.262,14.53905 ± 1.549,14.53791 ± 1.565,18.29986 ± 1.744,12.30912 ± 1.443
0.3,12.67167 ± 1.466,14.01532 ± 1.080,12.65860 ± 1.435,12.74873 ± 1.420,12.59606 ± 1.394,12.60689 ± 1.476,12.46244 ± 1.491,12.91322 ± 1.445,12.63562 ± 1.465,13.15982 ± 1.326,14.56529 ± 1.511,14.54264 ± 1.526,18.30366 ± 1.743,12.59940 ± 1.451
0.4,13.22783 ± 1.544,13.79449 ± 1.192,12.94031 ± 1.474,13.21351 ± 1.578,13.05224 ± 1.403,12.97763 ± 1.521,13.02287 ± 1.578,13.02673 ± 1.588,12.97577 ± 1.592,13.33382 ± 1.709,14.53465 ± 1.587,14.52054 ± 1.558,18.28907 ± 1.747,13.03496 ± 1.538
0.5,13.29171 ± 1.364,14.37468 ± 1.256,13.12115 ± 1.432,13.64431 ± 1.438,13.08738 ± 1.447,13.34380 ± 1.455,13.32611 ± 1.414,13.36166 ± 1.427,13.16772 ± 1.388,13.38605 ± 1.425,14.50478 ± 1.530,14.35998 ± 1.408,18.29978 ± 1.746,13.22388 ± 1.320
0.6,13.60833 ± 1.474,15.03521 ± 1.229,13.32323 ± 1.459,13.80133 ± 1.535,13.44368 ± 1.532,13.68073 ± 1.504,13.61173 ± 1.493,13.48472 ± 1.463,13.67525 ± 1.469,13.56628 ± 1.533,14.53571 ± 1.565,14.49924 ± 1.570,18.28992 ± 1.747,13.29223 ± 1.447
0.7,14.26821 ± 1.372,14.93440 ± 1.159,14.01412 ± 1.491,14.11322 ± 1.522,14.03159 ± 1.435,14.18450 ± 1.513,14.09033 ± 1.628,14.10099 ± 1.513,14.21259 ± 1.641,14.21106 ± 1.269,14.63180 ± 1.572,14.53273 ± 1.560,18.29313 ± 1.745,14.07072 ± 1.518
0.8,14.18922 ± 1.589,14.79283 ± 1.293,14.15338 ± 1.600,14.27380 ± 1.499,14.00201 ± 1.636,14.34638 ± 1.380,14.43061 ± 1.610,14.24637 ± 1.609,14.30211 ± 1.669,14.14060 ± 1.748,14.64005 ± 1.571,14.54839 ± 1.556,18.28738 ± 1.732,14.18580 ± 1.567
0.9,14.43084 ± 1.480,16.49764 ± 1.354,14.35632 ± 1.514,14.31268 ± 1.530,14.39255 ± 1.591,14.43475 ± 1.580,14.43322 ± 1.462,14.43534 ± 1.560,14.36956 ± 1.558,14.10146 ± 1.534,15.49180 ± 1.667,14.55703 ± 1.560,18.26275 ± 1.763,14.37549 ± 1.499
