,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.8683912971907952,0.0,0.0,0.8622888297537227,0.8712785794413336,0.8976442604059841,0.9211179759624273,0.9106991806994124,0.8800835479725185,0.8943238017032871,0.8799465233980254,0.8936936295768648,0.8910959462963843,0.7873294794800069
Cali,0.8505559097309489,0.0,0.0,0.8505890703169235,0.7658241070278278,0.7818862908436499,0.8547739879585791,0.7952306742385433,0.6275443704589492,0.8509699537898859,0.8505937599817903,0.834734108200664,0.8233012034024029,0.8512145878218551
Climate,0.8295694888171425,0.0,0.0,0.8318939947071288,0.8234071783484905,0.8228941021111297,0.8239028383213501,0.8235343503589698,0.8310713666157113,0.8238170224393961,0.8196307182770969,0.8259400221393995,0.827796707739161,0.7753544566219879
Concre,0.43812065557769186,0.0,0.0,0.4425951712159565,0.4415476207229453,0.2717429020127399,0.44255870626268196,0.346980389396375,0.4158488329971449,0.44011680804198594,0.23072992692188268,0.4414848532757195,0.44204413976204754,0.3578251207941429
Qsar,0.054822653031464316,0.0,0.0,0.10505494505494506,0.054822653031464316,0.08283272283272283,0.10505494505494506,0.08283272283272283,0.054822653031464316,0.10505494505494506,0.10505494505494506,0.054822653031464316,0.054822653031464316,0.04819229714732868
Red,0.9136540713290872,0.0,0.0,0.9119144400726246,0.910398072369923,0.9218993084232174,0.924423742375029,0.9261748428322795,0.8850756780519482,0.9197752653105196,0.9184811646558282,0.9165325645259987,0.9202013460524363,0.9114725851097216
Sonar,0.8663198755280799,0.0,0.0,0.8703471533024736,0.8680673282455267,0.8555819059935376,0.8800190103398291,0.8366010111722089,0.854581756238314,0.8732226690969785,0.8671873163919583,0.8655340063337655,0.868796649449464,0.8072835803992353
White,0.8405100274622865,0.0,0.0,0.846407584060841,0.8523986702524518,0.8408251199720832,0.8749115824340556,0.5813649390490508,0.746279609103836,0.8506123249549079,0.8451909985083125,0.846716931763493,0.8411502688411773,0.8355129935449883
Yacht,0.6173719913623474,0.0,0.0,0.6107590159290492,0.6066783841268768,0.2986897850199955,0.6283310169615925,0.6060694612869442,0.6205107315033642,0.616090768263408,0.5111734509061868,0.6142333074878213,0.6049149876721753,0.5856214598396201
Yeast,0.718222415368504,0.0,0.0,0.993062527100309,0.7197923487636335,0.9916612900521476,0.9920484018227445,0.9921865073904274,0.7190118970496501,0.9919309502226301,0.9918591115454509,0.7184183410608468,0.7182300097405722,0.6841637678695919
