,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.7817841766130652,0.0,0.0,0.8306056015794789,0.7706971273337491,0.7833921346738635,0.8195184457796882,0.8776956641407001,0.7820959544667064,0.7975879042810855,0.739802876213048,0.778418980008223,0.7751552751394046,0.816452160428588
Cali,0.5007239818338025,0.0,0.0,0.506615749564019,0.3519230715606383,0.5230855484485695,0.6307108941892624,0.49947300017562146,0.2983157728820096,0.4858366696378778,0.5316356777626624,0.4753906817699375,0.31251810057434454,0.4804981245701699
Climate,0.4628018846139855,0.0,0.0,0.4632043998478485,0.46990015963603093,0.47073980278906175,0.4727365111040623,0.470920063459969,0.4503955638081939,0.46154400089080383,0.4695895569210025,0.47054573505038244,0.4712502023129289,0.42552568282407155
Concre,0.2947786966045599,0.0,0.0,0.324156755042988,0.2034693177394971,0.37097820600799725,0.3398715336402178,0.3840808563081023,0.30087055514755334,0.32799339081336243,0.3146366882676023,0.36025417792851344,0.3278478272016503,0.27658851475014135
Qsar,0.3437487255185353,0.0,0.0,0.4620136739149118,0.33829837599467605,0.4564290795516531,0.45956427975936104,0.4749159047102979,0.33358833679858846,0.4459611554109775,0.4138374837775727,0.4247640612094944,0.37905193346151334,0.3135481709405837
Red,0.5323765336028858,0.0,0.0,0.5345573276886627,0.5846179161707102,0.5737007778046108,0.5983219293953205,0.5539603723317589,0.534262995684349,0.5330770389375482,0.5676497296323982,0.6072419070208755,0.5836430796003254,0.5372363093078297
Sonar,0.5646645520051281,0.0,0.0,0.5775511640498978,0.5996625873712962,0.5593597428974214,0.5887584287137143,0.6048555482542487,0.5698257286279146,0.6095306651655481,0.3840752694707316,0.614288964719317,0.5828579049732978,0.5460078596606497
White,0.6176693737933777,0.0,0.0,0.6115651894817777,0.5696355883653667,0.7090023262969207,0.6532972950922913,0.7249497450057195,0.6026584601166853,0.6529342230626757,0.7012859965713413,0.6787837249894584,0.6710768939710128,0.6829878101095712
Yacht,0.5498859914713263,0.0,0.0,0.5884538981956886,0.5677890303508297,0.6182383908776232,0.49471049380713306,0.5797805071680618,0.5343184492695852,0.5544517566419465,0.7542947138030283,0.5924716682825786,0.5796381565160302,0.46270357994698674
Yeast,0.37622812878583084,0.0,0.0,0.4037867286095872,0.3855711643587184,0.4006125527765999,0.44037062404018795,0.40621572900432845,0.37779202849375587,0.43649040462132865,0.45626140584567343,0.40593924415335775,0.3822527124974099,0.3465414011867211
