,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.96759 ± 0.019,0.97036 ± 0.007,0.97034 ± 0.011,0.97168 ± 0.008,0.97441 ± 0.009,0.97030 ± 0.013,0.97168 ± 0.012,0.96096 ± 0.011,0.94876 ± 0.016,0.93131 ± 0.010,1.00000 ± 0.000,0.97165 ± 0.012
0.2,0.96499 ± 0.014,0.97044 ± 0.013,0.97038 ± 0.007,0.97711 ± 0.007,0.96363 ± 0.013,0.96358 ± 0.014,0.96362 ± 0.010,0.95544 ± 0.018,0.92724 ± 0.018,0.93404 ± 0.018,1.00000 ± 0.000,0.97442 ± 0.017
0.3,0.97719 ± 0.011,0.97043 ± 0.007,0.96494 ± 0.013,0.91642 ± 0.091,0.96369 ± 0.018,0.96627 ± 0.011,0.96093 ± 0.016,0.95286 ± 0.006,0.93143 ± 0.016,0.92593 ± 0.014,0.99598 ± 0.005,0.97587 ± 0.014
0.4,0.95143 ± 0.005,0.95812 ± 0.009,0.95683 ± 0.007,0.95818 ± 0.005,0.94601 ± 0.010,0.94733 ± 0.012,0.95140 ± 0.010,0.93953 ± 0.014,0.91369 ± 0.008,0.91639 ± 0.008,1.00000 ± 0.000,0.96495 ± 0.006
0.5,0.95013 ± 0.013,0.93921 ± 0.013,0.94600 ± 0.013,0.94465 ± 0.003,0.94182 ± 0.018,0.94191 ± 0.014,0.93635 ± 0.015,0.94055 ± 0.020,0.88492 ± 0.006,0.88653 ± 0.024,0.99733 ± 0.005,0.95133 ± 0.015
0.6,0.93535 ± 0.012,0.96500 ± 0.008,0.94091 ± 0.016,0.94750 ± 0.008,0.94344 ± 0.016,0.93136 ± 0.015,0.94082 ± 0.007,0.92327 ± 0.013,0.91260 ± 0.021,0.91121 ± 0.008,1.00000 ± 0.000,0.94740 ± 0.013
0.7,0.93532 ± 0.009,0.93001 ± 0.016,0.94201 ± 0.012,0.93671 ± 0.013,0.94482 ± 0.014,0.93664 ± 0.020,0.92723 ± 0.020,0.91657 ± 0.026,0.89779 ± 0.031,0.88265 ± 0.009,0.99867 ± 0.003,0.94735 ± 0.025
0.8,0.94340 ± 0.013,0.94340 ± 0.013,0.94757 ± 0.019,0.95005 ± 0.014,0.93937 ± 0.019,0.93393 ± 0.010,0.93402 ± 0.014,0.93666 ± 0.007,0.89234 ± 0.007,0.89238 ± 0.005,0.99733 ± 0.003,0.95553 ± 0.008
