,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.86495 ± 0.017,0.87448 ± 0.016,0.86906 ± 0.012,0.88392 ± 0.017,0.87725 ± 0.016,0.87844 ± 0.015,0.87584 ± 0.014,0.84897 ± 0.013,0.85381 ± 0.021,0.85231 ± 0.017,0.80352 ± 0.026,0.86901 ± 0.013
0.2,0.86226 ± 0.020,0.85708 ± 0.019,0.86486 ± 0.023,0.87191 ± 0.016,0.86783 ± 0.024,0.85975 ± 0.028,0.85684 ± 0.027,0.83404 ± 0.021,0.84066 ± 0.018,0.85149 ± 0.019,0.81910 ± 0.013,0.86763 ± 0.017
0.3,0.88348 ± 0.012,0.85821 ± 0.013,0.86506 ± 0.011,0.83719 ± 0.045,0.87180 ± 0.012,0.87710 ± 0.016,0.86229 ± 0.017,0.85934 ± 0.018,0.84282 ± 0.016,0.84546 ± 0.013,0.82495 ± 0.032,0.88220 ± 0.015
0.4,0.86032 ± 0.009,0.84173 ± 0.018,0.85108 ± 0.018,0.83773 ± 0.020,0.84866 ± 0.017,0.85920 ± 0.016,0.83523 ± 0.025,0.82545 ± 0.022,0.82555 ± 0.012,0.83071 ± 0.028,0.82749 ± 0.012,0.86439 ± 0.012
0.5,0.83430 ± 0.023,0.81262 ± 0.020,0.80075 ± 0.030,0.80498 ± 0.028,0.79488 ± 0.029,0.80855 ± 0.027,0.79644 ± 0.029,0.80300 ± 0.013,0.77206 ± 0.014,0.77314 ± 0.027,0.83096 ± 0.037,0.85008 ± 0.023
0.6,0.85560 ± 0.012,0.85816 ± 0.005,0.83949 ± 0.017,0.83552 ± 0.030,0.85294 ± 0.008,0.84893 ± 0.011,0.84616 ± 0.010,0.83537 ± 0.004,0.82568 ± 0.020,0.83792 ± 0.012,0.81227 ± 0.031,0.87173 ± 0.007
0.7,0.85194 ± 0.022,0.84406 ± 0.028,0.84059 ± 0.008,0.82973 ± 0.021,0.86337 ± 0.019,0.84509 ± 0.023,0.82800 ± 0.024,0.84726 ± 0.010,0.81456 ± 0.024,0.80623 ± 0.011,0.80616 ± 0.028,0.86594 ± 0.025
0.8,0.85927 ± 0.014,0.86094 ± 0.010,0.83807 ± 0.015,0.82826 ± 0.018,0.85281 ± 0.022,0.85674 ± 0.010,0.84025 ± 0.026,0.89071 ± 0.023,0.82174 ± 0.011,0.81241 ± 0.021,0.83909 ± 0.046,0.86734 ± 0.018
