,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Cali,0.5383951923153606,0.6362420061385728,0.5970458530826122,0.6326972499778722,0.6377384794938206,0.6535989682576135,0.6585842244461313,0.5195473251544709,0.616001858196992,0.6797792886744893,0.4970184501705561,-6.994114903086006,-13.487188308527248,-3.4148563250813
Concre,0.31384648528779974,0.14210873597098106,0.33523531432779796,0.36357252321391303,0.32077521521318164,0.40787235746798717,0.39855010454321493,0.40182119986928805,0.32242659848730293,0.41181169177677435,0.26374112906074226,0.2354541717558467,0.2542054665626402,-4.644052654340877
Red,0.26606746782598095,0.26928312116427333,0.20024265113329717,0.21904548111064015,0.24274372961699725,0.2472423146444278,0.18339426470537992,-17.241382620142492,0.27522564754883583,0.21027630734220182,0.029097082508479265,-0.14448632000067568,-0.1292396197315316,-50.22537643662402
White,0.22331093996203366,0.24507234616125767,0.28553081803300345,0.30994559546261086,0.2956845232600594,0.305906451347462,0.3093704989461487,0.3119209472554344,0.279327951478577,0.309893487427937,0.0013312739722133981,-0.1546319279228346,-0.15033996445384443,-42.93646249864848
Yacht,0.25389143060736785,0.14615856827665025,0.29628746549717433,0.2542864949503386,0.28766248476790446,0.29263480976623174,0.2739514620025284,0.28925026790684416,0.2893399709534378,0.2940989572714091,0.22127930832843584,0.06732378862847814,0.060736638955476055,-0.4915760233322186
