,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.9637488935291222,0.8781105069387879,0.9749683110153878,0.9830695146259106,0.9705259967650761,0.9837931216138811,0.9801355149193072,0.983064586675367,0.9771897868361975,0.9823348815563804,0.9651780550784521,0.8674139352987416,0.8121809702517696,0.27807603934146663
Climate,0.6653354720925144,0.5293542756420724,0.7731768630184134,0.687684296324725,0.7693261167497567,0.7731768630184134,0.7455030725512016,0.7132289667041586,0.7629250105801524,0.7675463880167416,0.6830972540368251,0.4776858435681965,0.4776858435681965,0.4776858435681965
Qsar,0.8063213372254971,0.8154544153674241,0.8464963399645381,0.8502690914220103,0.8457733858217494,0.8527994713127931,0.8470885095912328,0.8511824005972812,0.8456774476099224,0.8470884626770369,0.8032811883889328,0.7987810358250627,0.7902462665332751,0.39842406976903394
Sonar,0.7604355425782359,0.7220365690654565,0.7674110383301833,0.77660962422986,0.7903882276939566,0.7892893298481013,0.8209135124007212,0.8255691555236601,0.7922737180675515,0.796163305638846,0.7606063069686648,0.772540753021231,0.8011476230525852,0.3567336230089784
Yeast,0.42529936226804355,0.41549669963549657,0.5078007439888264,0.49766318548257127,0.49101275810262707,0.5001123038387736,0.49550976226497456,0.498526440202547,0.500026105932571,0.5012719020550579,0.39419417243527216,0.24412230264546686,0.2751011818770005,0.018883174665289038
