,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,0.004306050296728352,1.0,1.0,1.0,0.6,0.6388630009462009,0.8,0.7194315004731004,0.8,0.7194315004731004,1.0,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.04607103201382618,0.14456441082083435,0.6339982630803315,0.2945708939145246,0.6250495215412128,0.46539009004291926,0.46830275662814264,0.39938123548027804,0.5807487932837512,0.6469820815632896,0.41459922463980553,0.0,0.0,0.0
Qsar,0.0,0.04026768750697577,0.8817870035353612,0.8352104442754185,0.8704882295799645,0.8536452742128663,0.7798111768004627,0.8693183627902217,0.5258115928833423,0.8939938242130163,0.5925610848918607,0.015799212669785075,0.015498719785003112,0.0
Red,0.04024499920498825,0.3950847787984146,0.960817110685339,0.9267730735042315,0.8810813227623988,0.7849003281898203,0.8973734313263027,0.21778251408390212,0.8450327320300733,0.9378573617760259,0.8850128998376908,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
White,0.005879457033330963,0.3642596819717437,1.0,0.8334803356820757,0.9167401678410378,0.4296389724136695,0.8,0.8,0.9167401678410378,0.8,1.0,0.2,0.2,0.2
Yacht,0.30889042143349366,0.10430589589850196,0.5158596213482932,0.3611535102975326,0.389230125903247,0.5606404529260995,0.5858013239671258,0.5920477392754702,0.5169993226801612,0.4549920962410523,0.22705119872110213,0.13396842455987285,0.16803252977719288,0.0
Yeast,0.7278560408966028,0.884628426736635,1.0,0.9694970450100626,0.9694970450100626,0.9694970450100626,0.9694970450100626,0.9694970450100626,0.9584279676145357,0.9694970450100626,0.9300693095945265,0.0,0.0,0.0
