,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,-0.00036625932855909266,0.7194052460541778,0.9194052460541778,0.9194052460541778,0.9194052460541778,0.41043858165722236,0.6388104921083556,0.7232466579674701,0.7194052460541778,0.665810205497493,0.7194052460541778,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.027894166763126997,0.1160020932273759,0.21845809734505872,0.2095832834200213,0.19892050465480635,0.1618288279733448,0.21026195053689833,0.22890288233753409,0.23761654167250276,0.23177457454249586,0.19039813646313683,0.0,0.0,0.0
Qsar,0.0014532135782164212,0.025169590622176226,0.42723775704347877,0.5702983916258286,0.4247705362633665,0.49269186549210336,0.6552115307512227,0.49272046756911847,0.3501216468116849,0.571835237961538,0.3534407076199221,0.0018936786091599263,0.0018936786091599263,0.0
Red,0.020248910514461753,0.1777077064647281,0.31993833971729224,0.35240087591714175,0.3356228781536702,0.29621793270208524,0.32798465591124765,0.16373301916294497,0.2703808879606276,0.3309875504431321,0.2943601509164896,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,1.0
White,0.0029164035756937016,0.20084899494111905,0.4,0.4,0.47088529632857307,0.2842235346011736,0.4,0.39976125801361756,0.4,0.4,0.4,0.2,0.2,0.2
Yacht,0.32864758594955057,0.14764748580046821,0.251179424035386,0.3118915586328575,0.19284105144479563,0.3125228804989276,0.21051458589887223,0.20233162876451707,0.1752559378188862,0.219627121192578,0.14371202303037273,0.0,0.003931482676515358,0.0
Yeast,0.6400758749879143,0.48383316304201135,0.5122555620866088,0.5122555620866088,0.5122555620866088,0.5524130455769278,0.5122555620866088,0.5122555620866088,0.4308940598131696,0.6358227597094545,0.5122555620866088,0.0,0.0,0.0
