,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cali,9.634468386780146e-05,0.7194315004731004,0.9194315004731004,0.9194315004731004,0.9194315004731004,0.4106009875045409,0.6388630009462009,0.7233684854636968,0.7194315004731004,0.6658625726806041,0.7194315004731004,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.03859256595297025,0.1265491732469186,0.22808561526313179,0.21920904341328992,0.2092348666056441,0.1714986229939634,0.21906139576774644,0.2374292698583355,0.24690946311925915,0.23813917894026723,0.20062831438195744,0.0,0.0,0.0
Qsar,0.0040045386686950925,0.04097539976508806,0.4350692112347395,0.5764910629258942,0.4327122391828572,0.5003523015550886,0.6600806252987137,0.4985747190792983,0.35560254985862505,0.578612654238296,0.36407106104497783,0.005568056040719353,0.005568056040719353,0.0
Red,0.0261468350397839,0.1853146754118728,0.32408503140918876,0.35690931283800825,0.3402901696371055,0.30135882515936485,0.3324591536779909,0.1694077898732579,0.2759557728261611,0.33424178191201115,0.2991074521126723,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.8,1.0
White,0.004582928584171465,0.20141406499022213,0.4,0.4,0.4711095372918588,0.28467389714918423,0.4,0.40003674841882786,0.4,0.4,0.4,0.2,0.2,0.2
Yacht,0.37341778967957817,0.2064799109428385,0.28068691255456546,0.3475978174926522,0.22198432255649592,0.3460531316922476,0.24132976248676102,0.23662110464342553,0.2045479573648835,0.2549589057977803,0.2109553720120728,0.0,0.012653327291616728,0.0
Yeast,0.6437512369059039,0.4879277399701782,0.5161139783919073,0.5161139783919073,0.5161139783919073,0.5562079636250886,0.5161139783919073,0.5161139783919073,0.434243008836539,0.6392141589044134,0.5161139783919073,0.0,0.0,0.0
