,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8
Cali,-0.00036630127414366586,0.5194052460541778,0.3194052460541778,0.3194052460541778,0.2574364524699771,0.3767580826979671,0.5194052460541778,0.36299615683374803,0.47586211256525324,0.5194052460541778,0.3194052460541778,0.2,0.2,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Concre,0.05426983120126355,0.1544712538252081,0.32556513197904124,0.25262974669191623,0.2616935419922642,0.3322103742558081,0.3545353337798649,0.3815812897205304,0.31657543377789554,0.1339252458932634,0.2867727448675173,0.0,0.0,0.0
Qsar,0.0,0.07106597434828357,0.3874639050042107,0.4503855893009881,0.40291531397612673,0.4342614173519269,0.5311272831877527,0.3775316915205072,0.13854784084975078,0.42100645023352873,0.33409040244689314,0.0,0.0,0.0
Red,0.03383052667330092,0.24505250237158788,0.38705455452772275,0.3556914214860004,0.35764214991759075,0.2734810520903524,0.41445547281416173,0.27991681165549875,0.37816797567884924,0.38705455452772275,0.4145904132601119,0.0,0.0,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,0.6,1.0
White,-0.00038626594591597153,0.399068429136027,0.31642096136246217,0.47088529632857307,0.5873062576910353,0.34330856920876063,0.4,0.5164209613624622,0.5166254603399454,0.3435130681862439,0.34330856920876063,0.2,0.2,0.2
Yacht,0.10471622581673298,0.14429804525945347,0.10743017107383661,0.2003371274853199,0.08209432759817757,0.1688987555932624,0.10371890318192659,0.12308736743686835,0.08998284692938169,0.0878571370293623,0.05083517226077059,0.0,0.0,0.0
Yeast,0.012448845589727586,0.4634839117740267,0.5008652540886748,0.2845659969666813,0.475930750583863,0.5642456568345393,0.30910477628893007,0.49753405503201353,0.5041895492329049,0.0975672453901267,0.4560147688389467,0.0,0.0,0.0
