,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.1,0.96766 ± 0.007,0.96902 ± 0.009,0.97160 ± 0.009,0.95302 ± 0.047,0.97293 ± 0.016,0.96763 ± 0.013,0.96623 ± 0.012,0.95021 ± 0.015,0.92583 ± 0.024,0.93265 ± 0.004,1.00000 ± 0.000,0.97306 ± 0.006
0.2,0.96092 ± 0.008,0.95825 ± 0.010,0.96484 ± 0.016,0.96087 ± 0.010,0.96496 ± 0.011,0.95542 ± 0.012,0.96486 ± 0.012,0.93796 ± 0.019,0.90839 ± 0.009,0.90296 ± 0.018,0.99733 ± 0.003,0.96891 ± 0.009
0.3,0.93531 ± 0.006,0.96504 ± 0.017,0.95687 ± 0.009,0.96367 ± 0.013,0.95553 ± 0.005,0.94740 ± 0.007,0.95963 ± 0.015,0.93140 ± 0.021,0.90862 ± 0.023,0.91519 ± 0.020,0.99866 ± 0.003,0.93127 ± 0.006
0.4,0.94196 ± 0.008,0.96778 ± 0.017,0.94065 ± 0.014,0.94204 ± 0.005,0.93928 ± 0.008,0.95008 ± 0.007,0.93914 ± 0.007,0.94881 ± 0.017,0.89214 ± 0.012,0.88394 ± 0.017,1.00000 ± 0.000,0.93260 ± 0.013
0.5,0.91360 ± 0.008,0.95152 ± 0.016,0.92449 ± 0.005,0.92073 ± 0.016,0.92466 ± 0.022,0.91113 ± 0.005,0.91649 ± 0.010,0.96112 ± 0.017,0.83838 ± 0.027,0.85878 ± 0.025,0.99599 ± 0.005,0.92710 ± 0.015
0.6,0.90456 ± 0.036,0.93691 ± 0.018,0.90324 ± 0.012,0.89246 ± 0.011,0.92049 ± 0.017,0.92064 ± 0.021,0.89214 ± 0.021,0.97981 ± 0.011,0.85089 ± 0.015,0.86166 ± 0.025,0.99729 ± 0.003,0.90857 ± 0.016
0.7,0.86691 ± 0.013,0.90816 ± 0.007,0.87678 ± 0.022,0.87072 ± 0.011,0.89907 ± 0.022,0.89981 ± 0.023,0.88786 ± 0.026,0.96244 ± 0.014,0.79449 ± 0.023,0.81278 ± 0.017,0.99866 ± 0.003,0.89761 ± 0.015
0.8,0.83823 ± 0.017,0.87889 ± 0.022,0.82714 ± 0.021,0.82863 ± 0.015,0.86013 ± 0.020,0.83696 ± 0.013,0.81310 ± 0.023,0.90023 ± 0.024,0.71571 ± 0.020,0.72462 ± 0.021,0.99866 ± 0.003,0.86519 ± 0.022
0.9,0.82567 ± 0.034,0.87302 ± 0.014,0.76587 ± 0.019,0.80922 ± 0.040,0.78205 ± 0.031,0.79938 ± 0.028,0.75536 ± 0.026,0.77835 ± 0.073,0.75760 ± 0.030,0.69912 ± 0.028,0.98786 ± 0.008,0.85296 ± 0.017
