,random,zero,mean,knn,mice,XGB,missforest,mf,hyper,gain,notmiwae,miwae,tabcsdi,ot
0.3,0.40365 ± 0.001,0.57688 ± 0.005,0.39460 ± 0.003,0.39460 ± 0.003,0.39460 ± 0.003,0.39460 ± 0.003,0.39460 ± 0.003,0.31431 ± 0.003,0.39460 ± 0.003,0.57883 ± 0.004,8.56685 ± 0.722,0.40243 ± 0.014,0.37687 ± 0.008,0.40767 ± 0.006
0.5,0.40669 ± 0.003,0.57696 ± 0.003,0.45040 ± 0.014,0.45040 ± 0.014,0.45040 ± 0.014,0.45040 ± 0.014,0.45040 ± 0.014,0.32957 ± 0.002,0.45040 ± 0.014,0.57818 ± 0.002,7.83216 ± 2.074,0.44033 ± 0.014,0.37536 ± 0.002,0.46079 ± 0.014
0.7,0.40677 ± 0.003,0.57594 ± 0.002,0.41124 ± 0.004,0.41124 ± 0.004,0.41124 ± 0.004,0.41124 ± 0.004,0.41124 ± 0.004,0.32816 ± 0.005,0.41124 ± 0.004,0.57779 ± 0.002,6.89224 ± 0.801,0.40712 ± 0.053,0.37290 ± 0.001,0.42190 ± 0.004
