,train_ML_rmse_mean,train_ML_rmse_std,test_ML_rmse_mean,test_ML_rmse_std
Q1_Q2_0.25,11.946251583292966,0.5193733760599776,12.192402671406473,0.6037838670736819
Q1_Q3_0.25,12.156545093097895,0.4363914495166923,12.420145264608223,0.5526263843646945
Q1_Q4_0.25,12.36164898349706,0.47716999619695427,12.602432656599454,0.9481257192080184
Q2_Q3_0.25,11.984311590911773,0.5359396196820473,12.033145173347535,0.7338007252270431
Q2_Q4_0.25,12.237203833405603,0.28122276613272296,12.33594109213168,0.29357810659058614
Q3_Q4_0.25,12.238373448521932,0.36572903435410237,12.532503697524657,0.4621808726262021
Q1_0.25,12.040512069140464,0.5815498136247726,12.243261940034028,0.6500905499419872
Q2_0.25,11.764236933810503,0.3611863307055419,11.797510980959386,0.525083055216834
Q3_0.25,11.870882203755887,0.5567951365351306,12.006366038543396,0.7123070661057249
Q4_0.25,12.251069093133918,0.22536341624525555,12.33906202238591,0.4818976207528231
Q1_Q2_0.5,13.143781755591487,0.3499166451713381,13.792421157383648,0.8303955872216756
Q1_Q3_0.5,12.7843968162263,0.305233010809557,13.270600422084389,0.45567398484989524
Q1_Q4_0.5,13.89695365320524,0.46985631740979267,14.628829538265872,0.5746634207461352
Q2_Q3_0.5,12.137841456586939,0.29368507330307786,12.212457914927878,0.4885012656546598
Q2_Q4_0.5,13.167644247887498,0.45337721121348484,13.189800829763973,0.9244521443910515
Q3_Q4_0.5,13.08371874356437,0.4475228630431477,13.907654525840424,0.7231524370603943
Q1_0.5,12.551689558672278,0.6131122239577486,13.165959584451034,0.9915328263087075
Q2_0.5,11.884019309926934,0.4429872986872641,12.042394293284728,0.5419120210844272
Q3_0.5,12.086023808517485,0.2894091852836114,12.113529591864832,0.5612496279697995
Q4_0.5,12.928775538553854,0.2710807284559713,13.449264103365858,0.5883789786754972
Q1_Q2_0.75,15.59032624027193,0.8952035047677505,17.189736361613605,1.166411520744425
Q1_Q3_0.75,15.747228687823542,0.7863570646141633,15.676363161763225,0.4821172273654234
Q1_Q4_0.75,15.716984915137363,0.6943688436760866,15.88258400823542,0.6049414959616584
Q2_Q3_0.75,12.25036097780785,0.45309528922744063,12.514859310252437,0.4294983597792152
Q2_Q4_0.75,14.28135596352833,0.668408662844634,14.9422704863755,0.8166380426965211
Q3_Q4_0.75,15.43066160202425,0.7397379296881179,16.79204966155512,0.9772240011495341
Q1_0.75,15.92628806834345,1.006297466998127,16.082767722008487,0.8495722888114327
Q2_0.75,12.168162082111117,0.3320436567954252,12.334937588955349,0.2573816033254373
Q3_0.75,12.05297663802045,0.5196128187558866,12.190823270966481,0.6273055560866884
Q4_0.75,13.900981455988102,0.5126979931736291,14.69732325659552,1.0110284007806385
Q1_Q2_1.0,17.48640355349122,0.9444125144901595,19.741413868274652,0.9132999830311325
Q1_Q3_1.0,16.611617996080444,0.7304762915974663,16.847156741440134,0.9966306330359412
Q1_Q4_1.0,16.468866734897887,0.5418734537006235,16.36273684474172,0.41658662360261206
Q2_Q3_1.0,12.70321859652496,0.5291381709265504,13.653634333431473,0.8701434697706993
Q2_Q4_1.0,15.896286937500324,0.6131816483479996,16.63145002033695,0.7137615099874386
Q3_Q4_1.0,16.585749624422185,0.5484728551152607,18.427657727255912,0.4279790493479581
Q1_1.0,16.810229351197624,0.6397634795612436,17.179256254733442,0.6402913432273043
Q2_1.0,12.442874556211475,0.42136135999976637,12.601992826619377,0.4135676059605385
Q3_1.0,12.217489606605348,0.5568330480139294,12.518416192448822,0.9204769614285149
Q4_1.0,15.867880799965572,0.46420483416875213,16.882783044926793,0.6673684102340495
