,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.8588032724288208,0.0,0.0,0.8793142418802706,0.8573547531991558,0.8897089291538605,0.9050774217571306,0.8888130639933352,0.8536904976683095,0.8971330870793685,0.8856536011134603,0.8969234366258965,0.8985776094055611,0.845770929979602
Cali,0.8578050293732833,0.0,0.0,0.8631004010645942,0.736119806271795,0.8651904040892283,0.9128533680843229,0.8849484158370478,0.5108152088118944,0.8961906035792809,0.8788438340608856,0.7377428228150373,0.8029819805213327,0.8052524047375487
Climate,0.862950141263193,0.0,0.0,0.863789791851174,0.8631004177991162,0.8524602977645797,0.8578419861110929,0.8517737412268103,0.8595436172256138,0.8631734857055763,0.8564105475194376,0.8543413325358408,0.8539046905189801,0.8147078870259514
Concre,0.887158626831047,0.0,0.0,0.8928332218143421,0.8691927915988253,0.8827999705230767,0.9092039705247013,0.8569381440497239,0.8569728310237524,0.9153005152317378,0.7971504069491264,0.8966155361155478,0.8942787613178409,0.7815701680017593
Qsar,0.897937444955766,0.0,0.0,0.8990508203267586,0.8478777546228253,0.9054140603379555,0.9412494583599376,0.9101211776923946,0.6866162006067856,0.9365730261385826,0.5343916922019476,0.9023264267849305,0.9111473494907297,0.857865966147729
Red,0.8642021866881221,0.0,0.0,0.8871737810963178,0.8677869481911239,0.8769549899496456,0.8991696086943257,0.5061057227227439,0.8124666315082572,0.8963153766825688,0.8899013626337631,0.8959147720754304,0.8930224270963032,0.8624396881592666
Sonar,0.866486875693387,0.0,0.0,0.8975100200453319,0.8779228454245809,0.800125262922419,0.9108163759422538,0.7449837878915301,0.8491732704313636,0.9019797662007616,0.8867483761222699,0.8834689470465049,0.8847255651209739,0.8327516832255594
White,0.8641750541080141,0.0,0.0,0.8874218537643749,0.8709084233246331,0.8901376513390333,0.8986847174335771,0.8984024493855779,0.7709496605029601,0.8962555505675995,0.8805321663635969,0.8805092923113709,0.8890166010439537,0.8707237992529547
Yacht,0.8887441056895943,0.0,0.0,0.9287192877950623,0.894542866374419,0.9124436446595834,0.916106677835441,0.9060857523950597,0.8964027878133999,0.9082416739138959,0.5883737095319065,0.9110516414811165,0.9132290048675697,0.7621174491042837
Yeast,0.8864584181041394,0.0,0.0,0.8862429543921181,0.8905471752509149,0.896905254899249,0.9005347555356581,0.8956122809604767,0.8803419619047326,0.8959683210279282,0.8909346802637523,0.892153624206735,0.8942248491056948,0.8868088850399998
