,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.8596508262252431,0.0,0.0,0.8892121551895118,0.8335432227469294,0.9157425572491074,0.9287960379901957,0.9148659143756411,0.8540199952824679,0.9224353252784507,0.8825490667487254,0.9237313826211601,0.9237889611561311,0.8564948856238015
Cali,0.8573022534749815,0.0,0.0,0.8642307287672935,0.696902882177562,0.8765975372421462,0.9214947185005901,0.8867857231829028,0.4983815436180833,0.9160046163230856,0.882390354098104,0.7177715649150326,0.6414790000168709,0.8127683703466062
Climate,0.8543444374442923,0.0,0.0,0.8596815114788606,0.8631237598773069,0.8484423298593251,0.852230662164051,0.8476023827252197,0.8630148292274292,0.8574802904396348,0.8538832944667714,0.8517656349724583,0.8516948910953743,0.825671147533592
Concre,0.8810379212756617,0.0,0.0,0.8997043374090972,0.8395708298179342,0.9176829331845167,0.9210575792223995,0.8943494287612712,0.8171648232070033,0.9215063881186211,0.7992669650159726,0.9074530973664581,0.9112875931741031,0.8427015342951606
Qsar,0.9171690557864622,0.0,0.0,0.875778836496116,0.8006263873303856,0.9211646623068537,0.9591974185904357,0.9205474047000834,0.4727768147325599,0.8881144861454613,0.4170301448746446,0.8245810094450803,0.7875183250652367,0.7668809920864661
Red,0.861641649114496,0.0,0.0,0.8983907987605765,0.8668966409059357,0.9017604760799202,0.9154030962132313,0.5527104136907376,0.7820570272700275,0.9157843054408035,0.9027673338993658,0.9093911433009382,0.9094056060920694,0.8625516283728786
Sonar,0.8671380758691545,0.0,0.0,0.9198030922025442,0.8891157466328197,0.8412785967125599,0.9341831368677347,0.7953320299180532,0.831620141474428,0.9228502087694445,0.8915235228137288,0.9112405780052125,0.914428235735215,0.8285751845460941
White,0.8619545790660388,0.0,0.0,0.8971546458449533,0.865990102740551,0.9004617944223601,0.9116950609273392,0.9135865162468383,0.7544759422810985,0.913652705513682,0.8917442616231837,0.8974807697543354,0.898692371638132,0.877091708238767
Yacht,0.897613684881567,0.0,0.0,0.8999292443458078,0.8858049695698849,0.9163691329951213,0.9034942254589697,0.9033815667097574,0.9002026152508524,0.9066435621784779,0.6617065043044525,0.886016894559762,0.8784325453168977,0.7910044755966974
Yeast,0.9059010071677079,0.0,0.0,0.9059726561313658,0.6760513550682807,0.9229756102662214,0.9293102175025332,0.9229838394949011,0.6957145189150397,0.9219545168895674,0.6873228806054688,0.6195597409717607,0.7421922824811225,0.7307077302456271
