,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,0.85643084,0,0,0.890135086,0.839346856,0.91931046,0.923575015,0.921524649,0.858503922,0.923396817,0.903563608,0.925700905,0.92555561,0.847771213
Cali,0.857324239,0,0,0.861921507,0.669062747,0.869133305,0.918250347,0.878249707,0.507090285,0.916919359,0.877434558,0.750783928,0.804920177,0.810050238
Climate,0.860521976,0,0,0.85978995,0.863006314,0.851010257,0.854011629,0.852062321,0.856738525,0.859601212,0.854117092,0.851948111,0.854115024,0.809669183
Concre,0.697768294,0,0,0.805595904,0.647078672,0.767833104,0.769997923,0.762005056,0.664172854,0.77692009,0.630904311,0.769919487,0.763440095,0.675533861
Qsar,0.542972455,0,0,0.708886384,0.557765061,0.597957803,0.662723483,0.545152215,0.432473769,0.664066744,0.404423737,0.577395803,0.574951489,0.505626378
Red,0.860145261,0,0,0.890341055,0.864043912,0.883396233,0.918478915,0.841106837,0.779660427,0.917125033,0.898385314,0.910751128,0.910120869,0.860275595
Sonar,0.871850343,0,0,0.919903849,0.891280462,0.815063019,0.936326764,0.833866145,0.846865436,0.924976948,0.902367437,0.92420702,0.927610202,0.827170346
White,0.855337434,0,0,0.891411571,0.86211098,0.892569075,0.915237916,0.912155106,0.75759764,0.912898568,0.888795472,0.897657039,0.899417464,0.870373614
Yacht,0.844254394,0,0,0.862022221,0.847410101,0.84778604,0.890447597,0.845563351,0.832239075,0.878541186,0.547997474,0.850007757,0.847740174,0.730024107
Yeast,0.835539662,0,0,0.881963553,0.670288647,0.756525661,0.882812991,0.687528061,0.640455452,0.88547253,0.642732594,0.675484428,0.641208701,0.653048609
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
8.56,0,0,8.9,8.39,9.19,9.24,9.22,8.59,9.23,9.04,9.26,9.26,8.48,
8.57,0,0,8.62,6.69,8.69,9.18,8.78,5.07,9.17,8.77,7.51,8.05,8.1,
8.61,0,0,8.6,8.63,8.51,8.54,8.52,8.57,8.6,8.54,8.52,8.54,8.1,
6.98,0,0,8.06,6.47,7.68,7.7,7.62,6.64,7.77,6.31,7.7,7.63,6.76,
5.43,0,0,7.09,5.58,5.98,6.63,5.45,4.32,6.64,4.04,5.77,5.75,5.06,
8.6,0,0,8.9,8.64,8.83,9.18,8.41,7.8,9.17,8.98,9.11,9.1,8.6,
8.72,0,0,9.2,8.91,8.15,9.36,8.34,8.47,9.25,9.02,9.24,9.28,8.27,
8.55,0,0,8.91,8.62,8.93,9.15,9.12,7.58,9.13,8.89,8.98,8.99,8.7,
8.44,0,0,8.62,8.47,8.48,8.9,8.46,8.32,8.79,5.48,8.5,8.48,7.3,
8.36,0,0,8.82,6.7,7.57,8.83,6.88,6.4,8.85,6.43,6.75,6.41,6.53,
