,train_rmse_mean,train_rmse_std,train_mae_mean,train_mae_std,test_rmse_mean,test_rmse_std,test_mae_mean,test_mae_std
Q1_Q2_0.25,0.82077694,0.0028109446,0.8060174,0.0032630346,0.8217708,0.0094072465,0.8072685,0.011217923
Q1_Q3_0.25,0.77005786,0.0014377449,0.73857516,0.002337556,0.771536,0.005145204,0.7405726,0.008589473
Q1_Q4_0.25,0.6980866,0.006231995,0.6253149,0.0060656085,0.69822276,0.023017235,0.6255339,0.022801837
Q2_Q3_0.25,0.7007812,0.0018268444,0.67209876,0.002680757,0.7011386,0.008549703,0.67261374,0.011893893
Q2_Q4_0.25,0.6206802,0.005992519,0.5579157,0.0071323547,0.6227782,0.020104831,0.56034416,0.022989469
Q3_Q4_0.25,0.5562064,0.004127475,0.49623233,0.004888986,0.55360395,0.014969287,0.49349624,0.017604822
Q1_0.25,0.8877966,0.0014013071,0.8821111,0.0013463718,0.8849943,0.0068114344,0.8789574,0.0065902355
Q2_0.25,0.7564959,0.0020471725,0.7381918,0.002263685,0.7589763,0.009876139,0.7412186,0.010832277
Q3_0.25,0.6392437,0.0025668354,0.60412997,0.0035029512,0.6411107,0.009532544,0.6064815,0.013594855
Q4_0.25,0.44952458,0.0029920645,0.37734944,0.00411951,0.44835085,0.009489028,0.3759718,0.012158575
Q1_Q2_0.5,0.82360506,0.0014052459,0.80927217,0.001538392,0.82341594,0.0052373875,0.8092394,0.005813849
Q1_Q3_0.5,0.7716066,0.003408542,0.7409296,0.003897583,0.772083,0.011394823,0.74152166,0.012952274
Q1_Q4_0.5,0.70399505,0.0070014806,0.63343173,0.0074839843,0.7026882,0.025840003,0.6319281,0.02763521
Q2_Q3_0.5,0.7002514,0.0027674213,0.6714763,0.003626049,0.7007693,0.012121494,0.67208564,0.01559993
Q2_Q4_0.5,0.62366074,0.0025830888,0.5618274,0.003109083,0.62237674,0.009056654,0.56054664,0.010920002
Q3_Q4_0.5,0.5538265,0.0020169136,0.49474007,0.0031006164,0.55175877,0.0093134055,0.4917284,0.012932662
Q1_0.5,0.88526213,0.0022446478,0.87913436,0.0024265472,0.88282645,0.0076912595,0.8764372,0.0081293415
Q2_0.5,0.7572571,0.0014046793,0.7396951,0.0018122203,0.75723594,0.006216618,0.7398841,0.007742823
Q3_0.5,0.6400359,0.0021179456,0.60556424,0.0025931506,0.638949,0.010153532,0.6041655,0.013078
Q4_0.5,0.44995728,0.0023723245,0.381282,0.0029602533,0.44781914,0.00847595,0.37898302,0.011414343
Q1_Q2_0.75,0.8227598,0.0014578791,0.8083825,0.0015265244,0.8224743,0.0049779685,0.80819213,0.0052456222
Q1_Q3_0.75,0.7694945,0.003157476,0.7392832,0.003509572,0.77043134,0.0111918105,0.74036777,0.012431184
Q1_Q4_0.75,0.7022761,0.0051554106,0.63088423,0.0053480254,0.7013744,0.018418863,0.6300287,0.0186592
Q2_Q3_0.75,0.70101357,0.0013898099,0.6722492,0.0019102127,0.70133734,0.0060354318,0.67269486,0.007961258
Q2_Q4_0.75,0.6251117,0.0042377403,0.56338483,0.00523062,0.62328255,0.016340641,0.56094486,0.019891825
Q3_Q4_0.75,0.5547906,0.0021296109,0.49528313,0.0031374888,0.55280644,0.009002448,0.4925429,0.012170484
Q1_0.75,0.8858086,0.001082647,0.8798649,0.0011644152,0.884171,0.003221784,0.87799156,0.0032646772
Q2_0.75,0.7571888,0.00080110226,0.739774,0.0009160571,0.7574976,0.002611966,0.7402013,0.0030939425
Q3_0.75,0.63934815,0.0021802261,0.6042832,0.0029187053,0.6407064,0.009681896,0.6059036,0.012355263
Q4_0.75,0.45061988,0.0036293957,0.3827653,0.004537621,0.4487411,0.013767929,0.38054156,0.016739884
Q1_Q2_1.0,0.8227909,0.0016411162,0.8083935,0.0017770826,0.82280004,0.005781169,0.8085453,0.006273553
Q1_Q3_1.0,0.7708446,0.002782368,0.740511,0.0031334925,0.77143615,0.0098730475,0.7412797,0.011128549
Q1_Q4_1.0,0.7027884,0.005385773,0.6313912,0.0059062564,0.70183456,0.01965758,0.6305706,0.021427529
Q2_Q3_1.0,0.70080423,0.0010970194,0.67221415,0.0014936468,0.7009413,0.005822853,0.6723198,0.007511485
Q2_Q4_1.0,0.625136,0.004081452,0.56362116,0.005103172,0.62305844,0.015083769,0.5610117,0.018510891
Q3_Q4_1.0,0.5546673,0.0020182792,0.4954136,0.0027249025,0.552778,0.008446102,0.49282375,0.010609196
Q1_1.0,0.88535154,0.0014395348,0.8793728,0.0015643034,0.88328636,0.004944308,0.87703884,0.005312125
Q2_1.0,0.7569132,0.0007336103,0.7392694,0.00086624635,0.7572532,0.0026619066,0.73977625,0.003276464
Q3_1.0,0.63967216,0.0018254734,0.6050319,0.0026689814,0.63965464,0.008996011,0.60483754,0.011970548
Q4_1.0,0.45103994,0.0031889598,0.38290134,0.004060486,0.4490754,0.011963421,0.38065827,0.014678956
