,train_ML_f1_mean,train_ML_f1_std,test_ML_f1_mean,test_ML_f1_std
Q1_Q2_0.25,0.9743032723319193,0.011058044879382068,0.7481953426690268,0.07190421949093194
Q1_Q3_0.25,0.9662489128840607,0.01131447807660317,0.7707441067047869,0.03807140416092317
Q1_Q4_0.25,0.9393486593160285,0.011637185237881124,0.6716794720869838,0.0273667512703357
Q2_Q3_0.25,0.9730301065271763,0.012896872385349298,0.8089488135115712,0.026852194352110052
Q2_Q4_0.25,0.9621411553953523,0.015254210792999708,0.7835116181624835,0.0611525681936374
Q3_Q4_0.25,0.9703591721116938,0.016833484265299608,0.7464466095606794,0.054868134805467365
Q1_0.25,0.9469998840191639,0.01800633308072856,0.7642828662565504,0.037167197598070544
Q2_0.25,0.9635986495267206,0.005354419788759633,0.7880725060996179,0.03331699555573856
Q3_0.25,0.9594601281304808,0.01885659257819712,0.7832656227906549,0.02959526416428723
Q4_0.25,0.9607923547512657,0.009986899989702662,0.8146242155415664,0.049840706320525695
Q1_Q2_0.5,0.969016020779198,0.008971641937920502,0.6182474466768081,0.06489618481115286
Q1_Q3_0.5,0.9634724345169559,0.007266607692130859,0.6869307411684071,0.051416420395564814
Q1_Q4_0.5,0.9497081850232114,0.02321320569768881,0.6157676995337624,0.052015676953490984
Q2_Q3_0.5,0.9744049062766006,0.010663356577820571,0.7245710000029761,0.08808297319237202
Q2_Q4_0.5,0.9731104825528784,0.005818554799458579,0.7382333952370672,0.06767615309492167
Q3_Q4_0.5,0.9756178596580142,0.012022053028003545,0.7172803508097625,0.08249229755858392
Q1_0.5,0.9635826747462872,0.016183971335879174,0.6903517818610698,0.02260793230970303
Q2_0.5,0.9704082952492078,0.014933367995379617,0.7390404610096453,0.06347668243405687
Q3_0.5,0.970408516594552,0.0052436478241782245,0.7560843956243481,0.05375357740687667
Q4_0.5,0.9567483950202782,0.01647110568523397,0.7876242007499838,0.029709781316282116
Q1_Q2_0.75,0.9662083190993702,0.011361877267848418,0.6932559750914827,0.0700659639787929
Q1_Q3_0.75,0.9677491423505135,0.011414911476910058,0.5705377859978568,0.056443430754633095
Q1_Q4_0.75,0.9796860265912855,0.009763884446912003,0.556397763667982,0.02621403161670889
Q2_Q3_0.75,0.9825387504435412,0.011590881247060083,0.709091846190588,0.03676039833393884
Q2_Q4_0.75,0.9690639928646705,0.012239248102343189,0.6775842304473202,0.04946125411685756
Q3_Q4_0.75,0.9825028636380988,0.009075722590598143,0.7290218946992459,0.05842010097692908
Q1_0.75,0.9556043369481628,0.023342559395127676,0.7288792130921391,0.023155826490190948
Q2_0.75,0.9703234413785309,0.014062680216547307,0.746809121202022,0.09283703488860344
Q3_0.75,0.9702900937827706,0.01274220211487425,0.783857571754697,0.05697724623558349
Q4_0.75,0.9702625459195853,0.011995341838050925,0.7302551734287073,0.07901356350704644
Q1_Q2_1.0,0.9634765890533293,0.013922691920279019,0.6117188964917126,0.044802709436641344
Q1_Q3_1.0,0.9688821407383094,0.01329557071327119,0.5190484238099083,0.07104761730742455
Q1_Q4_1.0,0.9619845827681688,0.018204770193833517,0.5165609267966597,0.05511428499029392
Q2_Q3_1.0,0.9797973365874897,0.004140554463145513,0.7011991470424865,0.07683534966332421
Q2_Q4_1.0,0.9742949284683974,0.010042441264886171,0.6692011887664061,0.047556949086512305
Q3_Q4_1.0,0.9838461480898892,0.006816566653833446,0.7005263654765317,0.045433356095716346
Q1_1.0,0.9539844462745286,0.010994510208319739,0.5977996145604119,0.06227359343746246
Q2_1.0,0.9796789884513052,0.009787450786216323,0.7499117709644028,0.02914550658752896
Q3_1.0,0.9756708897551073,0.011204635446414922,0.7735740531472238,0.07378387415327961
Q4_1.0,0.9675572194073606,0.01744037534383946,0.748682831540832,0.035875056048553976
