,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,0.2,0.4,0.4,1.0,0.4,0.4,0.4,1.0,1.0,1.0,1.0,0.0,1.0
Cali,0.4,0.3464435600127353,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.200005196689724,0.019633720144525184,0.2
Climate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8,0.0,1.0
Concre,0.024882131484173474,0.0017722514092018238,0.0017722514092018238,0.0017722514092018238,0.0,0.0017722514092018238,0.0017722514092018238,0.0017722514092018238,0.0,0.0,0.0,0.0,0.08934428354223856,0.0
Qsar,0.0,0.07010395318137577,0.07050095833296913,0.07050095833296913,0.09769474325470716,0.07050095833296913,0.07050095833296913,0.07050095833296913,0.020931654431720903,0.08468190996674588,0.13617974437352973,0.06258960203838546,0.15307585344078975,0.0
Red,0.016137950932380577,0.17997194403229944,0.2280812694321331,0.2280812694321331,0.3262281516010349,0.2280812694321331,0.2280812694321331,0.2280812694321331,0.4534681388285313,0.19440835452217203,0.19440835452217203,0.0,0.10403377498124806,0.0
Sonar,1.0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,1.0,0.8,0.8,0.2,1.0,1.0
White,0.005442704621912436,0.00011454393302075692,0.2000259318380643,0.2000259318380643,0.2000259318380643,0.2000259318380643,0.2000259318380643,0.2000259318380643,0.40003674841882786,0.2,0.2,0.2,0.02623413202441119,0.2
Yacht,0.14117420991900032,0.22493541727308258,0.22493541727308258,0.22493541727308258,0.3435117043803808,0.22493541727308258,0.22493541727308258,0.22493541727308258,0.2744390485461329,0.21514334670254792,0.25514467477848723,0.01989284404885399,0.21249336770410246,0.0
Yeast,0.019426386606801894,0.0011591781640710346,0.0007024894818944879,0.0007024894818944879,0.0,0.0007024894818944879,0.0007024894818944879,0.0007024894818944879,0.0,0.0,0.0,0.0,0.010250373718469033,0.0
