,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,0.4,0.6,0.6,1.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,0.8,1.0
Cali,0.5194315004731005,0.7194315004731004,0.7194315004731004,0.7194315004731004,0.5194315004731005,0.7194315004731004,0.7194315004731004,0.7194315004731004,0.5194315004731005,0.7194315004731004,0.7194315004731004,0.2,0.13066386583898743,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Concre,0.1393921142942642,0.3203170369772793,0.355217322013935,0.355217322013935,0.2972896195104905,0.355217322013935,0.355217322013935,0.355217322013935,0.3471911423983184,0.355217322013935,0.27033077159305063,0.0,0.0612813903624822,0.0
Qsar,0.0,0.6426609449978609,0.6621483185704566,0.6621483185704566,0.6709927255704753,0.6621483185704566,0.6621483185704566,0.6621483185704566,0.38073684028557336,0.6679426448803553,0.5736056025831795,0.16674886575324827,0.2979187758353419,0.0
Red,0.36827846537823833,0.3536581139087252,0.37243094711128466,0.37243094711128466,0.46585010911212565,0.37243094711128466,0.37243094711128466,0.37243094711128466,0.4936815872979963,0.3322325561523701,0.3322325561523701,0.0,0.21994761804741875,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0
White,0.31453430858663023,0.587875636970961,0.7167401678410379,0.7167401678410379,0.7167401678410379,0.7167401678410379,0.7167401678410379,0.7167401678410379,0.6334803356820757,0.7167401678410379,0.7167401678410379,0.2,0.10709477971111758,0.2
Yacht,0.3745927965365951,0.4149927091335627,0.4315619495958682,0.4315619495958682,0.4320031370406797,0.4315619495958682,0.4315619495958682,0.4315619495958682,0.4379667694436689,0.4320031370406797,0.3802465629286003,0.0,0.32808952438382355,0.0
Yeast,0.8879971998410963,0.7512708878740182,0.8399095334553295,0.8399095334553295,0.8793372688708656,0.8399095334553295,0.8399095334553295,0.8399095334553295,0.9070283428154827,0.8399095334553295,0.8399095334553295,0.0,0.7711667976901445,0.0
