,RD,ZR,Mean,KNN,MF,Mice,MisF,XGB,OT,HI,GAIN,Mi,NMi,CSDI
Bank,1.0,0.4,0.6,0.6,1.0,0.6,0.6,0.6,1.0,1.0,1.0,1.0,0.8,1.0
Cali,0.5194052460541778,0.7194052460541778,0.7194052460541778,0.7194052460541778,0.5194052460541778,0.7194052460541778,0.7194052460541778,0.7194052460541778,0.5194052460541778,0.7194052460541778,0.7194052460541778,0.2,0.1303401896739172,0.2
Climate,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
Concre,0.1288339458372217,0.3137908166181135,0.3506337505777016,0.3506337505777016,0.2917598735900596,0.3506337505777016,0.3506337505777016,0.3506337505777016,0.3419856651269225,0.3506337505777016,0.260611835099139,0.0,0.04887727520589562,0.0
Qsar,0.0,0.6371382880211325,0.6569213271250778,0.6569213271250778,0.6659178226187021,0.6569213271250778,0.6569213271250778,0.6569213271250778,0.37245748293110503,0.6627849300957976,0.5654266638212258,0.15787015964733192,0.28472732219490093,0.0
Red,0.36233431107549735,0.34949036832969294,0.3686115242405171,0.3686115242405171,0.4623209406684235,0.3686115242405171,0.3686115242405171,0.3686115242405171,0.4898291246283362,0.3283565333426367,0.3283565333426367,0.0,0.21076624245052522,0.0
Sonar,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0
White,0.31366227393079327,0.5873062576910353,0.7166254603399455,0.7166254603399455,0.7166254603399455,0.7166254603399455,0.7166254603399455,0.7166254603399455,0.6332509206798909,0.7166254603399455,0.7166254603399455,0.2,0.1056850261960987,0.2
Yacht,0.33307616427529735,0.37416737317370896,0.39177879169875435,0.39177879169875435,0.3924130326255636,0.39177879169875435,0.39177879169875435,0.39177879169875435,0.3987391657523653,0.3924130326255636,0.3094450854094462,0.0,0.28306227766414854,0.0
Yeast,0.8868930371263071,0.748874807667962,0.8384161906373926,0.8384161906373926,0.8781863024576815,0.8384161906373926,0.8384161906373926,0.8384161906373926,0.9061651757650917,0.8384161906373926,0.8384161906373926,0.0,0.768277107658829,0.0
